locus_id,chrom,start,end,description,genome_version
B:350752-350826,CHR_2,350752,350826,between YBRWdelta17 and YNCB0013W,Genome Release 64-3-1
B:350899-351254,CHR_2,350899,351254,between YNCB0013W and YBR056W-A,Genome Release 64-3-1
B:351456-352192,CHR_2,351456,352192,between YBR056W-A and YBR057C,Genome Release 64-3-1
B:353294-353671,CHR_2,353294,353671,between YBR057C and YBR058C,Genome Release 64-3-1
B:356018-356323,CHR_2,356018,356323,between YBR058C and YBR058C-A,Genome Release 64-3-1
B:356567-356860,CHR_2,356567,356860,between YBR058C-A and YBR059C,Genome Release 64-3-1
B:360188-360651,CHR_2,360188,360651,between YBR059C and YBR060C,Genome Release 64-3-1
B:362515-364786,CHR_2,362515,364786,between YBR060C and YBR061C,Genome Release 64-3-1
B:365720-365975,CHR_2,365720,365975,between YBR061C and YBR062C,Genome Release 64-3-1
B:366601-366969,CHR_2,366601,366969,between YBR062C and YBR063C,Genome Release 64-3-1
B:368192-368583,CHR_2,368192,368583,between YBR064W and YBR065C,Genome Release 64-3-1
B:369679-370036,CHR_2,369679,370036,between YBR065C and YBR066C,Genome Release 64-3-1
B:370700-372102,CHR_2,370700,372102,between YBR066C and YBR067C,Genome Release 64-3-1
B:372736-373860,CHR_2,372736,373860,between YBR067C and YBR068C,Genome Release 64-3-1
B:375691-376573,CHR_2,375691,376573,between YBR068C and YBR069C,Genome Release 64-3-1
B:378634-379220,CHR_2,378634,379220,between YNCB0014W and ARS212,Genome Release 64-3-1
B:379935-380410,CHR_2,379935,380410,between YBR070C and YBR071W,Genome Release 64-3-1
B:381047-382029,CHR_2,381047,382029,between YBR071W and YBR072W,Genome Release 64-3-1
B:382675-382859,CHR_2,382675,382859,between YBR072W and YBR072C-A,Genome Release 64-3-1
B:383022-383111,CHR_2,383022,383111,between YBR072C-A and YBR073W,Genome Release 64-3-1
B:385989-386285,CHR_2,385989,386285,between YBR073W and YBR074W,Genome Release 64-3-1
B:391292-391350,CHR_2,391292,391350,between YBR076W and YBR076C-A,Genome Release 64-3-1
B:391618-391804,CHR_2,391618,391804,between YBR076C-A and YBR077C,Genome Release 64-3-1
B:392294-393122,CHR_2,392294,393122,between YBR077C and YBR078W,Genome Release 64-3-1
B:394743-395382,CHR_2,394743,395382,between YBR078W and YBR079C,Genome Release 64-3-1
B:398278-398613,CHR_2,398278,398613,between YBR079C and YBR080C,Genome Release 64-3-1
B:400891-401252,CHR_2,400891,401252,between YBR080C and YBR081C,Genome Release 64-3-1
B:405252-405877,CHR_2,405252,405877,between YBR081C and YNCB0015W,Genome Release 64-3-1
B:405950-405959,CHR_2,405950,405959,between YNCB0015W and YNCB0016W,Genome Release 64-3-1
B:406032-406627,CHR_2,406032,406627,between YNCB0016W and YBR082C,Genome Release 64-3-1
B:407170-407952,CHR_2,407170,407952,between YBR082C and ARS214,Genome Release 64-3-1
B:408069-409168,CHR_2,408069,409168,between ARS214 and YBR083W,Genome Release 64-3-1
B:410630-411053,CHR_2,410630,411053,between YBR083W and YBR084W,Genome Release 64-3-1
B:413982-414185,CHR_2,413982,414185,between YBR084W and YBR084C-A,Genome Release 64-3-1
B:415262-415982,CHR_2,415262,415982,between YBR084C-A and YBR085W,Genome Release 64-3-1
B:416907-417783,CHR_2,416907,417783,between YBR085W and ARS215,Genome Release 64-3-1
B:418080-418906,CHR_2,418080,418906,between ARS215 and YBR085C-A,Genome Release 64-3-1
B:419165-420200,CHR_2,419165,420200,between YBR085C-A and YBR086C,Genome Release 64-3-1
B:423042-423764,CHR_2,423042,423764,between YBR086C and YBR087W,Genome Release 64-3-1
B:424830-424989,CHR_2,424830,424989,between YBR087W and YBR088C,Genome Release 64-3-1
B:425783-426189,CHR_2,425783,426189,between YBR089W and YBR089C-A,Genome Release 64-3-1
B:427059-427154,CHR_2,427059,427154,between YBR090C and YBR091C,Genome Release 64-3-1
B:427485-427697,CHR_2,427485,427697,between YBR091C and YBR092C,Genome Release 64-3-1
B:429102-429547,CHR_2,429102,429547,between YBR092C and YBR093C,Genome Release 64-3-1
B:430952-432035,CHR_2,430952,432035,between YBR093C and YBR094W,Genome Release 64-3-1
B:434298-434405,CHR_2,434298,434405,between YBR094W and YBR095C,Genome Release 64-3-1
B:435699-436020,CHR_2,435699,436020,between YBR095C and YBR096W,Genome Release 64-3-1
B:436714-436950,CHR_2,436714,436950,between YBR096W and YBR097W,Genome Release 64-3-1
B:441316-441514,CHR_2,441316,441514,between YBR097W and YBR098W,Genome Release 64-3-1
B:443591-443820,CHR_2,443591,443820,between YBR098W and YBR101C,Genome Release 64-3-1
B:444694-445061,CHR_2,444694,445061,between YBR101C and YBR102C,Genome Release 64-3-1
B:447324-447708,CHR_2,447324,447708,between YBR102C and YBR103W,Genome Release 64-3-1
B:449317-449319,CHR_2,449317,449319,between YBR103W and YBR103C-A,Genome Release 64-3-1
B:449464-449666,CHR_2,449464,449666,between YBR103C-A and YBR104W,Genome Release 64-3-1
B:450657-450880,CHR_2,450657,450880,between YBR104W and YBR105C,Genome Release 64-3-1
B:451970-452657,CHR_2,451970,452657,between YBR105C and YBR106W,Genome Release 64-3-1
B:453225-453792,CHR_2,453225,453792,between YBR106W and YBR107C,Genome Release 64-3-1
B:454531-454821,CHR_2,454531,454821,between YBR107C and YBR108W,Genome Release 64-3-1
B:457666-457918,CHR_2,457666,457918,between YBR108W and YBR109C,Genome Release 64-3-1
B:458363-458607,CHR_2,458363,458607,between YBR109C and YBR109W-A,Genome Release 64-3-1
B:458833-458871,CHR_2,458833,458871,between YBR109W-A and YBR110W,Genome Release 64-3-1
B:460222-461177,CHR_2,460222,461177,between YBR110W and YBR111C,Genome Release 64-3-1
B:461874-462138,CHR_2,461874,462138,between YBR111C and YBR111W-A,Genome Release 64-3-1
B:462580-462869,CHR_2,462580,462869,between YBR111W-A and YBR112C,Genome Release 64-3-1
B:466049-467247,CHR_2,466049,467247,between YBR113W and YBR114W,Genome Release 64-3-1
B:469621-469747,CHR_2,469621,469747,between YBR114W and YBR115C,Genome Release 64-3-1
B:473927-474198,CHR_2,473927,474198,between YBR115C and YBR116C,Genome Release 64-3-1
B:476438-477670,CHR_2,476438,477670,between YBR117C and YBR118W,Genome Release 64-3-1
B:479048-479337,CHR_2,479048,479337,between YBR118W and YBR119W,Genome Release 64-3-1
B:480324-480434,CHR_2,480324,480434,between YBR119W and YBR120C,Genome Release 64-3-1
B:480924-481363,CHR_2,480924,481363,between YBR120C and YBR121C,Genome Release 64-3-1
B:483368-483969,CHR_2,483368,483969,between YBR121C and YBR122C,Genome Release 64-3-1
B:484504-484741,CHR_2,484504,484741,between YBR122C and YBR123C,Genome Release 64-3-1
B:486955-487198,CHR_2,486955,487198,between ARS216 and YBR125C,Genome Release 64-3-1
B:488381-488904,CHR_2,488381,488904,between YBR125C and YBR126C,Genome Release 64-3-1
B:490393-490849,CHR_2,490393,490849,between YBR126C and YBR126W-A,Genome Release 64-3-1
B:491071-491268,CHR_2,491071,491268,between YBR126W-B and YBR127C,Genome Release 64-3-1
B:492823-493080,CHR_2,492823,493080,between YBR127C and YBR128C,Genome Release 64-3-1
B:494116-494352,CHR_2,494116,494352,between YBR128C and YBR129C,Genome Release 64-3-1
B:495340-495591,CHR_2,495340,495591,between YBR129C and YBR130C,Genome Release 64-3-1
B:496870-497162,CHR_2,496870,497162,between YBR130C and YBR131W,Genome Release 64-3-1
B:499278-499651,CHR_2,499278,499651,between YBR131W and YBR132C,Genome Release 64-3-1
B:501443-501803,CHR_2,501443,501803,between YBR132C and YBR133C,Genome Release 64-3-1
B:504645-504853,CHR_2,504645,504853,between YBR134W and YBR135W,Genome Release 64-3-1
B:505307-505667,CHR_2,505307,505667,between YBR135W and YBR136W,Genome Release 64-3-1
B:512775-513043,CHR_2,512775,513043,between YBR136W and YBR137W,Genome Release 64-3-1
B:513584-513761,CHR_2,513584,513761,between YBR137W and YBR138C,Genome Release 64-3-1
B:515337-515663,CHR_2,515337,515663,between YBR138C and YBR139W,Genome Release 64-3-1
B:526629-527024,CHR_2,526629,527024,between YBR140C and YBR141C,Genome Release 64-3-1
B:528039-528316,CHR_2,528039,528316,between YBR141C and YBR142W,Genome Release 64-3-1
B:530639-530868,CHR_2,530639,530868,between YBR142W and YBR143C,Genome Release 64-3-1
B:532183-533234,CHR_2,532183,533234,between YBR143C and YBR144C,Genome Release 64-3-1
B:533550-533761,CHR_2,533550,533761,between YBR144C and YBR145W,Genome Release 64-3-1
B:534818-535259,CHR_2,534818,535259,between YBR145W and YBR146W,Genome Release 64-3-1
B:536097-536574,CHR_2,536097,536574,between YBR146W and YBR147W,Genome Release 64-3-1
B:537466-537875,CHR_2,537466,537875,between YBR147W and YBR148W,Genome Release 64-3-1
B:539706-539986,CHR_2,539706,539986,between YBR148W and YBR149W,Genome Release 64-3-1
B:541022-541208,CHR_2,541022,541208,between YBR149W and YBR150C,Genome Release 64-3-1
B:544494-545027,CHR_2,544494,545027,between YBR150C and YBR151W,Genome Release 64-3-1
B:545979-546375,CHR_2,545979,546375,between YBR151W and YBR152W,Genome Release 64-3-1
B:547252-547459,CHR_2,547252,547459,between YBR152W and YBR153W,Genome Release 64-3-1
B:548195-548361,CHR_2,548195,548361,between YBR153W and YBR154C,Genome Release 64-3-1
B:549010-549228,CHR_2,549010,549228,between YBR154C and ETC8,Genome Release 64-3-1
B:549252-549770,CHR_2,549252,549770,between ETC8 and YBR155W,Genome Release 64-3-1
B:550929-551103,CHR_2,550929,551103,between YBR155W and YBR156C,Genome Release 64-3-1
B:553201-553542,CHR_2,553201,553542,between YBR156C and YBR157C,Genome Release 64-3-1
B:554311-556548,CHR_2,554311,556548,between YBR157C and YBR158W,Genome Release 64-3-1
B:558199-558684,CHR_2,558199,558684,between YBR158W and YBR159W,Genome Release 64-3-1
B:559729-560077,CHR_2,559729,560077,between YBR159W and YBR160W,Genome Release 64-3-1
B:560975-561633,CHR_2,560975,561633,between YBR160W and YBR161W,Genome Release 64-3-1
B:562765-563202,CHR_2,562765,563202,between YBR161W and YBR162C,Genome Release 64-3-1
B:564571-565230,CHR_2,564571,565230,between YBR162C and YBR162W-A,Genome Release 64-3-1
B:565429-565722,CHR_2,565429,565722,between YBR162W-A and YBR163W,Genome Release 64-3-1
B:567481-567874,CHR_2,567481,567874,between YBR163W and YBR164C,Genome Release 64-3-1
B:568427-568851,CHR_2,568427,568851,between YBR164C and YBR165W,Genome Release 64-3-1
B:569686-569841,CHR_2,569686,569841,between YBR165W and YBR166C,Genome Release 64-3-1
B:571201-571467,CHR_2,571201,571467,between YBR166C and YBR167C,Genome Release 64-3-1
B:571891-572370,CHR_2,571891,572370,between YBR167C and YBR168W,Genome Release 64-3-1
B:573613-573914,CHR_2,573613,573914,between YBR168W and YBR169C,Genome Release 64-3-1
B:575997-576343,CHR_2,575997,576343,between YBR169C and YBR170C,Genome Release 64-3-1
B:578087-578363,CHR_2,578087,578363,between YBR170C and YBR171W,Genome Release 64-3-1
B:578985-579149,CHR_2,578985,579149,between YBR171W and YBR172C,Genome Release 64-3-1
B:581373-581725,CHR_2,581373,581725,between YBR172C and YBR173C,Genome Release 64-3-1
B:582173-582337,CHR_2,582173,582337,between YBR173C and YBR174C,Genome Release 64-3-1
B:583356-583719,CHR_2,583356,583719,between YBR175W and YBR176W,Genome Release 64-3-1
B:584659-584806,CHR_2,584659,584806,between YBR176W and YBR177C,Genome Release 64-3-1
B:586446-586546,CHR_2,586446,586546,between YBR178W and YBR179C,Genome Release 64-3-1
B:589115-589740,CHR_2,589115,589740,between YBR179C and YBR180W,Genome Release 64-3-1
B:591460-591711,CHR_2,591460,591711,between YBR180W and YBR181C,Genome Release 64-3-1
B:592775-593505,CHR_2,592775,593505,between YBR181C and YBR182C,Genome Release 64-3-1
B:594865-595360,CHR_2,594865,595360,between YBR182C and YBR182C-A,Genome Release 64-3-1
B:595556-596114,CHR_2,595556,596114,between YBR182C-A and YBR183W,Genome Release 64-3-1
B:597066-597362,CHR_2,597066,597362,between YBR183W and YBR184W,Genome Release 64-3-1
B:598935-599122,CHR_2,598935,599122,between YBR184W and YBR185C,Genome Release 64-3-1
B:599960-600552,CHR_2,599960,600552,between YBR185C and YBR186W,Genome Release 64-3-1
B:602361-602633,CHR_2,602361,602633,between YBR186W and YBR187W,Genome Release 64-3-1
B:603477-603684,CHR_2,603477,603684,between YBR187W and YBR188C,Genome Release 64-3-1
B:604108-604507,CHR_2,604108,604507,between YBR188C and YBR189W,Genome Release 64-3-1
B:605509-605965,CHR_2,605509,605965,between YBR189W and YBR190W,Genome Release 64-3-1
B:607141-607148,CHR_2,607141,607148,between YBR191W and YBR191W-A,Genome Release 64-3-1
B:607224-607651,CHR_2,607224,607651,between YBR191W-A and YBR192W,Genome Release 64-3-1
B:608786-609081,CHR_2,608786,609081,between YBR192W and YBR193C,Genome Release 64-3-1
B:609754-610037,CHR_2,609754,610037,between YBR193C and YBR194W,Genome Release 64-3-1
B:610410-610613,CHR_2,610410,610613,between YBR194W and YBR195C,Genome Release 64-3-1
B:611883-612235,CHR_2,611883,612235,between YBR195C and YBR196C,Genome Release 64-3-1
B:613901-614023,CHR_2,613901,614023,between YBR196C and YBR196C-A,Genome Release 64-3-1
B:614174-614525,CHR_2,614174,614525,between YBR196C-A and YBR196C-B,Genome Release 64-3-1
B:614631-615202,CHR_2,614631,615202,between YBR196C-B and YBR197C,Genome Release 64-3-1
B:615857-616126,CHR_2,615857,616126,between YBR197C and YBR198C,Genome Release 64-3-1
B:618524-618908,CHR_2,618524,618908,between YBR198C and YBR199W,Genome Release 64-3-1
B:620304-620871,CHR_2,620304,620871,between YBR199W and YBR200W,Genome Release 64-3-1
B:622528-622670,CHR_2,622528,622670,between YBR200W and ARS220,Genome Release 64-3-1
B:622940-622982,CHR_2,622940,622982,between ARS220 and YBR200W-A,Genome Release 64-3-1
B:623148-623575,CHR_2,623148,623575,between YBR200W-A and YBR201W,Genome Release 64-3-1
B:624212-624492,CHR_2,624212,624492,between YBR201W and YBR201C-A,Genome Release 64-3-1
B:624697-625771,CHR_2,624697,625771,between YBR201C-A and YBR202W,Genome Release 64-3-1
B:628310-629167,CHR_2,628310,629167,between YBR202W and YBR203W,Genome Release 64-3-1
B:632252-632253,CHR_2,632252,632253,between ARS221 and YBR204C,Genome Release 64-3-1
B:633382-633621,CHR_2,633382,633621,between YBR204C and YBR205W,Genome Release 64-3-1
B:634925-635145,CHR_2,634925,635145,between YBR206W and YBR207W,Genome Release 64-3-1
B:636544-636702,CHR_2,636544,636702,between YBR207W and YBR208C,Genome Release 64-3-1
B:642211-642582,CHR_2,642211,642582,between YBR208C and YBR209W,Genome Release 64-3-1
B:642901-643006,CHR_2,642901,643006,between YBR209W and YNCB0017C,Genome Release 64-3-1
B:643079-643487,CHR_2,643079,643487,between YNCB0017C and YBRCtau2,Genome Release 64-3-1
B:644003-644361,CHR_2,644003,644361,between YBRWdelta18 and YBRCdelta19,Genome Release 64-3-1
B:644604-645166,CHR_2,644604,645166,between YBRCdelta19 and YNCB0018W,Genome Release 64-3-1
B:645239-645549,CHR_2,645239,645549,between YNCB0018W and YBR210W,Genome Release 64-3-1
B:645979-646157,CHR_2,645979,646157,between YBR210W and YBR211C,Genome Release 64-3-1
B:647133-647885,CHR_2,647133,647885,between YBR211C and YBR212W,Genome Release 64-3-1
B:649905-650367,CHR_2,649905,650367,between YBR212W and YBR213W,Genome Release 64-3-1
B:651193-651414,CHR_2,651193,651414,between YBR213W and YBR214W,Genome Release 64-3-1
B:652999-653355,CHR_2,652999,653355,between YBR214W and YBR215W,Genome Release 64-3-1
B:655318-655575,CHR_2,655318,655575,between YBR215W and YBR216C,Genome Release 64-3-1
B:657601-657831,CHR_2,657601,657831,between YBR216C and YBR217W,Genome Release 64-3-1
B:658393-658706,CHR_2,658393,658706,between YBR217W and YBR218C,Genome Release 64-3-1
B:662250-662498,CHR_2,662250,662498,between YBR218C and YBR219C,Genome Release 64-3-1
B:664678-665152,CHR_2,664678,665152,between YBR220C and YBR221C,Genome Release 64-3-1
B:666254-666537,CHR_2,666254,666537,between YBR221C and YBR221W-A,Genome Release 64-3-1
B:666643-666719,CHR_2,666643,666719,between YBR221W-A and YBR222C,Genome Release 64-3-1
B:668352-668662,CHR_2,668352,668662,between YBR222C and YBR223C,Genome Release 64-3-1
B:673566-673571,CHR_2,673566,673571,between YBR226C and YBR227C,Genome Release 64-3-1
B:675135-675312,CHR_2,675135,675312,between YBR227C and YBR228W,Genome Release 64-3-1
B:676228-676356,CHR_2,676228,676356,between YBR228W and YBR229C,Genome Release 64-3-1
B:679222-679548,CHR_2,679222,679548,between YBR229C and YBR230C,Genome Release 64-3-1
B:680051-680361,CHR_2,680051,680361,between YBR230C and YBR230W-A,Genome Release 64-3-1
B:680563-680687,CHR_2,680563,680687,between YBR230W-A and YNCB0019C,Genome Release 64-3-1
B:681863-682178,CHR_2,681863,682178,between YNCB0019C and YBR231C,Genome Release 64-3-1
B:683091-683372,CHR_2,683091,683372,between YBR231C and YBR232C,Genome Release 64-3-1
B:684670-684976,CHR_2,684670,684976,between YBR233W and YBR233W-A,Genome Release 64-3-1
B:685262-685437,CHR_2,685262,685437,between YBR233W-A and YBR234C,Genome Release 64-3-1
B:686593-686900,CHR_2,686593,686900,between YBR234C and YBR235W,Genome Release 64-3-1
B:690264-690382,CHR_2,690264,690382,between YBR235W and YBR236C,Genome Release 64-3-1
B:691694-691968,CHR_2,691694,691968,between YBR236C and YBR237W,Genome Release 64-3-1
B:694519-695106,CHR_2,694519,695106,between YBR237W and YBR238C,Genome Release 64-3-1
B:697303-698353,CHR_2,697303,698353,between YBR238C and YBR239C,Genome Release 64-3-1
B:699944-700489,CHR_2,699944,700489,between YBR239C and YBR240C,Genome Release 64-3-1
B:701843-702588,CHR_2,701843,702588,between YBR240C and YBR241C,Genome Release 64-3-1
B:704056-704295,CHR_2,704056,704295,between YBR241C and ARS222,Genome Release 64-3-1
B:704567-704669,CHR_2,704567,704669,between ARS222 and YBR242W,Genome Release 64-3-1
B:705387-705446,CHR_2,705387,705446,between YBR242W and YBR243C,Genome Release 64-3-1
B:706794-707527,CHR_2,706794,707527,between YBR243C and YBR244W,Genome Release 64-3-1
B:708017-708149,CHR_2,708017,708149,between YBR244W and YBR245C,Genome Release 64-3-1
B:711540-711590,CHR_2,711540,711590,between YBR245C and YBR246W,Genome Release 64-3-1
B:712755-713003,CHR_2,712755,713003,between YBR246W and YBR247C,Genome Release 64-3-1
B:714456-714806,CHR_2,714456,714806,between YBR247C and YBR248C,Genome Release 64-3-1
B:716466-716881,CHR_2,716466,716881,between YBR248C and YBR249C,Genome Release 64-3-1
B:717995-719032,CHR_2,717995,719032,between YBR249C and YBR250W,Genome Release 64-3-1
B:720605-721389,CHR_2,720605,721389,between YBR250W and YBR251W,Genome Release 64-3-1
B:722314-722610,CHR_2,722314,722610,between YBR251W and YBR252W,Genome Release 64-3-1
B:723055-723269,CHR_2,723055,723269,between YBR252W and YBR253W,Genome Release 64-3-1
B:723636-723735,CHR_2,723636,723735,between YBR253W and YBR254C,Genome Release 64-3-1
B:724264-724455,CHR_2,724264,724455,between YBR254C and YBR255W,Genome Release 64-3-1
B:726541-726617,CHR_2,726541,726617,between YBR255W and YBR255C-A,Genome Release 64-3-1
B:727075-727385,CHR_2,727075,727385,between YBR255C-A and YBR256C,Genome Release 64-3-1
B:728103-728884,CHR_2,728103,728884,between YBR256C and YBR257W,Genome Release 64-3-1
B:729725-729733,CHR_2,729725,729733,between YBR257W and YBR258C,Genome Release 64-3-1
B:730163-730386,CHR_2,730163,730386,between YBR258C and YBR259W,Genome Release 64-3-1
B:732454-732638,CHR_2,732454,732638,between YBR259W and YBR260C,Genome Release 64-3-1
B:734640-734831,CHR_2,734640,734831,between YBR260C and YBR261C,Genome Release 64-3-1
B:735531-735719,CHR_2,735531,735719,between YBR261C and YBR262C,Genome Release 64-3-1
