chromosome,start,end,gene,stable/fragile,gene orientation
chrXIV,479613,479614,YNL078W,stable,+
chrXIII,716541,716542,YMR222C,stable,-
chrXV,915774,915775,YOR321W,stable,+
chrIV,1523093,1523094,YDR542W,stable,+
chrVII,984643,984644,YGR247W,stable,+
chrXII,572139,572140,YLR215C,stable,-
chrXVI,237347,237348,YPL167C,stable,-
chrIV,147947,147948,YDL173W,stable,+
chrIV,1059187,1059188,YDR298C,stable,-
chrXIII,552916,552917,YMR144W,stable,+
chrXII,514246,514247,YLR178C,stable,-
chrXV,670811,670812,YOR178C,stable,-
chrX,246957,246958,YJL095W,stable,+
chrII,435979,435980,YBR095C,stable,-
chrIX,183331,183332,YIL096C,stable,-
chrXVI,673457,673458,YPR058W,stable,+
chrXVI,355398,355399,YPL104W,stable,+
chrII,18190,18191,YBL105C,stable,-
chrXVI,754434,754435,YPR115W,stable,+
chrXIV,23896,23897,YNL327W,stable,+
chrX,129235,129236,YJL156C,stable,-
chrXIII,406064,406065,YMR068W,stable,+
chrXIII,559874,559875,YMR148W,stable,+
chrXI,91692,91693,YKL187C,stable,-
chrXII,1002380,1002381,YLR431C,stable,-
chrI,37224,37225,YAL058W,stable,+
chrVIII,380300,380301,YHR140W,stable,+
chrXII,423422,423423,YLR141W,stable,+
chrXV,904501,904502,YOR315W,stable,+
chrIII,143382,143383,YCR016W,stable,+
chrXVI,911274,911275,YPR186C,stable,-
chrIX,312583,312584,YIL021W,stable,+
chrV,490863,490864,YER158C,stable,-
chrXVI,495260,495261,YPL029W,stable,+
chrIV,1476916,1476917,YDR516C,stable,-
chrIV,1476916,1476917,YDR517W,stable,+
chrV,116935,116936,YEL020W-A,stable,+
chrIV,371968,371969,YDL045W-A,stable,+
chrIV,158950,158951,YDL169C,stable,-
chrXIV,323563,323564,YNL165W,stable,+
chrXII,779188,779189,YLR323C,stable,-
chrV,279842,279843,YER061C,stable,-
chrIX,100669,100670,YIL132C,stable,-
chrXI,478339,478340,YKR019C,stable,-
chrXII,302224,302225,YLR085C,stable,-
chrXV,517093,517094,YOR103C,stable,-
chrXIV,439544,439545,YNL099C,stable,-
chrX,333103,333104,YJL055W,stable,+
chrII,760317,760318,YBR276C,stable,-
chrXI,371498,371499,YKL034W,stable,+
chrXV,868044,868045,YOR294W,stable,+
chrV,110790,110791,YEL023C,stable,-
chrXV,795723,795724,YOR245C,stable,-
chrX,184271,184272,YJL126W,stable,+
chrXV,817277,817278,YOR261C,stable,-
chrXIII,167677,167678,YML054C,stable,-
chrXII,948138,948139,YLR412W,stable,+
chrVII,213775,213776,YGL155W,stable,+
chrXVI,256927,256928,YPL156C,stable,-
chrI,136726,136727,YAL008W,stable,+
chrII,675362,675363,YBR227C,stable,-
chrIX,127480,127481,YIL123W,stable,+
chrVIII,299000,299001,YHR097C,stable,-
chrX,204983,204984,YJL112W,stable,+
chrVII,596111,596112,YGR053C,stable,-
chrIX,248673,248674,YIL057C,stable,-
chrII,294266,294267,YBR026C,stable,-
chrXII,246299,246300,YLR050C,stable,-
chrII,773570,773571,YBR285W,stable,+
chrXV,267747,267748,YOL031C,stable,-
chrVII,446377,446378,YGL027C,stable,-
chrII,317980,317981,YBR041W,stable,+
chrIV,139315,139316,YDL178W,stable,+
chrXIV,715701,715702,YNR050C,stable,-
chrIV,1456116,1456117,YDR503C,stable,-
chrII,572275,572276,YBR167C,stable,-
chrIV,1245838,1245839,YDR386W,stable,+
chrII,100395,100396,YBL066C,stable,-
chrVII,1046760,1046761,YGR277C,stable,-
chrX,519467,519468,YJR044C,stable,-
chrXV,544758,544759,YOR117W,stable,+
chrIV,851224,851225,YDR196C,stable,-
chrII,142842,142843,YBL039W-B,stable,+
chrII,707187,707188,YBR244W,stable,+
chrVII,575197,575198,YGR040W,stable,+
chrVIII,180018,180019,YHR036W,stable,+
chrVII,79218,79219,YGL224C,stable,-
chrXVI,264580,264581,YPL153C,stable,-
chrV,539552,539553,YER174C,stable,-
chrIX,334623,334624,YIL010W,stable,+
chrIX,422847,422848,YIR037W,stable,+
chrXIV,187853,187854,YNL243W,stable,+
chrXIV,187853,187854,YNL244C,stable,-
chrIV,183285,183286,YDL153C,stable,-
chrXIV,346056,346057,YNL152W,stable,+
chrXIV,122604,122605,YNL273W,stable,+
chrXIII,325559,325560,YMR027W,stable,+
chrII,101675,101676,YBL063W,stable,+
chrV,258347,258348,YER052C,stable,-
chrXVI,931164,931165,YPR196W,stable,+
chrX,83454,83455,YJL185C,stable,-
chrVIII,231820,231821,YHR068W,stable,+
chrVIII,159193,159194,YHR025W,stable,+
chrVIII,330108,330109,YHR109W,stable,+
chrXIV,201928,201929,YNL238W,stable,+
chrII,527166,527167,YBR140C,stable,-
chrII,28854,28855,YBL101C,stable,-
chrXI,375239,375240,YKL033W,stable,+
chrXIV,739612,739613,YNR060W,stable,+
chrII,245880,245881,YBR004C,stable,-
chrVII,411526,411527,YGL048C,stable,-
chrVIII,287008,287009,YHR091C,stable,-
chrXV,53092,53093,YOL145C,stable,-
chrIV,1129165,1129166,YDR331W,stable,+
chrXVI,692702,692703,YPR073C,stable,-
chrIV,36799,36800,YDL234C,stable,-
chrXV,642550,642551,YOR163W,stable,+
chrXIV,340061,340062,YNL157W,stable,+
chrVII,343053,343054,YGL090W,stable,+
chrIV,1030526,1030527,YDR283C,stable,-
chrXVI,434086,434087,YPL060W,stable,+
chrXIV,146823,146824,YNL264C,stable,-
chrIV,1441433,1441434,YDR495C,stable,-
chrXVI,657307,657308,YPR047W,stable,+
chrXV,571116,571117,YOR130C,stable,-
chrXVI,480329,480330,YPL038W,stable,+
chrXVI,678554,678555,YPR063C,stable,-
chrXV,986779,986780,YOR347C,stable,-
chrXI,548196,548197,YKR054C,stable,-
chrIV,671013,671014,YDR108W,stable,+
chrV,61144,61145,YEL050C,stable,-
chrII,146902,146903,YBL037W,stable,+
chrXII,287787,287788,YLR080W,stable,+
chrXVI,157624,157625,YPL208W,stable,+
chrXIII,494603,494604,YMR112C,stable,-
chrXVI,301567,301568,YPL133C,stable,-
chrIV,1471199,1471200,YDR512C,stable,-
chrVIII,484046,484047,YHR188C,stable,-
chrIV,998386,998387,YDR265W,stable,+
chrVIII,349376,349377,YHR120W,stable,+
chrXI,365154,365155,YKL038W,stable,+
chrXVI,46962,46963,YPL262W,stable,+
chrIX,339157,339158,YIL009W,stable,+
chrIV,1078696,1078697,YDR308C,stable,-
chrII,728608,728609,YBR257W,stable,+
chrVI,11029,11030,YFL059W,stable,+
chrXV,376040,376041,YOR022C,stable,-
chrX,467281,467282,YJR017C,stable,-
chrII,111170,111171,YBL058W,stable,+
chrXIII,273723,273724,YMR004W,stable,+
chrXII,81052,81053,YLL029W,stable,+
chrXIII,445434,445435,YMR088C,stable,-
chrX,285518,285519,YJL081C,stable,-
chrII,571881,571882,YBR168W,stable,+
chrVI,229150,229151,YFR038W,stable,+
chrIV,1334359,1334360,YDR436W,stable,+
chrIV,563261,563262,YDR055W,stable,+
chrIV,1328503,1328504,YDR432W,stable,+
chrVI,55971,55972,YFL037W,stable,+
chrXIII,477747,477748,YMR105C,stable,-
chrXII,679910,679911,YLR268W,stable,+
chrXII,710544,710545,YLR286C,stable,-
chrIX,216433,216434,YIL076W,stable,+
chrIX,56367,56368,YIL152W,stable,+
chrXI,578652,578653,YKR072C,stable,-
chrX,654660,654661,YJR124C,stable,-
chrVII,257228,257229,YGL133W,stable,+
chrXIII,510627,510628,YMR121C,stable,-
chrIII,23612,23613,YCL059C,stable,-
chrXV,531227,531228,YOR112W,stable,+
chrXV,530249,530250,YOR111W,stable,+
chrVIII,292828,292829,YHR094C,stable,-
chrXI,50070,50071,YKL206C,stable,-
chrXI,578842,578843,YKR074W,stable,+
chrXI,31954,31955,YKL214C,stable,-
chrVI,241845,241846,YFR045W,stable,+
chrX,462444,462445,YJR015W,stable,+
chrXII,568189,568190,YLR214W,stable,+
chrXII,568189,568190,YLR213C,stable,-
chrXVI,933765,933766,YPR198W,stable,+
chrXIII,822467,822468,YMR278W,stable,+
chrI,94448,94449,YAL027W,stable,+
chrIV,1498198,1498199,YDR530C,stable,-
chrXIV,604956,604957,YNL015W,stable,+
chrIV,1367255,1367256,YDR456W,stable,+
chrIV,1293401,1293402,YDR410C,stable,-
chrXI,478958,478959,YKR021W,stable,+
chrXI,349453,349454,YKL048C,stable,-
chrXI,213268,213269,YKL122C,stable,-
chrXVI,88463,88464,YPL244C,stable,-
chrXII,561716,561717,YLR210W,stable,+
chrVIII,370061,370062,YHR132C,stable,-
chrXIV,65439,65440,YNL300W,stable,+
chrIV,827319,827320,YDR182W,stable,+
chrX,142788,142789,YJL147C,stable,-
chrIV,588549,588550,YDR070C,stable,-
chrIV,720661,720662,YDR132C,stable,-
chrIV,1502328,1502329,YDR533C,stable,-
chrXVI,226079,226080,YPL172C,stable,-
chrXVI,870452,870453,YPR164W,stable,+
chrXV,995093,995094,YOR350C,stable,-
chrXII,498255,498256,YLR166C,stable,-
chrVIII,38789,38790,YHL032C,stable,-
chrXI,140859,140860,YKL165C,stable,-
chrIV,1480146,1480147,YDR519W,stable,+
chrIV,1258680,1258681,YDR391C,stable,-
chrVIII,34419,34420,YHL034C,stable,-
chrVIII,288969,288970,YHR092C,stable,-
chrV,536298,536299,YER172C,stable,-
chrXVI,704866,704867,YPR082C,stable,-
chrIV,283418,283419,YDL100C,stable,-
chrVIII,230734,230735,YHR067W,stable,+
chrXIII,687537,687538,YMR209C,stable,-
chrX,79875,79876,YJL186W,stable,+
chrXIII,247416,247417,YML010W,stable,+
chrXIII,243889,243890,YML013W,stable,+
chrIV,141736,141737,YDL176W,stable,+
chrIV,617513,617514,YDR086C,stable,-
chrXIII,482816,482817,YMR107W,stable,+
chrXV,837361,837362,YOR274W,stable,+
chrXV,759479,759480,YOR223W,stable,+
chrVI,104693,104694,YFL017C,stable,-
chrXVI,775384,775385,YPR120C,stable,-
chrIX,47512,47513,YIL156W-B,stable,+
chrXI,176483,176484,YKL143W,stable,+
chrXV,202060,202061,YOL068C,stable,-
chrXIV,190942,190943,YNL242W,stable,+
chrVIII,183849,183850,YHR038W,stable,+
chrXII,550519,550520,YLR201C,stable,-
chrXII,445047,445048,YLR152C,stable,-
chrVIII,25920,25921,YHL036W,stable,+
chrVII,490774,490775,YGL005C,stable,-
chrXV,755066,755067,YOR220W,stable,+
chrXIII,826558,826559,YMR279C,stable,-
chrII,339613,339614,YBR052C,stable,-
chrVI,148823,148824,YFR001W,stable,+
chrXII,564792,564793,YLR211C,stable,-
chrII,764951,764952,YBR280C,stable,-
chrV,250453,250454,YER048W-A,stable,+
chrI,131977,131978,YAL011W,stable,+
chrII,310618,310619,YBR036C,stable,-
chrII,496887,496888,YBR131W,stable,+
chrVII,73378,73379,YGL226C-A,stable,-
chrXV,657049,657050,YOR173W,stable,+
chrXIII,205422,205423,YML036W,stable,+
chrIV,276586,276587,YDL102W,stable,+
chrX,503519,503520,YJR039W,stable,+
chrXI,122274,122275,YKL173W,stable,+
chrXV,316447,316448,YOL005C,stable,-
chrXV,255335,255336,YOL038C-A,stable,-
chrXI,512015,512016,YKR037C,stable,-
chrXIII,399459,399460,YMR065W,stable,+
chrIV,741984,741985,YDR142C,stable,-
chrIV,1369433,1369434,YDR457W,stable,+
chrV,27206,27207,YEL067C,stable,-
chrVII,892500,892501,YGR196C,stable,-
chrIV,99274,99275,YDL201W,stable,+
chrIV,1130806,1130807,YDR332W,stable,+
chrIII,176730,176731,YCR030C,stable,-
chrVII,439785,439786,YGL029W,stable,+
chrXII,140870,140871,YLL004W,stable,+
chrX,54153,54154,YJL201W,stable,+
chrXVI,335978,335979,YPL115C,stable,-
chrV,416493,416494,YER129W,stable,+
chrVII,97098,97099,YGL208W,stable,+
chrVII,45224,45225,YGL241W,stable,+
chrXV,206104,206105,YOL065C,stable,-
chrXII,536990,536991,YLR191W,stable,+
chrIV,431732,431733,YDL012C,stable,-
chrVII,947119,947120,YGR227W,stable,+
chrX,424812,424813,YJL005W,stable,+
chrXVI,222881,222882,YPL173W,stable,+
chrXI,323095,323096,YKL062W,stable,+
chrXII,193671,193672,YLR024C,stable,-
chrXV,578364,578365,YOR134W,stable,+
chrX,246215,246216,YJL096W,stable,+
chrVII,627523,627524,YGR070W,stable,+
chrXIII,494787,494788,YMR113W,stable,+
chrVI,255264,255265,YFR053C,stable,-
chrXIII,465052,465053,YMR099C,stable,-
chrXV,170498,170499,YOL081W,stable,+
chrI,57016,57017,YAL047C,stable,-
chrIV,1406105,1406106,YDR473C,stable,-
chrXIV,222688,222689,YNL227C,stable,-
chrII,182347,182348,YBL021C,stable,-
chrXVI,921507,921508,YPR192W,stable,+
chrIV,1421161,1421162,YDR482C,stable,-
chrXIII,497455,497456,YMR115W,stable,+
chrIII,252857,252858,YCR077C,stable,-
chrIX,180212,180213,YIL097W,stable,+
chrV,472747,472748,YER151C,stable,-
chrXI,282613,282614,YKL081W,stable,+
chrXI,282613,282614,YKL082C,stable,-
chrII,668651,668652,YBR222C,stable,-
chrVII,409960,409961,YGL049C,stable,-
chrXII,660437,660438,YLR258W,stable,+
chrXV,783516,783517,YOR238W,stable,+
chrXV,896652,896653,YOR308C,stable,-
chrXIII,465699,465700,YMR100W,stable,+
chrXVI,664720,664721,YPR051W,stable,+
chrII,386058,386059,YBR074W,stable,+
chrXIV,298067,298068,YNL181W,stable,+
chrX,710091,710092,YJR150C,stable,-
chrXVI,679454,679455,YPR065W,stable,+
chrIX,47723,47724,YIL157C,stable,-
chrVIII,220590,220591,YHR060W,stable,+
chrII,760092,760093,YBR278W,stable,+
chrVIII,25755,25756,YHL038C,stable,-
chrXIII,907199,907200,YMR317W,stable,+
chrVII,174326,174327,YGL174W,stable,+
chrXIV,326728,326729,YNL164C,stable,-
chrXIV,158131,158132,YNL259C,stable,-
chrIV,94353,94354,YDL204W,stable,+
chrVIII,220086,220087,YHR058C,stable,-
chrXII,704901,704902,YLR283W,stable,+
chrXI,567438,567439,YKR066C,stable,-
chrIV,442605,442606,YDL005C,stable,-
chrXIV,164332,164333,YNL256W,stable,+
chrVIII,66143,66144,YHL021C,stable,-
chrIX,268395,268396,YIL046W,stable,+
chrII,161442,161443,YBL031W,stable,+
chrIV,685630,685631,YDR118W,stable,+
chrVII,1017991,1017992,YGR262C,stable,-
chrX,156337,156338,YJL137C,stable,-
chrXI,567593,567594,YKR067W,stable,+
chrIII,102051,102052,YCL012C,stable,-
chrVIII,222914,222915,YHR061C,stable,-
chrXVI,211864,211865,YPL178W,stable,+
chrXII,612109,612110,YLR237W,stable,+
chrXII,1032235,1032236,YLR450W,stable,+
chrIX,84843,84844,YIL140W,stable,+
chrI,73655,73656,YAL037W,stable,+
chrXI,473666,473667,YKR017C,stable,-
chrXIV,365783,365784,YNL138W-A,stable,+
chrXV,181418,181419,YOL078W,stable,+
chrIV,265270,265271,YDL110C,stable,-
chrXIII,693144,693145,YMR213W,stable,+
chrXV,467989,467990,YOR075W,stable,+
chrXII,1057150,1057151,YLR459W,stable,+
chrXIV,490080,490081,YNL072W,stable,+
chrXIV,705929,705930,YNR045W,stable,+
chrXVI,599581,599582,YPR020W,stable,+
chrX,153270,153271,YJL139C,stable,-
chrVIII,439080,439081,YHR167W,stable,+
chrII,549490,549491,YBR155W,stable,+
chrXII,346394,346395,YLR104W,stable,+
chrIV,593399,593400,YDR074W,stable,+
chrIV,1174511,1174512,YDR349C,stable,-
chrIV,362673,362674,YDL053C,stable,-
chrXV,850048,850049,YOR286W,stable,+
chrXVI,85574,85575,YPL246C,stable,-
chrIX,342258,342259,YIL008W,stable,+
chrX,696966,696967,YJR142W,stable,+
chrVI,220324,220325,YFR031C,stable,-
chrII,734842,734843,YBR260C,stable,-
chrII,48607,48608,YBL090W,stable,+
chrXVI,704622,704623,YPR083W,stable,+
chrIV,1072796,1072797,YDR304C,stable,-
chrVII,911618,911619,YGR208W,stable,+
chrVII,689944,689945,YGR100W,stable,+
chrXVI,243076,243077,YPL163C,stable,-
chrXIV,366035,366036,YNL139C,stable,-
chrXV,741978,741979,YOR211C,stable,-
chrVII,766078,766079,YGR138C,stable,-
chrVII,276881,276882,YGL124C,stable,-
chrXII,1011566,1011567,YLR436C,stable,-
chrXVI,685649,685650,YPR069C,stable,-
chrXVI,685649,685650,YPR070W,stable,+
chrII,736272,736273,YBR262C,stable,-
chrXV,518835,518836,YOR106W,stable,+
chrXVI,899947,899948,YPR182W,stable,+
chrXVI,899947,899948,YPR181C,stable,-
chrVII,325058,325059,YGL096W,stable,+
chrXIV,517022,517023,YNL058C,stable,-
chrXIV,517022,517023,YNL056W,stable,+
chrXVI,183229,183230,YPL192C,stable,-
chrXI,562267,562268,YKR064W,stable,+
chrV,342339,342340,YER091C,stable,-
chrXIII,898213,898214,YMR312W,stable,+
chrVIII,193859,193860,YHR043C,stable,-
chrXII,88251,88252,YLL026W,stable,+
chrXVI,198815,198816,YPL183W-A,stable,+
chrXIV,80646,80647,YNL294C,stable,-
chrXV,15820,15821,YOL159C-A,stable,-
chrX,576905,576906,YJR076C,stable,-
chrII,768001,768002,YBR282W,stable,+
chrXIII,258892,258893,YML006C,stable,-
chrXVI,114934,114935,YPL230W,stable,+
chrIV,802646,802647,YDR170C,stable,-
chrV,313728,313729,YER076C,stable,-
chrVIII,502187,502188,YHR202W,stable,+
chrXIII,707125,707126,YMR218C,stable,-
chrIII,259385,259386,YCR083W,stable,+
chrII,770904,770905,YBR283C,stable,-
chrXII,416791,416792,YLR136C,stable,-
chrXII,416791,416792,YLR137W,stable,+
chrIV,827589,827590,YDR181C,stable,-
chrII,447586,447587,YBR102C,stable,-
chrXIV,273896,273897,YNL194C,stable,-
chrXVI,364739,364740,YPL097W,stable,+
chrIX,292244,292245,YIL031W,stable,+
chrX,658894,658895,YJR126C,stable,-
chrXII,715082,715083,YLR288C,stable,-
chrXI,645966,645967,YKR102W,stable,+
chrXI,510833,510834,YKR036C,stable,-
chrXII,720626,720627,YLR292C,stable,-
chrX,436539,436540,YJR001W,stable,+
chrXIV,703364,703365,YNR044W,stable,+
chrIV,1318097,1318098,YDR422C,stable,-
chrX,452099,452100,YJR008W,stable,+
chrXVI,361591,361592,YPL100W,stable,+
chrXIV,86250,86251,YNL291C,stable,-
chrIV,310482,310483,YDL081C,stable,-
chrXIII,577441,577442,YMR161W,stable,+
chrXII,674288,674289,YLR264C-A,stable,-
chrII,419471,419472,YBR085C-A,stable,-
chrIII,286444,286445,YCR094W,stable,+
chrVI,45752,45753,YFL044C,stable,-
chrXV,18030,18031,YOL159C,stable,-
chrXVI,410089,410090,YPL076W,stable,+
chrIV,734171,734172,YDR139C,stable,-
chrIV,850979,850980,YDR197W,stable,+
chrIV,1146058,1146059,YDR337W,stable,+
chrIV,76882,76883,YDL214C,stable,-
chrX,155020,155021,YJL138C,stable,-
chrXI,234191,234192,YKL108W,stable,+
chrX,490846,490847,YJR032W,stable,+
chrVII,916844,916845,YGR212W,stable,+
chrXIII,819923,819924,YMR277W,stable,+
chrXII,543504,543505,YLR195C,stable,-
chrX,37679,37680,YJL209W,stable,+
chrXI,185716,185717,YKL137W,stable,+
chrIV,1365978,1365979,YDR453C,stable,-
chrXII,963508,963509,YLR420W,stable,+
chrVIII,223985,223986,YHR062C,stable,-
chrXI,397540,397541,YKL022C,stable,-
chrIII,70150,70151,YCL029C,stable,-
chrXIV,94924,94925,YNL286W,stable,+
chrXV,661942,661943,YOR175C,stable,-
chrXII,255010,255011,YLR057W,stable,+
chrIX,374302,374303,YIR009W,stable,+
chrXI,185206,185207,YKL138C-A,stable,-
chrIX,37233,37234,YIL162W,stable,+
chrI,54962,54963,YAL048C,stable,-
chrXI,597075,597076,YKR083C,stable,-
chrVII,1065135,1065136,YGR286C,stable,-
chrXI,660788,660789,YKR105C,stable,-
chrXI,30917,30918,YKL215C,stable,-
chrX,735719,735720,YJR159W,stable,+
chrVII,210096,210097,YGL156W,stable,+
chrXVI,241747,241748,YPL164C,stable,-
chrVIII,209252,209253,YHR050W-A,stable,+
chrXII,275433,275434,YLR070C,stable,-
chrII,365925,365926,YBR061C,stable,-
chrVII,14238,14239,YGL256W,stable,+
chrXIV,488417,488418,YNL074C,stable,-
chrVII,93523,93524,YGL210W,stable,+
chrIX,231357,231358,YIL070C,stable,-
chrXIII,51367,51368,YML109W,stable,+
chrXIV,591459,591460,YNL023C,stable,-
chrVI,82090,82091,YFL027C,stable,-
chrIV,178123,178124,YDL154W,stable,+
chrI,57541,57542,YAL046C,stable,-
chrII,576384,576385,YBR169C,stable,-
chrXIV,685938,685939,YNR031C,stable,-
chrXV,792236,792237,YOR244W,stable,+
chrXIII,693384,693385,YMR212C,stable,-
chrXVI,345121,345122,YPL110C,stable,-
chrXIV,373956,373957,YNL134C,stable,-
chrX,676118,676119,YJR134C,stable,-
chrXIII,108486,108487,YML080W,stable,+
chrXV,141542,141543,YOL095C,stable,-
chrIV,733906,733907,YDR140W,stable,+
chrXI,404117,404118,YKL018C-A,stable,-
chrVII,1038762,1038763,YGR271C-A,stable,-
chrXIV,44234,44235,YNL314W,stable,+
chrIV,486516,486517,YDR021W,stable,+
chrIV,1297067,1297068,YDR414C,stable,-
chrXII,540819,540820,YLR193C,stable,-
chrXIII,253219,253220,YML008C,stable,-
chrXVI,121772,121773,YPL227C,stable,-
chrII,779720,779721,YBR288C,stable,-
chrII,553471,553472,YBR156C,stable,-
chrIX,424769,424770,YIR038C,stable,-
chrVII,295659,295660,YGL113W,stable,+
chrXI,18628,18629,YKL218C,stable,-
chrIV,751270,751271,YDR147W,stable,+
chrII,800219,800220,YBR297W,stable,+
chrX,265346,265347,YJL090C,stable,-
chrVII,879964,879965,YGR191W,stable,+
chrXIII,867333,867334,YMR300C,stable,-
chrXII,341532,341533,YLR100W,stable,+
chrXV,692174,692175,YOR191W,stable,+
chrXIII,396620,396621,YMR062C,stable,-
chrIV,89831,89832,YDL206W,stable,+
chrXVI,105719,105720,YPL234C,stable,-
chrXV,672677,672678,YOR179C,stable,-
chrIV,70525,70526,YDL216C,stable,-
chrII,528308,528309,YBR141C,stable,-
chrVII,154563,154564,YGL185C,stable,-
chrVII,951594,951595,YGR230W,stable,+
chrXIII,260018,260019,YML005W,stable,+
chrXVI,66977,66978,YPL256C,stable,-
chrII,664961,664962,YBR220C,stable,-
chrXVI,321843,321844,YPL120W,stable,+
chrIX,374517,374518,YIR008C,stable,-
chrXII,322058,322059,YLR091W,stable,+
chrXI,264345,264346,YKL093W,stable,+
chrXV,453468,453469,YOR069W,stable,+
chrIX,180438,180439,YIL098C,stable,-
chrVIII,337770,337771,YHR114W,stable,+
chrXII,766595,766596,YLR316C,stable,-
chrV,210534,210535,YER027C,stable,-
chrXI,483413,483414,YKR022C,stable,-
chrXI,166190,166191,YKL150W,stable,+
chrVII,299999,300000,YGL112C,stable,-
chrII,110725,110726,YBL059C-A,stable,-
chrIV,781182,781183,YDR163W,stable,+
chrVII,200198,200199,YGL160W,stable,+
chrIX,275128,275129,YIL043C,stable,-
chrVII,381516,381517,YGL065C,stable,-
chrXI,457385,457386,YKR009C,stable,-
chrII,736035,736036,YBR263W,stable,+
chrXV,816997,816998,YOR262W,stable,+
chrIV,1483755,1483756,YDR520C,stable,-
chrIV,286698,286699,YDL095W,stable,+
chrXII,348435,348436,YLR105C,stable,-
chrVI,107027,107028,YFL014W,stable,+
chrXI,339742,339743,YKL053C-A,stable,-
chrIV,267713,267714,YDL109C,stable,-
chrVII,715574,715575,YGR111W,stable,+
chrXII,183392,183393,YLR021W,stable,+
chrXVI,517227,517228,YPL018W,stable,+
chrXI,626313,626314,YKR096W,stable,+
chrXIII,751644,751645,YMR241W,stable,+
chrIII,214743,214744,YCR052W,stable,+
chrVII,291662,291663,YGL115W,stable,+
chrXI,353215,353216,YKL045W,stable,+
chrXIV,597848,597849,YNL020C,stable,-
chrVII,236150,236151,YGL143C,stable,-
chrVII,216282,216283,YGL154C,stable,-
chrXIII,856786,856787,YMR294W,stable,+
chrII,691689,691690,YBR237W,stable,+
