S288C|Orientation|Locus_tag|Name|RM11|YJM975
CHR4:1246084-1247982|+|locus_tag=YDR386W|Name=MUS81|CHR4:285260-283363|CHR4:1191914-1193811
CHR4:1248154-1249821|-|locus_tag=YDR387C|Name=CIN10|CHR4:283190-281524|CHR4:1193984-1195650
CHR4:1250186-1251634|+|locus_tag=YDR388W|Name=RVS167|CHR4:281158-279711|CHR4:1196016-1197463
CHR4:1252537-1254501|+|locus_tag=YDR389W|Name=SAC7|CHR4:278806-276843|CHR4:1198368-1200331
CHR4:1254937-1256847|-|locus_tag=YDR390C|Name=UBA2|CHR4:276406-274497|CHR4:1200768-1202677
CHR4:125616-126449|+|locus_tag=YDL186W|Name=YDL186W|CHR4:1358378-1357546|CHR4:126765-127597
CHR4:1257008-1257079|-|locus_tag=tG(CCC)D|Name=SUF3|CHR4:274335-274265|CHR4:1202839-1202909
CHR4:1257358-1258056|-|locus_tag=YDR391C|Name=YDR391C|CHR4:273985-273288|CHR4:1203189-1203886
CHR4:1258696-1259709|+|locus_tag=YDR392W|Name=SPT3|CHR4:272647-271635|CHR4:1204527-1205539
CHR4:1259901-1261271|+|locus_tag=YDR393W|Name=SHE9|CHR4:271442-270073|CHR4:1205732-1207101
CHR4:1261681-1262967|+|locus_tag=YDR394W|Name=RPT3|CHR4:269662-268377|CHR4:1207512-1208797
CHR4:1263324-1266158|+|locus_tag=YDR395W|Name=SXM1|CHR4:268019-265186|CHR4:1209155-1211988
CHR4:1266366-1266898|-|locus_tag=YDR397C|Name=NCB2|CHR4:264977-264446|CHR4:1212197-1212728
CHR4:1267471-1269402|+|locus_tag=YDR398W|Name=UTP5|CHR4:263872-261942|CHR4:1213302-1215232
CHR4:126787-130002|+|locus_tag=YDL185W|Name=VMA1|CHR4:1356360-1355356|CHR4:128755-129759
CHR4:1270068-1270733|+|locus_tag=YDR399W|Name=HPT1|CHR4:261274-260610|CHR4:1215899-1216563
CHR4:1271063-1272085|+|locus_tag=YDR400W|Name=URH1|CHR4:260279-259258|CHR4:1216894-1217915
CHR4:1272234-1273703|-|locus_tag=YDR402C|Name=DIT2|CHR4:259107-257639|CHR4:1218065-1219533
CHR4:1274602-1276212|+|locus_tag=YDR403W|Name=DIT1|CHR4:256738-255129|CHR4:1220434-1222043
CHR4:1276654-1277169|-|locus_tag=YDR404C|Name=RPB7|CHR4:254682-254168|CHR4:1222490-1223004
CHR4:1277646-1278437|+|locus_tag=YDR405W|Name=MRP20|CHR4:253691-252901|CHR4:1223481-1224271
CHR4:1279210-1283799|+|locus_tag=YDR406W|Name=PDR15|CHR4:252128-247540|CHR4:1225045-1229633
CHR4:1284069-1287938|-|locus_tag=YDR407C|Name=TRS120|CHR4:247269-243401|CHR4:1229904-1233772
CHR4:1288215-1288859|-|locus_tag=YDR408C|Name=ADE8|CHR4:243123-242480|CHR4:1234050-1234693
CHR4:1289406-1292120|+|locus_tag=YDR409W|Name=SIZ1|CHR4:241932-239219|CHR4:1235241-1237954
CHR4:1292372-1293091|-|locus_tag=YDR410C|Name=STE14|CHR4:238966-238248|CHR4:1238207-1238925
CHR4:1293369-1294394|-|locus_tag=YDR411C|Name=DFM1|CHR4:237969-236945|CHR4:1239204-1240228
CHR4:1294693-1295400|+|locus_tag=YDR412W|Name=RRP17|CHR4:236645-235939|CHR4:1240528-1241234
CHR4:1295598-1296686|-|locus_tag=YDR414C|Name=ERD1|CHR4:235740-234653|CHR4:1241433-1242520
CHR4:1297037-1298161|-|locus_tag=YDR415C|Name=YDR415C|CHR4:234301-233178|CHR4:1242872-1243995
CHR4:1298432-1301011|+|locus_tag=YDR416W|Name=SYF1|CHR4:232906-230328|CHR4:1244267-1246845
CHR4:1301616-1302113|+|locus_tag=YDR418W|Name=RPL12B|CHR4:229722-229226|CHR4:1247451-1247947
CHR4:1303174-1305072|+|locus_tag=YDR419W|Name=RAD30|CHR4:228164-226267|CHR4:1249009-1250906
CHR4:1305630-1305712|+|locus_tag=tS(AGA)D3|Name=tS(AGA)D3|CHR1:46072-46152|CHR1:173730-173650
CHR4:1306267-1311675|+|locus_tag=YDR420W|Name=HKR1|CHR4:223381-219327|CHR4:1253455-1256753
CHR4:130871-131833|-|locus_tag=YDL183C|Name=YDL183C|CHR4:1354486-1353525|CHR4:130629-131590
CHR4:1312040-1314892|+|locus_tag=YDR421W|Name=ARO80|CHR4:218961-216110|CHR4:1257119-1259970
CHR4:1315326-1317773|-|locus_tag=YDR422C|Name=SIP1|CHR4:215675-213229|CHR4:1260405-1262851
CHR4:1318046-1319275|-|locus_tag=YDR423C|Name=CAD1|CHR4:212955-211727|CHR4:1263125-1264353
CHR4:1319387-1319841|-|locus_tag=YDR424C|Name=DYN2|CHR4:211614-211161|CHR4:1264466-1264919
CHR4:1320064-1321941|+|locus_tag=YDR425W|Name=SNX41|CHR4:210937-209061|CHR4:1265143-1267019
CHR4:1322205-1323386|+|locus_tag=YDR427W|Name=RPN9|CHR4:208798-207618|CHR4:1267282-1268462
CHR4:1323454-1324239|-|locus_tag=YDR428C|Name=BNA7|CHR4:207549-206765|CHR4:1268531-1269315
CHR4:1324477-1325301|-|locus_tag=YDR429C|Name=TIF35|CHR4:206526-205703|CHR4:1269554-1270377
CHR4:1325501-1328470|-|locus_tag=YDR430C|Name=CYM1|CHR4:205502-202534|CHR4:1270578-1273546
CHR4:1328783-1330027|+|locus_tag=YDR432W|Name=NPL3|CHR4:202220-200977|CHR4:1273860-1275103
CHR4:1331237-1332841|+|locus_tag=YDR434W|Name=GPI17|CHR4:199762-198159|CHR4:1276316-1277919
CHR4:1332983-1333969|-|locus_tag=YDR435C|Name=PPM1|CHR4:198016-197031|CHR4:1278062-1279047
CHR4:133437-134723|+|locus_tag=YDL182W|Name=LYS20|CHR4:1351918-1350633|CHR4:133196-134481
CHR4:1334821-1336953|+|locus_tag=YDR436W|Name=PPZ2|CHR4:196178-194047|CHR4:1279900-1282031
CHR4:1337352-1337774|+|locus_tag=YDR437W|Name=GPI19|CHR4:193647-193226|CHR4:1282431-1282852
CHR4:1338274-1339386|+|locus_tag=YDR438W|Name=THI74|CHR4:192725-191614|CHR4:1283353-1284464
CHR4:1339676-1340719|+|locus_tag=YDR439W|Name=LRS4|CHR4:191323-190281|CHR4:1284755-1285797
CHR4:1342493-1344241|+|locus_tag=YDR440W|Name=DOT1|CHR4:188511-186764|CHR4:1287567-1289314
CHR4:1344517-1345062|-|locus_tag=YDR441C|Name=APT2|CHR4:186490-185946|CHR4:1289588-1290132
CHR4:1345676-1349938|-|locus_tag=YDR443C|Name=SSN2|CHR4:185330-181075|CHR4:1290748-1295003
CHR4:1350290-1352353|+|locus_tag=YDR444W|Name=YDR444W|CHR4:180722-178660|CHR4:1295356-1297418
CHR4:135179-135436|+|locus_tag=YDL181W|Name=INH1|CHR4:1350176-1349920|CHR4:134938-135194
CHR4:1352466-1352538|-|locus_tag=tK(CUU)D2|Name=tK(CUU)D2|CHR10:413600-413529|CHR4:1153576-1153505
CHR4:1353725-1354633|+|locus_tag=YDR446W|Name=ECM11|CHR4:177624-176717|CHR4:1298458-1299365
CHR4:1354829-1355553|-|locus_tag=YDR447C|Name=RPS17B|CHR4:176520-175797|CHR4:1299562-1300285
CHR4:1356065-1357369|+|locus_tag=YDR448W|Name=ADA2|CHR4:175284-173981|CHR4:1300798-1302101
CHR4:1357580-1358902|-|locus_tag=YDR449C|Name=UTP6|CHR4:173772-172451|CHR4:1302319-1303640
CHR4:135896-137539|+|locus_tag=YDL180W|Name=YDL180W|CHR4:1349464-1347822|CHR4:135654-137296
CHR4:1359923-1360798|+|locus_tag=YDR450W|Name=RPS18A|CHR4:171428-170554|CHR4:1304663-1305537
CHR4:1361120-1362181|-|locus_tag=YDR451C|Name=YHP1|CHR4:170231-169171|CHR4:1305860-1306920
CHR4:1362878-1364902|+|locus_tag=YDR452W|Name=PPN1|CHR4:168473-166450|CHR4:1307618-1309641
CHR4:1365072-1365662|-|locus_tag=YDR453C|Name=TSA2|CHR4:166279-165690|CHR4:1309812-1310401
CHR4:1366264-1366827|-|locus_tag=YDR454C|Name=GUK1|CHR4:165087-164525|CHR4:1311004-1311566
CHR4:1367485-1369386|+|locus_tag=YDR456W|Name=NHX1|CHR4:163866-161966|CHR4:1312225-1314125
CHR4:1369790-1379596|+|locus_tag=YDR457W|Name=TOM1|CHR4:161561-151756|CHR4:1314530-1324335
CHR4:1380055-1382046|-|locus_tag=YDR458C|Name=HEH2|CHR4:151296-149306|CHR4:1324795-1326785
CHR4:1382319-1383443|-|locus_tag=YDR459C|Name=PFA5|CHR4:149032-147909|CHR4:1327059-1328182
CHR4:138291-139205|+|locus_tag=YDL179W|Name=PCL9|CHR4:1347138-1346225|CHR4:137980-138893
CHR4:1383811-1384776|+|locus_tag=YDR460W|Name=TFB3|CHR4:147540-146576|CHR4:1328551-1329515
CHR4:1385176-1385286|+|locus_tag=YDR461W|Name=MFA1|CHR4:146174-146065|CHR4:1329916-1330025
CHR4:1385524-1385766|-|locus_tag=YDR461C-A|Name=CMI8|CHR4:145825-145584|CHR4:1330273-1330514
CHR4:1386073-1386516|+|locus_tag=YDR462W|Name=MRPL28|CHR4:145276-144834|CHR4:1330822-1331264
CHR4:1386816-1388375|+|locus_tag=YDR463W|Name=STP1|CHR4:144533-142975|CHR4:1331565-1333123
CHR4:1388872-1393179|+|locus_tag=YDR464W|Name=SPP41|CHR4:142477-138171|CHR4:1333622-1337928
CHR4:1393336-1394574|-|locus_tag=YDR465C|Name=RMT2|CHR4:138013-136776|CHR4:1338086-1339323
CHR4:1395121-1397817|+|locus_tag=YDR466W|Name=PKH3|CHR4:136228-133533|CHR4:1339871-1342566
CHR4:139522-141114|+|locus_tag=YDL178W|Name=DLD2|CHR4:1345907-1344316|CHR4:139211-140802
CHR4:1398026-1398700|-|locus_tag=YDR468C|Name=TLG1|CHR4:133323-132650|CHR4:1342776-1343449
CHR4:1399015-1399542|+|locus_tag=YDR469W|Name=SDC1|CHR4:132335-131809|CHR4:1343764-1344290
CHR4:1399706-1401214|-|locus_tag=YDR470C|Name=UGO1|CHR4:131644-130137|CHR4:1344455-1345962
CHR4:1401770-1402564|+|locus_tag=YDR471W|Name=RPL27B|CHR4:129579-128786|CHR4:1346520-1347313
CHR4:1402919-1403042|+|locus_tag=snR13|Name=snR13|CHR4:128430-128308|CHR4:1347669-1347791
CHR4:1403322-1404173|+|locus_tag=YDR472W|Name=TRS31|CHR4:128027-127177|CHR4:1348072-1348922
CHR4:1404445-1405854|-|locus_tag=YDR473C|Name=PRP3|CHR4:126905-125497|CHR4:1349194-1350602
CHR4:1407464-1410094|-|locus_tag=YDR475C|Name=JIP4|CHR4:123886-121257|CHR4:1352213-1354842
CHR4:1410453-1411127|-|locus_tag=YDR476C|Name=YDR476C|CHR4:120896-120223|CHR4:1355203-1355876
CHR4:141209-141721|-|locus_tag=YDL177C|Name=YDL177C|CHR4:1344220-1343709|CHR4:140898-141409
CHR4:1412373-1414274|+|locus_tag=YDR477W|Name=SNF1|CHR4:118980-117074|CHR4:1357119-1359025
CHR4:1414575-1415171|+|locus_tag=YDR478W|Name=SNM1|CHR4:116772-116177|CHR4:1359327-1359922
CHR4:1415210-1416874|-|locus_tag=YDR479C|Name=PEX29|CHR4:116137-114474|CHR4:1359962-1361625
CHR4:1417399-1418370|+|locus_tag=YDR480W|Name=DIG2|CHR4:113948-112978|CHR4:1362151-1363121
CHR4:1418550-1420250|-|locus_tag=YDR481C|Name=PHO8|CHR4:112799-111100|CHR4:1363300-1364999
CHR4:1420431-1420838|-|locus_tag=YDR482C|Name=CWC21|CHR4:110918-110512|CHR4:1365181-1365587
CHR4:142097-144223|+|locus_tag=YDL176W|Name=YDL176W|CHR4:1343332-1341207|CHR4:141786-143911
CHR4:1421157-1422485|+|locus_tag=YDR483W|Name=KRE2|CHR4:110192-108865|CHR4:1365907-1367234
CHR4:1422763-1424688|+|locus_tag=YDR484W|Name=VPS52|CHR4:108586-106662|CHR4:1367513-1369437
CHR4:1424820-1427207|-|locus_tag=YDR485C|Name=VPS72|CHR4:106529-104958|CHR4:1369572-1371958
CHR4:1427431-1428120|-|locus_tag=YDR486C|Name=VPS60|CHR4:104925-104445|CHR4:1372183-1372871
CHR4:1428354-1428980|-|locus_tag=YDR487C|Name=RIB3|CHR4:104210-103585|CHR4:1373106-1373731
CHR4:1429188-1430789|-|locus_tag=YDR488C|Name=PAC11|CHR4:103376-101779|CHR4:1373940-1375537
CHR4:1431012-1431896|+|locus_tag=YDR489W|Name=SLD5|CHR4:101555-100672|CHR4:1375761-1376644
CHR4:1431968-1434268|-|locus_tag=YDR490C|Name=PKH1|CHR4:100591-98292|CHR4:1376723-1379022
CHR4:1434924-1435874|+|locus_tag=YDR492W|Name=IZH1|CHR4:97635-96686|CHR4:1379679-1380628
CHR4:1436217-1436588|+|locus_tag=YDR493W|Name=MZM1|CHR4:96342-95972|CHR4:1380972-1381342
CHR4:1436930-1438015|+|locus_tag=YDR494W|Name=RSM28|CHR4:95629-94545|CHR4:1381685-1382769
CHR4:1438115-1441150|-|locus_tag=YDR495C|Name=VPS3|CHR4:94444-91410|CHR4:1382870-1385904
CHR4:1441433-1443403|-|locus_tag=YDR496C|Name=PUF6|CHR4:91126-89157|CHR4:1386188-1388157
CHR4:1443713-1445467|-|locus_tag=YDR497C|Name=ITR1|CHR4:88844-87091|CHR4:1388469-1390222
CHR4:144484-145518|-|locus_tag=YDL175C|Name=AIR2|CHR4:1340948-1339915|CHR4:144170-145203
CHR4:1445843-1446994|-|locus_tag=YDR498C|Name=SEC20|CHR4:86714-85564|CHR4:1390599-1391749
CHR4:1447830-1450073|+|locus_tag=YDR499W|Name=LCD1|CHR4:84726-82484|CHR4:1392561-1394803
CHR4:1450198-1450853|-|locus_tag=YDR500C|Name=RPL37B|CHR4:82358-81704|CHR4:1394929-1395583
CHR4:1451353-1452918|+|locus_tag=YDR501W|Name=PLM2|CHR4:81201-79637|CHR4:1396085-1397649
CHR4:1453310-1454464|-|locus_tag=YDR502C|Name=SAM2|CHR4:79245-78092|CHR4:1398041-1399194
CHR4:1455042-1455866|-|locus_tag=YDR503C|Name=LPP1|CHR4:77513-76690|CHR4:1399773-1400596
CHR4:1456311-1456694|-|locus_tag=YDR504C|Name=SPG3|CHR4:76244-75855|CHR4:1401042-1401430
CHR4:1456695-1459220|-|locus_tag=YDR505C|Name=PSP1|CHR4:75853-74370|CHR4:1401432-1402912
CHR4:145826-147589|-|locus_tag=YDL174C|Name=DLD1|CHR4:1339606-1337844|CHR4:145512-147274
CHR4:1459728-1461554|-|locus_tag=YDR506C|Name=GMC1|CHR4:72773-70948|CHR4:1404512-1406337
CHR4:1461715-1461829|-|locus_tag=tL(CAA)D|Name=tL(CAA)D|CHR4:70786-70673|CHR4:1406499-1406612
CHR4:1462358-1465786|-|locus_tag=YDR507C|Name=GIN4|CHR4:69802-66375|CHR4:1407483-1410910
CHR4:1466453-1468444|-|locus_tag=YDR508C|Name=GNP1|CHR4:65710-63720|CHR4:1411575-1413565
CHR4:1469400-1469705|+|locus_tag=YDR510W|Name=SMT3|CHR4:62763-62459|CHR4:1414521-1414825
CHR4:1470017-1470418|+|locus_tag=YDR511W|Name=SDH7|CHR4:62146-61746|CHR4:1415138-1415538
CHR4:1470500-1471063|-|locus_tag=YDR512C|Name=EMI1|CHR4:61664-61101|CHR4:1415620-1416183
CHR4:1471017-1471448|+|locus_tag=YDR513W|Name=GRX2|CHR4:61146-60716|CHR4:1416138-1416568
CHR4:1471548-1472999|-|locus_tag=YDR514C|Name=YDR514C|CHR4:60607-59157|CHR4:1416677-1418127
CHR4:1473429-1474772|+|locus_tag=YDR515W|Name=SLF1|CHR4:58726-57384|CHR4:1418558-1419900
CHR4:1474974-1476476|-|locus_tag=YDR516C|Name=EMI2|CHR4:57182-55681|CHR4:1420102-1421603
CHR4:1477239-1478357|+|locus_tag=YDR517W|Name=GRH1|CHR4:54919-53802|CHR4:1422365-1423482
CHR4:1478608-1480161|+|locus_tag=YDR518W|Name=EUG1|CHR4:53550-51998|CHR4:1423738-1425290
CHR4:1480425-1480832|+|locus_tag=YDR519W|Name=FPR2|CHR4:51733-51327|CHR4:1425555-1425961
CHR4:1481085-1483403|-|locus_tag=YDR520C|Name=URC2|CHR4:51073-48756|CHR4:1426215-1428532
CHR4:148191-149078|+|locus_tag=YDL173W|Name=PAR32|CHR4:1337236-1336350|CHR4:147882-148768
CHR4:1483795-1485303|-|locus_tag=YDR522C|Name=SPS2|CHR4:48363-46856|CHR4:1428925-1430432
CHR4:1485566-1487038|-|locus_tag=YDR523C|Name=SPS1|CHR4:46592-45121|CHR4:1430697-1432168
CHR4:1487542-1488990|-|locus_tag=YDR524C|Name=AGE1|CHR4:44616-43169|CHR4:1432673-1434120
CHR4:1489403-1489492|+|locus_tag=YDR524W-C|Name=YDR524W-C|CHR4:42756-42668|CHR4:1434533-1434621
CHR4:1489598-1489798|-|locus_tag=YDR524C-B|Name=YDR524C-B|CHR4:42561-42362|CHR4:1434728-1434927
CHR4:1489905-1490234|+|locus_tag=YDR525W|Name=API2|CHR4:42254-41926|CHR4:1435035-1435363
CHR4:1490596-1490835|+|locus_tag=YDR525W-A|Name=SNA2|CHR4:41563-41325|CHR4:1435726-1435964
CHR4:1491094-1492413|+|locus_tag=YDR527W|Name=RBA50|CHR4:41067-39749|CHR4:1436223-1437541
CHR4:149203-155640|-|locus_tag=YDL171C|Name=GLT1|CHR4:1336243-1329808|CHR4:148874-155310
CHR4:1492477-1493026|-|locus_tag=snR84|Name=snR84|CHR4:39685-39140|CHR4:1437605-1438151
CHR4:1494586-1495857|+|locus_tag=YDR528W|Name=HLR1|CHR4:37585-36315|CHR4:1439706-1440976
CHR4:1496165-1496548|-|locus_tag=YDR529C|Name=QCR7|CHR4:36005-35623|CHR4:1441286-1441668
CHR4:1496791-1497768|-|locus_tag=YDR530C|Name=APA2|CHR4:35379-34403|CHR4:1441912-1442888
CHR4:1498232-1499335|+|locus_tag=YDR531W|Name=CAB1|CHR4:33938-32836|CHR4:1443353-1444455
CHR4:1499396-1500553|-|locus_tag=YDR532C|Name=KRE28|CHR4:32774-31618|CHR4:1444517-1445673
CHR4:1501447-1502160|-|locus_tag=YDR533C|Name=HSP31|CHR4:30722-30010|CHR4:1446569-1447281
CHR4:1503314-1504900|-|locus_tag=YDR534C|Name=FIT1|CHR4:28858-27210|CHR4:1448433-1450081
CHR4:1508005-1509714|+|locus_tag=YDR536W|Name=STL1|CHR4:24153-22445|CHR4:1453137-1454845
CHR4:1510902-1511630|+|locus_tag=YDR538W|Name=PAD1|CHR4:21256-20529|CHR4:1456034-1456761
CHR4:1512094-1513605|+|locus_tag=YDR539W|Name=FDC1|CHR4:20064-18554|CHR4:1457226-1458736
CHR4:1517136-1517675|-|locus_tag=YDR540C|Name=IRC4|CHR4:15018-14480|CHR4:1462272-1462810
CHR4:1519664-1520698|-|locus_tag=YDR541C|Name=YDR541C|CHR4:12544-11511|CHR4:1464745-1465778
CHR4:1523249-1523611|+|locus_tag=YDR542W|Name=PAU10|CHR7:1068867-1069228|CHR7:6077-5716
CHR4:1526321-1531711|+|locus_tag=YDR545W|Name=YRF1-1|CHR4:6006-1826|CHR13:1761-1
CHR4:156318-157904|+|locus_tag=YDL170W|Name=UGA3|CHR4:1329130-1327545|CHR4:155988-157573
CHR4:158064-158735|-|locus_tag=YDL169C|Name=UGX2|CHR4:1327383-1326713|CHR4:157735-158405
CHR4:159604-160764|+|locus_tag=YDL168W|Name=SFA1|CHR4:1325842-1324683|CHR4:159276-160435
CHR4:160995-163154|-|locus_tag=YDL167C|Name=NRP1|CHR4:1324451-1322293|CHR4:160667-162825
CHR4:16204-17226|+|locus_tag=YDL244W|Name=THI13|CHR4:30440-29419|CHR4:17031-18052
CHR4:163449-164042|-|locus_tag=YDL166C|Name=FAP7|CHR4:1321997-1321405|CHR4:163121-163713
CHR4:164290-164865|+|locus_tag=YDL165W|Name=CDC36|CHR4:1321156-1320582|CHR4:163962-164536
CHR4:164987-167254|-|locus_tag=YDL164C|Name=CDC9|CHR4:1320458-1318192|CHR4:164659-166925
CHR4:167714-169078|+|locus_tag=YDL161W|Name=ENT1|CHR4:1317733-1316370|CHR4:167385-168748
CHR4:169366-169608|-|locus_tag=YDL160C-A|Name=MHF2|CHR4:1316081-1315840|CHR4:169037-169278
CHR4:170410-171930|-|locus_tag=YDL160C|Name=DHH1|CHR4:1315057-1313538|CHR4:170065-171584
CHR4:172182-172313|+|locus_tag=YDL159W-A|Name=YDL159W-A|CHR4:1313285-1313155|CHR4:171837-171967
CHR4:172481-174028|+|locus_tag=YDL159W|Name=STE7|CHR4:1312986-1311440|CHR4:172136-173682
CHR4:174232-174588|-|locus_tag=YDL157C|Name=YDL157C|CHR4:1311232-1310877|CHR4:173887-174242
CHR4:174918-176486|+|locus_tag=YDL156W|Name=CMR1|CHR4:1310546-1308979|CHR4:174573-176140
CHR4:17577-18566|-|locus_tag=YDL243C|Name=AAD4|CHR4:29067-28079|CHR4:18404-19392
CHR4:176773-178056|+|locus_tag=YDL155W|Name=CLB3|CHR4:1308691-1307409|CHR4:176428-177710
CHR4:178334-181039|+|locus_tag=YDL154W|Name=MSH5|CHR4:1307130-1304426|CHR4:177989-180693
CHR4:1802-2953|+|locus_tag=YDL248W|Name=COS7|CHR4:44839-43689|CHR4:2641-3791
CHR4:181186-183018|-|locus_tag=YDL153C|Name=SAS10|CHR4:1304278-1302453|CHR4:180841-182666
CHR4:183343-184611|+|locus_tag=YDL150W|Name=RPC53|CHR4:1302127-1300860|CHR4:182992-184259
CHR4:184925-187918|+|locus_tag=YDL149W|Name=ATG9|CHR4:1300544-1297552|CHR4:184575-187567
CHR4:188154-190586|-|locus_tag=YDL148C|Name=NOP14|CHR4:1297315-1294884|CHR4:187804-190235
CHR4:18959-19312|+|locus_tag=YDL242W|Name=YDL242W|CHR4:27685-27333|CHR4:19786-20138
CHR4:190924-192261|+|locus_tag=YDL147W|Name=RPN5|CHR4:1294545-1293209|CHR4:190574-191910
CHR4:192750-194225|+|locus_tag=YDL146W|Name=LDB17|CHR4:1292720-1291246|CHR4:192398-193872
CHR4:194571-198176|-|locus_tag=YDL145C|Name=COP1|CHR4:1290898-1287294|CHR4:194220-197824
CHR4:198662-199732|-|locus_tag=YDL144C|Name=YDL144C|CHR4:1286808-1285739|CHR4:198310-199379
CHR4:199996-201582|+|locus_tag=YDL143W|Name=CCT4|CHR4:1285474-1283889|CHR4:199644-201229
CHR4:201719-202570|-|locus_tag=YDL142C|Name=CRD1|CHR4:1283750-1282900|CHR4:201368-202218
CHR4:203039-205111|+|locus_tag=YDL141W|Name=BPL1|CHR4:1282429-1280358|CHR4:202689-204760
CHR4:205360-210561|-|locus_tag=YDL140C|Name=RPO21|CHR4:1280108-1274908|CHR4:205010-210210
CHR4:20635-21006|+|locus_tag=YDL241W|Name=YDL241W|CHR4:26015-25645|CHR4:21454-21824
CHR4:211375-212046|-|locus_tag=YDL139C|Name=SCM3|CHR4:1274094-1273424|CHR4:211029-211699
CHR4:213351-215642|+|locus_tag=YDL138W|Name=RGT2|CHR4:1272112-1269822|CHR4:213010-215300
CHR4:216529-217074|+|locus_tag=YDL137W|Name=ARF2|CHR4:1268950-1268406|CHR4:216172-216716
CHR4:217600-218367|+|locus_tag=YDL136W|Name=RPL35B|CHR4:1267880-1267113|CHR4:217240-218007
CHR4:218680-219288|-|locus_tag=YDL135C|Name=RDI1|CHR4:1266799-1266192|CHR4:218321-218928
CHR4:219662-220771|-|locus_tag=YDL134C|Name=PPH21|CHR4:1265817-1264709|CHR4:219303-220411
CHR4:222427-223740|+|locus_tag=YDL133W|Name=SRF1|CHR4:1263052-1261740|CHR4:222068-223380
CHR4:224304-226751|+|locus_tag=YDL132W|Name=CDC53|CHR4:1261175-1258729|CHR4:223945-226391
CHR4:227393-228715|+|locus_tag=YDL131W|Name=LYS21|CHR4:1258108-1256787|CHR4:227008-228329
CHR4:22823-25876|+|locus_tag=YDL240W|Name=LRG1|CHR4:23827-20775|CHR4:23643-26695
CHR4:229171-229431|+|locus_tag=YDL130W-A|Name=STF1|CHR4:1256330-1256071|CHR4:228786-229045
CHR4:229906-230527|+|locus_tag=YDL130W|Name=RPP1B|CHR4:1255583-1254963|CHR4:229533-230153
CHR4:231024-231899|+|locus_tag=YDL129W|Name=YDL129W|CHR4:1254466-1253592|CHR4:230650-231524
CHR4:232652-233887|+|locus_tag=YDL128W|Name=VCX1|CHR4:1252864-1251630|CHR4:232251-233485
CHR4:234927-235853|+|locus_tag=YDL127W|Name=PCL2|CHR4:1250587-1249662|CHR4:234528-235453
CHR4:236157-238664|-|locus_tag=YDL126C|Name=CDC48|CHR4:1249358-1246852|CHR4:235757-238263
CHR4:239019-239606|-|locus_tag=YDL125C|Name=HNT1|CHR4:1246496-1245910|CHR4:238619-239205
CHR4:240259-241197|+|locus_tag=YDL124W|Name=YDL124W|CHR4:1245252-1244315|CHR4:239869-240806
CHR4:241418-241840|+|locus_tag=YDL123W|Name=SNA4|CHR4:1244093-1243672|CHR4:241028-241449
CHR4:242552-244981|+|locus_tag=YDL122W|Name=UBP1|CHR4:1242959-1240531|CHR4:242162-244590
CHR4:245133-245582|-|locus_tag=YDL121C|Name=EXP1|CHR4:1240378-1239930|CHR4:244743-245191
CHR4:245923-246447|+|locus_tag=YDL120W|Name=YFH1|CHR4:1239588-1239065|CHR4:245533-246056
CHR4:246689-247612|-|locus_tag=YDL119C|Name=HEM25|CHR4:1238822-1237900|CHR4:246299-247221
CHR4:248581-251238|+|locus_tag=YDL117W|Name=CYK3|CHR4:1236930-1234274|CHR4:248191-250847
CHR4:251566-253746|+|locus_tag=YDL116W|Name=NUP84|CHR4:1233947-1231768|CHR4:251174-253353
CHR4:253995-255126|-|locus_tag=YDL115C|Name=IWR1|CHR4:1231518-1230388|CHR4:253603-254733
CHR4:255604-256530|+|locus_tag=YDL114W|Name=YDL114W|CHR4:1229909-1228984|CHR4:255212-256137
CHR4:256633-258555|-|locus_tag=YDL113C|Name=ATG20|CHR4:1228871-1226950|CHR4:256246-258167
CHR4:258915-263225|+|locus_tag=YDL112W|Name=TRM3|CHR4:1226589-1222280|CHR4:258528-262837
CHR4:263313-264110|-|locus_tag=YDL111C|Name=RRP42|CHR4:1222191-1221395|CHR4:262926-263722
CHR4:26403-28775|-|locus_tag=YDL239C|Name=ADY3|CHR4:20246-17875|CHR4:27223-29594
CHR4:264512-264964|-|locus_tag=YDL110C|Name=TMA17|CHR4:1220992-1220541|CHR4:264125-264576
CHR4:265258-267201|-|locus_tag=YDL109C|Name=YDL109C|CHR4:1220247-1218305|CHR4:264871-266813
CHR4:267698-268699|+|locus_tag=YDL108W|Name=KIN28|CHR4:1217806-1216806|CHR4:267312-268312
CHR4:268921-269976|+|locus_tag=YDL107W|Name=MSS2|CHR4:1216583-1215529|CHR4:268535-269589
CHR4:270222-271901|-|locus_tag=YDL106C|Name=PHO2|CHR4:1215282-1213607|CHR4:269837-271512
CHR4:272389-273597|+|locus_tag=YDL105W|Name=NSE4|CHR4:1213118-1211911|CHR4:272001-273208
CHR4:273653-274876|-|locus_tag=YDL104C|Name=QRI7|CHR4:1211851-1210629|CHR4:273269-274491
CHR4:275148-276581|-|locus_tag=YDL103C|Name=QRI1|CHR4:1210356-1208924|CHR4:274763-276195
CHR4:276872-280165|+|locus_tag=YDL102W|Name=POL3|CHR4:1208632-1205340|CHR4:276487-279779
CHR4:280307-281848|-|locus_tag=YDL101C|Name=DUN1|CHR4:1205197-1203657|CHR4:279922-281462
CHR4:282112-283176|-|locus_tag=YDL100C|Name=GET3|CHR4:1203392-1202329|CHR4:281727-282790
