CHR|S288C|YJM975|RM11
CHR3|138996-139185|133313-133503|137039-140528
CHR3|140933-141217|135250-135535|141192-141797
CHR3|142170-142364|136487-136682|144657-144925
CHR3|142546-142701|136863-138016|145796-147669
CHR3|142771-143634|138887-139155|148759-148844
CHR3|144506-144773|142015-142619|149490-149662
CHR3|147634-148238|143283-147225|149927-150152
CHR3|148903-149920|148315-148402|150387-150941
CHR3|149991-151284|149048-149220|151938-152253
CHR3|151356-152837|149485-149710|152596-153370
CHR3|153928-154012|149945-150499|155204-155576
CHR3|154659-154830|151496-151811|157053-157431
CHR3|155096-155320|152154-152928|157695-157776
CHR3|155556-156109|154762-155134|157897-158276
CHR3|157107-157421|156611-156989|158684-158941
CHR3|157765-158538|157253-157334|161168-162200
CHR3|160373-160744|157455-157834|162828-163130
CHR3|162222-162599|158243-158499|163200-163201
CHR3|162865-162945|160726-161759|163201-165034
CHR3|163067-163446|162387-164593|166571-167098
CHR3|163856-164111|166130-166657|167587-167974
CHR3|166339-167370|167146-167533|170585-171331
CHR3|167999-168301|170144-170890|171429-171648
CHR3|168372-170886|170988-171207|172366-172758
CHR3|172424-172950|171925-172317|172945-173667
CHR3|173440-173826|172504-173227|180169-180636
CHR3|176438-177183|179729-180196|184315-184739
CHR3|177282-177500|183875-184299|185781-185981
CHR3|178220-178610|185341-185541|187164-187444
CHR3|178798-179520|186724-187004|188444-188561
CHR3|186023-186489|188004-188121|191331-191768
CHR3|190169-190592|190891-191328|192817-193593
CHR3|191635-191834|193255-194618|193695-193697
CHR3|193018-193297|194881-194949|194053-194952
CHR3|194298-194414|199103-199968|195215-195283
CHR3|197185-197621|200350-200584|199437-200302
CHR3|199546-199549|201656-201838|200684-200918
CHR3|200178-200442|203312-203617|201990-202176
CHR3|200911-200969|204125-204421|203650-203955
CHR3|201174-201243|205247-205634|204463-204756
CHR3|205397-206261|207151-207447|205582-205968
CHR3|206644-206877|207458-207758|207503-207799
CHR3|207950-208135|208425-208681|207810-208110
CHR3|209610-209914|210131-210383|208777-209033
CHR3|210423-210718|211926-212062|210483-210735
CHR3|211545-211929|213752-214143|212278-212414
CHR3|213464-213761|216913-217140|214104-214495
CHR3|213772-214071|217915-218085|217265-217492
CHR3|214739-214994|218419-219245|218267-218437
CHR3|216445-216697|221139-221626|218771-219601
CHR3|218241-218376|221725-222004|221495-221980
CHR3|220067-220457|222476-222995|222079-222356
CHR3|223228-223454|224688-225184|222828-223345
CHR3|224230-224399|226646-226809|225038-225538
CHR3|224734-225563|230005-230896|227000-227163
CHR3|227458-227942|232457-232737|230359-231250
CHR3|228042-228318|233692-233785|232811-233091
CHR3|228791-229310|234224-234487|234046-234139
CHR3|231004-231500|236033-236269|234578-234841
CHR3|232963-233125|240260-240644|236387-236622
CHR3|236322-237214|241590-241706|240613-240997
CHR3|238776-239055|242487-242650|241943-242061
CHR3|240011-240103|242876-242975|242842-243005
CHR3|240543-240805|243694-243888|243231-243330
CHR3|242352-242588|246277-246495|244049-244243
CHR3|246583-246963|247822-248021|246632-246850
CHR3|247910-248033|252303-252533|248177-248376
CHR3|248815-248975|252918-253228|252658-252887
CHR3|249202-249293|253610-253961|253272-253581
CHR3|250045-250238|256101-256566|253963-254310
CHR3|252628-252845|256918-257044|256450-256915
CHR3|254173-254371|257615-257658|257267-257393
CHR3|258654-258883|258103-258705|257964-258007
CHR3|259269-259578|260482-261071|258452-259054
CHR3|259961-260311|265899-265952|260831-261420
CHR3|262452-262916|266499-268040|266248-266301
CHR3|263269-263392|270201-270400|266848-268389
CHR3|263964-264006|273455-273753|270550-270749
CHR3|264467-265068|280078-280398|273804-274102
CHR3|266846-267434|281572-281806|280427-280747
CHR3|272263-272315|282893-283275|281921-282155
CHR3|272863-274404|283432-287473|283242-283624
CHR3|276566-276764|287958-290792|283781-287818
CHR3|279820-280117|292347-294582|288304-291475
CHR3|286443-286762|295021-295048|293030-295258
CHR3|287937-288170|295970-296232|295697-295724
CHR3|289258-289639|296779-298111|296646-296908
CHR3|289797-293179|298111-299216|297455-303477
CHR3|293538-293835|299238-301668|304561-305364
CHR3|294321-295484|301943-302839|307860-801060
CHR3|295556-297049|303923-304727|
CHR3|301271-301299|308318-308748|--
CHR3|302221-302482|308749-785710|--
CHR3|303030-304361||--
CHR3|308175-309070|--|--
CHR3|310155-310958|--|--
CHR3|313456-313890|--|--
CHR3|314981-315997|--|--
CHR3|316188-813184|--|--
CHR3||--|--
CHR4|0-1802|0-618|0-749
CHR4|2953-5985|752-2640|1790-1826
CHR4|7814-8683|2640-2641|1826-2589
CHR4|9756-11657|3769-3779|2946-3952
CHR4|13360-16204|3779-3790|4278-4409
CHR4|17226-17577|3791-6825|4728-4833
CHR4|18566-18959|6826-8632|5356-5401
CHR4|19312-20635|8655-9524|5485-5664
CHR4|21006-22823|9525-10585|6007-6338
CHR4|25876-26403|10586-12483|6801-6905
CHR4|28775-28985|12484-14185|7785-8056
CHR4|30454-30657|14186-17030|8165-8480
CHR4|31829-32296|17031-18051|9855-10176
CHR4|33234-33415|18052-18404|11511-12415
CHR4|33918-34237|19392-19786|12544-12735
CHR4|36477-36797|20138-21454|13237-13417
CHR4|38173-38487|21824-23643|14354-14480
CHR4|38597-38867|26695-27223|14821-15018
CHR4|42244-42700|29594-29805|15992-16196
CHR4|43707-44065|31273-31477|17664-17875
CHR4|45906-51115|32648-33116|18554-20064
CHR4|52173-52445|34053-34233|20246-20529
CHR4|54100-54397|34735-35055|20775-21256
CHR4|56346-57265|37294-37615|22445-23827
CHR4|60405-60872|38990-39305|24153-25645
CHR4|61801-62244|39414-39685|26015-27210
CHR4|65018-65242|43061-43518|27333-27685
CHR4|65765-66493|44524-44884|28079-28858
CHR4|67446-67983|46724-47090|29067-29419
CHR4|68606-68997|48849-51935|30010-30440
CHR4|70319-70640|52992-53265|30722-31618
CHR4|73918-74446|54919-55217|32774-32836
CHR4|76545-77289|57165-58083|33285-33286
CHR4|77966-78426|61222-61692|33938-34403
CHR4|79058-79294|62620-63064|34987-34988
CHR4|80412-83548|65837-66062|35379-35623
CHR4|83618-84270|66584-67312|36005-36315
CHR4|85985-86207|68264-68805|36885-36886
CHR4|87226-87512|69427-69819|37585-37957
CHR4|87982-88248|71140-71463|37958-38827
CHR4|89864-90176|74740-75262|38850-39140
CHR4|92464-92762|77357-78101|39685-39749
CHR4|93745-94605|78777-79238|40656-40657
CHR4|95786-96082|79869-80106|41067-41325
CHR4|97953-98475|81223-85417|41563-41926
CHR4|99224-99561|87131-87354|42254-42362
CHR4|100421-100501|88372-88659|42561-42668
CHR4|101067-101290|89128-89397|42756-43169
CHR4|103353-103649|91012-91325|43689-43690
CHR4|104551-104917|93612-93912|44616-44839
CHR4|106494-107208|94894-95756|44840-45121
CHR4|111029-111580|96936-97233|45764-46006
CHR4|114234-114672|99103-99626|46592-46840
CHR4|115799-116321|100374-100709|46856-48363
CHR4|116866-117664|101568-101648|48756-51073
CHR4|118517-118707|102213-102439|51327-51733
CHR4|121592-122216|104501-104798|51998-53550
CHR4|123589-123865|105699-106066|53802-54919
CHR4|124998-125616|107642-108356|55681-57182
CHR4|126449-126787|112176-112728|57384-58726
CHR4|130002-130871|115381-115820|59157-60607
CHR4|131833-133437|116946-117470|60716-61101
CHR4|134723-135179|118014-118815|61146-61664
CHR4|135436-135896|119665-119856|61746-62146
CHR4|137539-138291|122740-123365|62459-62763
CHR4|139205-139522|124737-125014|63720-65710
CHR4|141114-141209|126146-126765|66375-69802
CHR4|141721-142097|127597-128755|70673-70786
CHR4|144223-144484|129759-130629|70948-72773
CHR4|145518-145826|131590-133196|74370-75853
CHR4|147589-148191|134481-134938|75855-76244
CHR4|149078-149203|135194-135654|76690-77513
CHR4|155640-156318|137296-137980|78092-78109
CHR4|157904-158064|138893-139211|79232-79245
CHR4|158735-159604|140802-140898|79637-81201
CHR4|160764-160995|141409-141786|81704-82358
CHR4|163154-163449|143911-144170|82484-84726
CHR4|164042-164290|145203-145512|85564-86714
CHR4|164865-164987|147274-147882|87091-88844
CHR4|167254-167714|148768-148874|89157-91126
CHR4|169078-169366|155310-155988|91410-94444
CHR4|169608-170410|157573-157735|94545-95629
CHR4|171930-172182|158405-159276|95972-96342
CHR4|172313-172481|160435-160667|96686-97635
CHR4|174028-174232|162825-163121|98292-100591
CHR4|174588-174918|163713-163962|100672-101555
CHR4|176486-176773|164536-164659|101779-103376
CHR4|178056-178334|166925-167385|103585-104210
CHR4|181039-181186|168748-169037|104445-104925
CHR4|183018-183343|169278-170065|104958-106529
CHR4|184611-184925|171584-171837|106662-108586
CHR4|187918-188154|171967-172136|108865-110192
CHR4|190586-190924|173682-173887|110512-110918
CHR4|192261-192750|174242-174573|111100-112799
CHR4|194225-194571|176140-176428|112978-113948
CHR4|198176-198662|177710-177989|114474-116137
CHR4|199732-199996|180693-180841|116177-116772
CHR4|201582-201719|182666-182992|117074-118980
CHR4|202570-203039|184259-184575|120223-120896
CHR4|205111-205360|187567-187804|121257-123886
CHR4|210561-211375|190235-190574|125497-126905
CHR4|212046-213351|191910-192398|127177-128027
CHR4|215642-216529|193872-194220|128308-128430
CHR4|217074-217600|197824-198310|128786-129579
CHR4|218367-218680|199379-199644|130137-131644
CHR4|219288-219662|201229-201368|131809-132335
CHR4|220771-222427|202218-202689|132650-133323
CHR4|223740-224304|204760-205010|133533-136228
CHR4|226751-227393|210210-211029|136776-138013
CHR4|228715-229171|211699-213010|138171-142477
CHR4|229431-229906|215300-216172|142975-144533
CHR4|230527-231024|216716-217240|144834-145276
CHR4|231899-232652|218007-218321|145584-145825
CHR4|233887-234927|218928-219303|146065-146174
CHR4|235853-236157|220411-222068|146576-147540
CHR4|238664-239019|223380-223945|147909-149032
CHR4|239606-240259|226391-227008|149306-151296
CHR4|241197-241418|228329-228786|151756-161561
CHR4|241840-242552|229045-229533|161966-163866
CHR4|244981-245133|230153-230650|164525-165087
CHR4|245582-245923|231524-232251|165690-166279
CHR4|246447-246689|233485-234528|166450-168473
CHR4|247612-248581|235453-235757|169171-170231
CHR4|251238-251566|238263-238619|170554-171428
CHR4|253746-253995|239205-239869|172451-173772
CHR4|255126-255604|240806-241028|173981-175284
CHR4|256530-256633|241449-242162|175797-176520
CHR4|258555-258915|244590-244743|176717-177624
CHR4|263225-263313|245191-245533|178660-180722
CHR4|264110-264512|246056-246299|181075-185330
CHR4|264964-265258|247221-248191|185946-186490
CHR4|267201-267698|250847-251174|186764-188511
CHR4|268699-268921|253353-253603|190281-191323
CHR4|269976-270222|254733-255212|191614-192725
CHR4|271901-272389|256137-256246|193226-193647
CHR4|273597-273653|258167-258528|194047-196178
CHR4|274876-275148|262837-262926|197031-198016
CHR4|276581-276872|263722-264125|198159-199762
CHR4|280165-280307|264576-264871|200977-202220
CHR4|281848-282112|266813-267312|202534-205502
CHR4|283176-283419|268312-268535|205703-206526
CHR4|284444-284581|269589-269837|206765-207549
CHR4|285165-285391|271512-272001|207618-208798
CHR4|286695-287059|273208-273269|209061-210937
CHR4|289512-289909|274491-274763|211161-211614
CHR4|292140-292781|276195-276487|211727-212955
CHR4|293221-293392|279779-279922|213229-215675
CHR4|294759-295034|281462-281727|216110-218961
CHR4|296329-296820|282790-283033|219327-223381
CHR4|298274-298417|284057-284195|226267-228164
CHR4|300003-300214|284778-285009|229226-229722
CHR4|300999-301413|286312-286675|230328-232906
CHR4|302234-302464|289127-289526|233178-234301
CHR4|302670-303211|291756-292398|234653-235740
CHR4|304848-305237|292837-293009|235939-236645
CHR4|306577-306926|294375-294651|236945-237969
CHR4|307789-308424|295945-296437|238248-238966
CHR4|309388-309802|297890-298036|239219-241932
CHR4|310122-310642|299621-299835|242480-243123
CHR4|312471-312951|300619-301034|243401-247269
CHR4|314748-315357|301854-302074|247540-252128
CHR4|316388-316620|302279-302824|252901-253691
CHR4|316971-320120|304460-304850|254168-254682
CHR4|320668-321552|306189-306539|255129-256738
CHR4|322226-322988|307401-308037|257639-259107
CHR4|323217-323471|309000-309415|259258-260279
CHR4|324047-326149|309619-309734|260610-261274
CHR4|326613-329567|310255-312082|261942-263872
CHR4|329836-330447|312564-314358|264446-264977
CHR4|331024-332940|314967-315997|265186-268019
CHR4|333121-333810|316581-319729|268377-269662
CHR4|334217-334396|320278-321161|270073-271442
CHR4|334835-336121|321836-322597|271635-272647
CHR4|336249-337277|322827-323080|273288-273985
CHR4|337487-338070|323659-325760|274265-274335
CHR4|338272-340134|326225-329178|274497-276406
CHR4|340628-340798|329446-330056|276843-278806
CHR4|341619-343985|330634-332549|279711-281158
CHR4|344237-344953|332731-333419|281524-283190
CHR4|345665-351037|333827-334005|283363-285260
CHR4|351434-352420|334445-335730|285587-288113
CHR4|352877-355378|335857-336884|289312-290138
CHR4|355674-356759|337095-337677|290667-291382
CHR4|359577-359672|337880-339741|291519-291850
CHR4|359825-361285|340236-340405|292489-293026
CHR4|361699-362256|341227-343592|293335-294780
CHR4|362672-363583|343845-344560|295214-297120
CHR4|363952-364779|345273-350644|297822-298060
CHR4|365068-365874|351042-352027|298143-301171
CHR4|366739-368211|352485-354985|301730-301989
CHR4|369771-370706|355282-356366|302423-302727
CHR4|371240-371761|359183-359184|303036-304516
CHR4|372248-372535|359277-359278|304803-306172
CHR4|372688-373608|359433-360892|306313-306581
CHR4|373967-375289|361307-361863|306945-307864
CHR4|375680-376480|362280-363190|308008-308579
CHR4|376757-378445|363560-364386|309190-310226
CHR4|378874-381438|364675-365480|310391-311925
CHR4|381985-384081|366348-367819|312229-313556
CHR4|384601-385587|369378-370312|313759-316322
CHR4|387513-388901|370841-371361|316497-317434
CHR4|389172-392057|371849-372135|317725-318490
CHR4|392659-393912|372289-373208|318503-318717
CHR4|394217-397204|373568-374889|319033-320918
CHR4|397537-399129|375281-376080|321206-322572
CHR4|399340-400638|376358-378045|323019-323287
CHR4|400997-403291|378475-381038|324864-326233
CHR4|403695-404957|381586-383087|326720-328737
CHR4|405344-407206|384442-385127|329154-330004
CHR4|408451-409808|387039-388426|330533-333480
CHR4|409857-410056|388698-391582|333685-335357
CHR4|410379-410451|392176-393428|335850-336217
CHR4|411825-413000|393734-396720|336476-339309
CHR4|413953-414888|397054-398645|339528-340669
CHR4|415113-416708|398857-400154|341159-342117
CHR4|417663-421514|400514-402807|342663-343615
CHR4|422833-423510|403213-404474|344157-346750
CHR4|424209-425732|404863-406724|347239-349292
CHR4|426002-426934|407970-409327|351573-353362
CHR4|427364-428347|409375-409574|353924-355422
CHR4|429067-430926|409898-409968|355606-356570
CHR4|431108-431517|409968-409969|357090-358534
CHR4|432330-432925|411345-412519|361089-362791
CHR4|433025-433248|413473-414407|363300-363742
CHR4|433497-433994|414633-416227|372123-373945
CHR4|434264-434336|417183-421033|375229-375797
CHR4|436567-436824|422354-423030|376283-378369
CHR4|437772-437853|423730-425252|378570-379429
CHR4|438047-439360|425523-426454|379713-380656
CHR4|439909-440754|426885-427867|380907-384580
CHR4|441014-442309|428588-430446|385269-389812
CHR4|443029-443511|430629-431037|390314-392484
CHR4|444683-446383|431849-432444|392675-394743
CHR4|446967-447578|432543-432766|394922-396156
CHR4|447984-449276|433016-433512|396371-397872
CHR4|450220-452475|435670-435926|398150-399474
CHR4|453045-453650|436775-438087|399727-400310
CHR4|454122-454754|438637-439481|400820-405135
CHR4|454782-454904|439742-441030|405512-408618
CHR4|455201-456583|441751-442232|408982-411311
CHR4|456836-458103|443407-445106|411720-413266
CHR4|458542-461247|445693-446303|413454-413743
CHR4|461842-462516|446710-448001|414054-415156
CHR4|463434-464996|448949-451203|415894-417038
CHR4|465051-465383|451775-452379|417240-417457
CHR4|465919-470424|452852-453483|417639-419644
CHR4|471853-472941|453512-453633|419912-420735
CHR4|473157-473783|453931-455312|420792-421980
CHR4|474046-475989|455566-456832|422311-423554
CHR4|477797-478285|457272-459976|424349-424439
CHR4|478474-478758|460572-461245|424632-426046
CHR4|479115-482267|462164-463725|426224-427068
CHR4|482670-483860|463839-464137|427299-429376
CHR4|484163-485365|464672-469176|429729-430588
CHR4|485746-486444|470606-471693|430866-432226
CHR4|486804-488003|471910-472535|432815-434742
CHR4|488072-488662|472799-474741|435492-438679
CHR4|488797-488870|476550-477037|439584-440734
CHR4|489508-490896|477227-477510|441332-441753
CHR4|491515-492324|477868-481019|441928-443915
CHR4|492556-494268|481422-482610|444610-446045
CHR4|494649-497318|482913-484114|446293-447034
CHR4|497835-500879|484495-485192|447224-447900
CHR4|501100-501414|485553-486751|448395-451051
CHR4|501753-503273|486821-487410|451391-452049
CHR4|503498-503863|488255-489642|452356-456428
CHR4|504099-504695|490262-491070|456990-458275
CHR4|508147-509109|491303-493014|458550-460180
CHR4|509737-512109|493396-496064|460994-461628
CHR4|514043-518040|496582-499625|462211-463259
CHR4|519743-519826|499847-500160|463919-464598
CHR4|520516-520692|500500-502019|465146-467169
CHR4|520972-521043|502245-502609|467562-469330
CHR4|521314-521469|502847-503442|470398-474149
CHR4|521816-522928|506893-507854|474779-476643
CHR4|523211-524713|508482-510853|476829-480061
CHR4|525440-527215|513256-513431|480281-481506
CHR4|527422-530697|513712-513781|481681-482591
CHR4|531307-534582|513781-513782|482914-483791
CHR4|535192-538467|514054-514208|484212-484555
CHR4|539803-540414|514556-515667|484724-487350
CHR4|540601-541203|515950-517451|488368-489236
CHR4|541602-541700|518180-519954|489738-494716
CHR4|542674-543369|520162-523436|495032-496275
CHR4|546642-547628|528648-529258|497466-497779
CHR4|547978-548310|529446-530047|498123-499039
