SNP,Chr,Pos,Effect,SE,SRO9_GIS2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
433,2,288379,0.0576166134142073,0.124291518408876,0.643248497764444
434,2,294941,-0.125249054839013,0.124224978161858,0.314028075508525
435,2,296073,-0.125268976178058,0.127672364395877,0.327178257219886
436,2,296082,-0.134353514259032,0.128589221795429,0.296817796051967
437,2,296198,-0.116948121797991,0.25801083816616,0.650634083250267
438,2,296313,-0.1318981522915,0.150944915776805,0.382812276776593
439,2,297610,-0.165981808814595,0.124720897064306,0.184105238756641
440,2,299553,-0.305030384259281,0.231320666420211,0.188141898940263
441,2,299680,-0.096792179926257,0.124541826318918,0.437569470344188
442,2,299708,-0.0806044135009497,0.124837552434667,0.518909711390142
443,2,299759,-0.0949776069934242,0.124385360090628,0.445630313787809
444,2,300111,-0.122761360827251,0.125187440574804,0.327451549692377
445,2,300931,-0.560548765008891,0.27327873979984,0.0409853191507577
446,2,301710,0.00779308594732048,0.124520734088515,0.950132678291747
447,2,303446,-0.127214137745194,0.125122687594867,0.309985265265286
448,2,303854,-0.111098980489002,0.125190211925049,0.375445524214535
449,2,304472,-0.128165926087461,0.124083351283946,0.302356945357877
450,2,304691,-0.169168820046634,0.12596262145571,0.18013220127222
451,2,308097,-0.026273079327177,0.124945087878363,0.833572797009833
452,2,308989,-0.0357548964687673,0.134767120150986,0.790926487056609
453,2,309402,-0.0626580068172896,0.124147901093486,0.614081296283038
454,2,310030,-0.0868613727794075,0.124804831781547,0.486900794833878
455,2,310113,-0.0874441592234589,0.124455063226826,0.482757953855245
456,2,310972,-0.0917415485347728,0.124635565517877,0.46217182102191
457,2,312659,-0.168964218794317,0.12392140740566,0.173600558928274
458,2,316657,-0.047141320060091,0.14413964816056,0.743821565246628
459,2,316693,-0.197405200911941,0.248766077727104,0.427997825956927
460,2,318265,-0.147909594818924,0.125615520851497,0.239797771873694
461,2,318379,-0.145107420074082,0.125998381975852,0.250239817291349
462,2,321266,-0.198701134672164,0.124943126173356,0.112654979691856
463,2,322957,-0.125747909759122,0.124090359623182,0.311583448200974
464,2,325221,-0.132023028596679,0.124755174000676,0.290661937769505
465,2,332691,-0.153119771166386,0.125962288425506,0.224949630126948
466,2,333006,-0.207610659791783,0.125492205106675,0.0989410145371021
467,2,333887,-0.189773499890142,0.129203276236875,0.142778173005771
468,2,335046,-0.18710908085964,0.124317133026295,0.133193907022953
469,2,335049,-0.203238491814369,0.124777729914915,0.104246539443946
470,2,335995,-0.20495787435301,0.124059433373916,0.0994045176156074
471,2,336060,-0.204624933401838,0.12389264666048,0.099499040664892
472,2,338292,-0.183822532098525,0.123977142707371,0.139042850098247
473,2,339568,-0.222567791354451,0.123985293300241,0.0734907680819889
474,2,340466,-0.259960840954727,0.124864033967283,0.0380668296581775
475,2,342440,-0.0400036485716901,0.221477697918438,0.856768278663551
476,2,342440,-0.136743166383,0.480714813588465,0.776226223213819
477,2,344347,-0.203689861915494,0.13942885392468,0.144935831479284
478,2,348480,-0.22533300265053,0.123784913077805,0.0695509647170145
479,2,350086,-0.237850442278594,0.123724454632443,0.0553573295636028
480,2,351083,-0.180539347627987,0.125610749870759,0.151520780695033
481,2,351335,-0.209682793755416,0.124060749260751,0.0918797344521288
482,2,351417,-0.198076926588048,0.124095037684464,0.111345384767139
483,2,351450,-0.197807447165548,0.124234565619661,0.112232694484284
484,2,352302,-0.18189639868973,0.125291145276538,0.14744824444798
485,2,352469,-0.190125010540528,0.123981642339906,0.126050094123776
486,2,352562,-0.223039774389387,0.124336901773646,0.0736953722395993
487,2,352944,-0.205799980990784,0.124059430198468,0.0980277196675091
488,2,353536,-0.150639352696246,0.130319708435443,0.248495009537594
489,2,353595,0.214085937863567,0.253482012606895,0.398917189475826
490,2,355266,-0.264381925420721,0.123744549011593,0.0333247581485725
491,2,358277,-0.318560266639469,0.123402354036249,0.010240531010744
492,2,358926,-0.325877531895833,0.123533302045673,0.00870943917709117
493,2,358948,-0.318676715841005,0.123626400114207,0.0103498021410336
494,2,359515,-0.249014909011448,0.123890206924817,0.045195389355759
495,2,363190,-0.276829861311075,0.124950617728887,0.027362400511435
496,2,363588,-0.240087220454293,0.125664675643998,0.0568738262579091
497,2,363888,-0.227088930533594,0.124644100001816,0.0693164370834582
498,2,363954,-0.232097578591649,0.124117939041017,0.0623146463011348
499,2,364199,-0.204006914601163,0.124087554632868,0.101054852147067
500,2,365863,-0.26778616944887,0.126762570662652,0.0353452007852142
501,2,365981,-0.255771440280686,0.12634180685588,0.04367743890748
502,2,366047,-0.229557350221329,0.124184924641655,0.0653643960087345
503,2,366936,-0.265884957083981,0.125424704277438,0.0347137379629448
504,2,369530,-0.194316257074019,0.124147397172154,0.118430588499235
505,2,369788,0.045597404607256,0.355963042012982,0.898146028284805
506,2,369931,-0.249182871672184,0.124728926407377,0.0465057812012931
507,2,371033,-0.28373585022428,0.124184197522672,0.0229174152762259
508,2,372919,-0.244344436149158,0.123877976385623,0.0493371285375688
509,2,373518,-0.225338408260932,0.123908946427196,0.0698227117041916
510,2,376157,-0.22205902578767,0.124201703007552,0.0746513406576688
511,2,376172,-0.213418915783697,0.125150189197179,0.0890177756321209
512,2,381364,-0.263016657292706,0.129299418343922,0.0426819182731128
513,2,381368,-0.251812541583343,0.131013416236581,0.0554058451009201
514,2,381433,-0.206387692730688,0.125092479297661,0.0998567801370821
515,2,381922,-0.234304625554577,0.12593322819896,0.0636395989176883
516,2,382146,-0.179606779376187,0.124278259689618,0.149289204964811
517,2,384206,-0.227671649006803,0.12444479811023,0.0681681922756869
518,2,384955,-0.219349315375328,0.124207404695633,0.0782614887360657
519,2,386207,-0.422545945086506,0.179887676933671,0.0193775474489983
520,2,387301,-0.252866559132524,0.124665531796791,0.0432739443907429
521,2,388313,-0.219664056787282,0.124095841556862,0.0775709136115623
522,2,389425,-0.0128376536951045,0.207249762900313,0.950643351550715
523,2,389428,0.0211630591404379,0.20724782827522,0.918723577494309
524,2,390138,-0.243460050483545,0.124360105240814,0.0510524758320674
525,2,391233,-0.190166487629871,0.12532021402741,0.130049482208042
526,2,391319,-0.209240749808338,0.128305479647635,0.103824090435219
527,2,393340,-2.86583306883593,1.65686492057101,0.0845629991709901
528,2,395042,0.114953054301024,0.278215287265904,0.679725447110158
529,2,395228,-0.223768186052208,0.129257522831892,0.0842932163917006
530,2,395606,-0.174944532127568,0.124651302161312,0.161355368461264
531,2,395726,-0.214042710099011,0.124432491482955,0.0862813562119372
532,2,395853,-0.254563721278261,0.124574106260958,0.041747714136862
533,2,396484,-0.226544738275031,0.124170811545665,0.0689276487661988
534,2,396705,-0.201256868034701,0.124233718342688,0.106128272045674
535,2,398759,-0.199895470144616,0.125263110599388,0.11142722026655
536,2,400386,-0.242695567723451,0.124343347832569,0.0517502473373468
537,2,400847,-0.264349667856211,0.124102337670769,0.0338549565012496
538,2,401130,-0.221133865762697,0.125491156793799,0.0789099205131865
539,2,401143,-0.247200537878007,0.125102058203343,0.048934083857972
540,2,401979,-0.254252790453053,0.124983655193425,0.0426696611760965
541,2,403598,-0.273510715954121,0.124198057282042,0.0282962835970128
542,2,404844,-0.267640985171198,0.125640209286819,0.0338446955500885
543,2,405100,-0.245559426639803,0.124604167010133,0.0495373418042922
544,2,405576,-0.199786945623194,0.151408396501632,0.187849305617956
545,2,405578,-0.147098860894133,0.200141221490396,0.462842505077314
546,2,405579,-0.128666864635309,0.154863128200178,0.406624220246894
547,2,405730,-0.666322195640948,0.248863455472574,0.00776474113967569
548,2,406181,-0.25849939066278,0.124611615294236,0.0387627066734061
549,2,406688,-0.267142810682134,0.123831748828389,0.0316562943797853
550,2,407621,-0.294302088883469,0.124687595951598,0.0188027115104936
551,2,409016,-0.213487925971067,0.126416533504844,0.0921473913628042
552,2,410647,-0.220117009925763,0.12452626812762,0.0779857752476877
553,2,418057,-0.229286252704377,0.142577448019866,0.108695806679341
554,2,419803,-0.252902195848731,0.125233044567875,0.0441954950201647
555,2,419943,-0.261403715152537,0.125931686652641,0.0386398600809015
556,2,422349,-0.266019307531353,0.124340373003356,0.0330850946136093
557,2,425467,-0.205156263799405,0.124215648580662,0.0995025730561581
558,2,427842,-0.183598808732434,0.248898257927292,0.461219630403685
559,2,427869,-0.133011152102995,0.248495311566573,0.592802800795114
560,2,429095,-0.110998046650103,0.12529386579985,0.376273599374878
561,2,431266,-0.100854453554484,0.125386548134479,0.421737227018752
562,2,431446,-0.064820004182251,0.125961047201461,0.607152110859883
563,2,432524,-0.0155482493934458,0.12479562240288,0.900919298571921
564,2,434090,-0.133031981614563,0.125749087260118,0.290817103767199
565,2,441927,-0.0650189197997607,0.124552015375556,0.601982263820987
566,2,446471,-0.128359516389099,0.125942381884698,0.308809636574261
567,2,449325,-0.161369019935297,0.125095422013601,0.197906388766235
568,2,449537,-0.167646897080932,0.130308556532792,0.199098498573937
569,2,450017,-0.172015057780895,0.124358103351081,0.167470531752525
570,2,451779,-0.187349157149602,0.124762016376145,0.134080912364702
571,2,451784,-0.191250851473957,0.125198027517158,0.127510676658748
572,2,453525,-0.26882770140565,0.124833177879037,0.0319564737265671
573,2,453768,-0.233383708115217,0.125201646898357,0.0631428425333509
574,2,454027,-0.233510849124159,0.124673786057929,0.0618981429842709
575,2,455029,-0.231807374309309,0.124749207062353,0.0639747393256582
576,2,455247,-0.244642489776265,0.124272619039705,0.0497816343677379
577,2,455272,-0.307826528209342,0.248448225499271,0.216169909393443
578,2,455272,-0.59071592357868,0.282903236545222,0.0375097153633267
579,2,455756,-0.197589702290201,0.133829383358585,0.14072001324449
580,2,457024,-0.204435544266974,0.125399905662178,0.103936621747807
581,2,457298,-0.201750281500184,0.125777323079371,0.109602288566967
582,2,460202,-0.231993111941321,0.125917388081867,0.0662517450572307
583,2,460262,-0.702045216698289,0.713921106641782,0.326101202360666
584,2,460263,-0.219016767588172,0.502830621503104,0.663416636136791
585,2,464079,-0.242259513096448,0.426026335260211,0.569955845910097
586,2,464424,-0.185425540314561,0.125478502026103,0.140367023482936
587,2,465824,-0.14658168167535,0.126863727418728,0.248697385695775
588,2,470145,-0.092491842329597,0.125194995330041,0.46053014442448
589,2,470686,-0.0835388755520474,0.125136798631891,0.504837655057167
590,2,471144,-0.0819906364070975,0.125356131018953,0.513497961351368
591,2,471830,-0.0958679733878908,0.124971048329786,0.443522061488675
592,2,472403,-0.083644796633483,0.125107624665615,0.504198652087106
593,2,473668,-0.117049444121288,0.125858263133805,0.353001448020856
594,2,473888,-0.153003749160991,0.124887661635812,0.221342693000974
595,2,474138,-0.136472342989074,0.126617207186346,0.281843788759542
596,2,474141,-0.136472342989074,0.126617207186346,0.281843788759542
597,2,475703,-0.143435754485253,0.124782169019547,0.251132527603984
598,2,476732,-0.164261220003719,0.124441228581338,0.187693567355985
599,2,477089,-0.127921870399362,0.140548601241522,0.3633585966255
600,2,477272,-0.212583502528326,0.124647388199745,0.0889848206027011
601,2,477273,-0.212583502528326,0.124647388199745,0.0889848206027011
602,2,477508,-0.239804104495851,0.136919785929849,0.0807419937472661
603,2,479414,-0.177146885117701,0.12913430845657,0.170995856744115
604,2,480275,-0.266795244512513,0.124407981926933,0.0326736222264029
605,2,480340,-0.252890777299365,0.126432835218162,0.0462444829054307
606,2,481293,-0.31345910153245,0.13091818264401,0.0171726319487686
607,2,481312,-0.283226684469271,0.12640348380951,0.0256698232666611
608,2,483628,-0.268007997330114,0.124919513527793,0.0325989542222951
609,2,484021,-0.250425631726973,0.124219024980571,0.0445570831497773
610,2,484651,-0.283218098503291,0.126304301823725,0.0255592846072699
611,2,485249,-0.254732082460342,0.124766907940219,0.0419279004989762
612,2,485603,-0.275518670760748,0.123883053327416,0.0267790957566405
613,2,486033,-0.279395746802794,0.124423254289495,0.0253526244229215
614,2,486970,-0.00874876069856878,0.319811698685765,0.978191270727128
615,2,488757,-0.239810461941149,0.125136693703304,0.0561229861752774
616,2,490612,-0.223332545066558,0.124621193637578,0.0739746448775343
617,2,491316,-0.272311481826904,0.126372231198869,0.0318505339235571
618,2,495558,-0.361806350709722,0.126926563327127,0.00462126855831044
619,2,495559,-0.35411540965953,0.126873880190442,0.00553881678975247
620,2,498324,-0.303461816464702,0.127225722057111,0.0175957660343327
621,2,498889,-0.272695956252921,0.130102352949208,0.0367928480794812
622,2,499266,-0.264337377995219,0.130978582157128,0.0443292867238045
623,2,499294,-0.328941504619613,0.134740969178864,0.0151255874745054
624,2,499384,-0.210541271372254,0.147753762771643,0.155056061181326
625,2,500276,-0.340288504091995,0.126815420453723,0.00763233717745071
626,2,500320,-0.307594921093945,0.126839873018574,0.0158067508782495
627,2,500677,-0.30171677827474,0.126953943707775,0.0180064337000066
628,2,501170,-0.335634156968546,0.126192436203893,0.00817758517886191
629,2,501746,-0.315835432488981,0.125599716059435,0.0123599970279329
630,2,505207,-0.296670747747836,0.130610404490246,0.0237232045150123
631,2,505430,-0.696407266735301,0.277623605525926,0.0125736848156831
632,2,507274,-0.328222052692709,0.129648843266671,0.0117868462862564
633,2,507491,-0.320438493996936,0.129707437890557,0.0139653779073542
634,2,510017,-0.326808965147614,0.129063097335178,0.0117690122089413
635,2,510140,-0.315085641658306,0.128963606084195,0.0150464818470769
636,2,517548,-0.257196556025474,0.131150008010904,0.0506547146352439
637,2,517869,-0.255243518565059,0.131438437892579,0.0529414790281069
638,2,518106,-0.253406399951823,0.131871759299015,0.0554594061171938
639,2,518133,-0.281067291622542,0.131580678487997,0.0333600807648225
640,2,518385,-0.222593926068999,0.131329188675433,0.0909703689873724
641,2,518844,-0.246973248741599,0.131205662869677,0.0606126290621593
642,2,523217,-0.214912184401505,0.132421137073678,0.10549389604954
643,2,524731,-0.247220980713466,0.13098216207218,0.0599213054126708
644,2,528468,-0.207895056621899,0.12966778305517,0.109764992671387
645,2,528729,0.240454331395936,0.199942377865714,0.229930154354749
646,2,530047,-0.250795175239337,0.128962797920394,0.0526038406582557
647,2,533672,-0.0728132376555051,0.1310512001342,0.578830067713351
648,2,538868,0.135527322293427,0.130256832366581,0.298837270721473
649,2,538990,0.176730276534824,0.133992264632329,0.188037857551707
650,2,541028,0.206090698320619,0.152444156853956,0.177269838664888
651,2,541047,0.0143061195982579,0.261838327478715,0.956458390867238
652,2,541054,-0.267933435993186,0.327514661619089,0.41386295277184
653,2,542505,-0.00612473554993764,0.129439014706045,0.962286908378616
654,2,544518,0.000825954882778701,0.127318083663409,0.994827557579935
655,2,544904,0.019597614041835,0.128534443277879,0.878903559192467
656,2,544912,0.0169979845438921,0.12831456528933,0.894687077770774
657,2,544962,0.0220397272225563,0.127659550710493,0.863029765065685
658,2,552681,-0.0916225498333272,0.126681772963357,0.470005463416177
659,2,553512,0.0992192955690463,0.207369592103036,0.632614780582857
660,2,553949,-0.091738750284927,0.125639507864639,0.465767886204523
661,2,555320,-0.102357279401867,0.125961840126249,0.416991980000444
662,2,555633,-0.0629261907880838,0.125821454431895,0.617300165526795
663,2,556553,-0.0648886571505231,0.126178399693017,0.607391165883258
664,2,557658,-0.109588213339602,0.125571663536637,0.383411941797201
665,2,558703,-0.095517144713964,0.125188560058278,0.445981195813812
666,2,559798,0.0632206409141158,0.266353670021235,0.812518317303847
