Chromosome_Name,strand,feature_type,gene_class,husinga_classification,systematic_id,common_name,NFR/NDR_Start,NFR/NDR_End,NFR/NDR_Length,nucleosome_stability,TATA_type
CHR4,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YDL010W_NFR/NDR,GRX6,432032.0,432333.0,301.0,fragile,TATA_like
CHR12,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YLR390W-A_NFR/NDR,CCW14,903361.0,903728.0,367.0,stable,TATA_like
CHR13,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YML052W_NFR/NDR,SUR7,170136.0,170402.0,266.0,fragile,TATA_like
CHR5,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YER146W_NFR/NDR,LSM5,461564.0,461927.0,363.0,stable,TATA_like
CHR16,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YPL149W_NFR/NDR,ATG5,270795.0,271288.0,493.0,fragile,TATA_like
CHR10,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YJL148W_NFR/NDR,RPA34,140052.0,140427.0,375.0,fragile,TATA_like
CHR15,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YOR278W_NFR/NDR,HEM4,842638.0,842850.0,212.0,stable,TATA_like
CHR2,+,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YBL043W_NFR/NDR,ECM13,136138.0,136551.0,413.0,stable, 
CHR15,+,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YOL151W_NFR/NDR,GRE2,43376.0,43683.0,307.0,fragile,TATA_box
CHR5,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YER177W_NFR/NDR,BMH1,544932.0,545682.0,750.0,fragile,TATA_like
CHR12,+,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YLR079W_NFR/NDR,SIC1,286579.0,286829.0,250.0,stable,TATA_box
CHR11,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YKL023W_NFR/NDR,nan,393354.0,393755.0,401.0,fragile, 
CHR12,+,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YLR297W_NFR/NDR,nan,723395.0,723777.0,382.0,fragile,TATA_box
CHR14,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YNL217W_NFR/NDR,nan,239937.0,240317.0,380.0,stable,TATA_like
CHR4,+,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YDL124W_NFR/NDR,nan,239426.0,240176.0,750.0,fragile,TATA_box
CHR14,+,02_STM,02a_RSTM_NFR/NDR,TFIID-dominated,YNL289W_NFR/NDR,PCL1,87404.0,87778.0,374.0,fragile,TATA_box
CHR14,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YNL063W_NFR/NDR,MTQ1,507296.0,507657.0,361.0,fragile,TATA_like
CHR8,+,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YHR071W_NFR/NDR,PCL5,235888.0,236638.0,750.0,fragile,TATA_box
CHR12,+,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YLL027W_NFR/NDR,ISA1,86888.0,87240.0,352.0,fragile,TATA_like
CHR16,+,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YPR149W_NFR/NDR,NCE102,829087.0,829750.0,663.0,stable,TATA_box
CHR16,+,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YPR192W_NFR/NDR,AQY1,920858.0,921852.0,994.0,stable, 
CHR4,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YDR472W_NFR/NDR,TRS31,1403067.0,1403315.0,248.0,stable,TATA_like
CHR9,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YIL134W_NFR/NDR,FLX1,97113.0,97416.0,303.0,stable,TATA_like
CHR13,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YMR262W_NFR/NDR,nan,793294.0,793733.0,439.0,stable,TATA_like
CHR7,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YGR079W_NFR/NDR,nan,640353.0,640832.0,479.0,fragile,TATA_like
CHR14,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YNR028W_NFR/NDR,CPR8,675788.0,676160.0,372.0,fragile, 
CHR14,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YNL155W_NFR/NDR,CUZ1,342118.0,342423.0,305.0,stable,TATA_like
CHR11,+,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YKR091W_NFR/NDR,SRL3,611198.0,611484.0,286.0,stable,TATA_like
CHR5,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YER185W_NFR/NDR,PUG1,559037.0,559362.0,325.0,fragile, 
CHR13,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YMR161W_NFR/NDR,HLJ1,577434.0,577717.0,283.0,stable,TATA_like
CHR2,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YBL002W_NFR/NDR,HTB2,235302.0,236052.0,750.0,fragile,TATA_box
CHR6,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YFL031W_NFR/NDR,HAC1,74391.0,75141.0,750.0,fragile,TATA_like
CHR15,+,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YOR120W_NFR/NDR,GCY1,550062.0,551020.0,958.0,stable, 
CHR7,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YGR205W_NFR/NDR,TDA10,908650.0,909109.0,459.0,stable,TATA_like
CHR2,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YBL041W_NFR/NDR,PRE7,140612.0,140955.0,343.0,stable,TATA_like
CHR2,+,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YBR071W_NFR/NDR,nan,379964.0,380268.0,304.0,fragile,TATA_like
CHR4,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YDL127W_NFR/NDR,PCL2,234101.0,234921.0,820.0,stable,TATA_box
CHR9,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YIL019W_NFR/NDR,FAF1,314851.0,315119.0,268.0,fragile,TATA_like
CHR16,+,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YPL111W_NFR/NDR,CAR1,339172.0,339922.0,750.0,fragile,TATA_box
CHR8,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YHL025W_NFR/NDR,SNF6,54587.0,54881.0,294.0,fragile,TATA_like
CHR9,+,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YIL053W_NFR/NDR,GPP1,254228.0,254978.0,750.0,stable,TATA_box
CHR10,+,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YJL088W_NFR/NDR,ARG3,268381.0,268898.0,517.0,fragile,TATA_box
CHR4,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YDR007W_NFR/NDR,TRP1,461318.0,461674.0,356.0,fragile,TATA_box
CHR13,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YMR241W_NFR/NDR,YHM2,751256.0,751815.0,559.0,stable,TATA_like
CHR16,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YPR103W_NFR/NDR,PRE2,731579.0,732329.0,750.0,fragile,TATA_like
CHR15,+,02_STM,02a_RSTM_NFR/NDR,TFIID-dominated,YOR247W_NFR/NDR,SRL1,796831.0,797469.0,638.0,fragile,TATA_like
CHR5,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YER046W_NFR/NDR,SPO73,242092.0,242530.0,438.0,nan, 
CHR10,+,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YJL052W_NFR/NDR,TDH1,337730.0,338225.0,495.0,stable,TATA_like
CHR7,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YGR048W_NFR/NDR,UFD1,589440.0,589802.0,362.0,fragile,TATA_like
CHR10,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YJR148W_NFR/NDR,BAT2,705225.0,705675.0,450.0,fragile,TATA_like
CHR4,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YDL137W_NFR/NDR,ARF2,215702.0,216064.0,362.0,fragile, 
CHR10,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YJR159W_NFR/NDR,SOR1,735224.0,735974.0,750.0,stable, 
CHR10,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YJR147W_NFR/NDR,HMS2,703628.0,704129.0,501.0,fragile,TATA_like
CHR7,+,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YGL157W_NFR/NDR,ARI1,208613.0,208962.0,349.0,fragile,TATA_box
CHR12,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YLR100W_NFR/NDR,ERG27,341362.0,341835.0,473.0,stable,TATA_like
CHR13,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YMR144W_NFR/NDR,FDO1,552793.0,553281.0,488.0,stable,TATA_like
CHR5,+,02_STM,02a_RSTM_NFR/NDR,SAGA-dominated,YER037W_NFR/NDR,PHM8,225067.0,225817.0,750.0,fragile, 
CHR4,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YDR492W_NFR/NDR,IZH1,1434532.0,1434754.0,222.0,fragile,TATA_box
CHR8,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YHR104W_NFR/NDR,GRE3,323100.0,323327.0,227.0,stable,TATA_box
CHR4,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YDR214W_NFR/NDR,AHA1,892001.0,892751.0,750.0,fragile,TATA_like
CHR13,+,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YMR315W_NFR/NDR,nan,902448.0,902766.0,318.0,fragile,TATA_box
CHR10,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YJL133W_NFR/NDR,MRS3,160020.0,160498.0,478.0,fragile,TATA_like
CHR4,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YDR353W_NFR/NDR,TRR1,1182980.0,1183291.0,311.0,stable,TATA_like
CHR16,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YPL239W_NFR/NDR,YAR1,98708.0,99000.0,292.0,fragile,TATA_like
CHR5,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YEL024W_NFR/NDR,RIP1,106884.0,107195.0,311.0,fragile,TATA_like
CHR4,+,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YDR171W_NFR/NDR,HSP42,806249.0,806502.0,253.0,fragile,TATA_box
CHR4,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YDR158W_NFR/NDR,HOM2,769602.0,770352.0,750.0,stable,TATA_like
CHR6,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YFL030W_NFR/NDR,AGX1,76402.0,76726.0,324.0,stable, 
CHR15,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YOR101W_NFR/NDR,RAS1,514418.0,515168.0,750.0,fragile,TATA_like
CHR9,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YIR018W_NFR/NDR,YAP5,384121.0,384646.0,525.0,fragile,TATA_like
CHR7,+,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YGL209W_NFR/NDR,MIG2,95360.0,95783.0,423.0,fragile,TATA_box
CHR12,+,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YLR257W_NFR/NDR,nan,658239.0,658710.0,471.0,fragile,TATA_box
CHR15,+,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YOR084W_NFR/NDR,LPX1,480355.0,480572.0,217.0,nan, 
CHR2,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YBR151W_NFR/NDR,APD1,544474.0,544926.0,452.0,fragile,TATA_like
CHR8,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YHR142W_NFR/NDR,CHS7,382948.0,383225.0,277.0,stable,TATA_like
CHR13,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YMR206W_NFR/NDR,nan,674786.0,675734.0,948.0,stable, 
CHR11,+,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YKR080W_NFR/NDR,MTD1,589794.0,590290.0,496.0,fragile,TATA_like
CHR16,+,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YPL024W_NFR/NDR,RMI1,502752.0,503125.0,373.0,nan,TATA_like
CHR13,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YML131W_NFR/NDR,nan,9867.0,10096.0,229.0,stable,TATA_box
CHR1,+,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YAL060W_NFR/NDR,BDH1,34856.0,35043.0,187.0,stable,TATA_box
CHR7,+,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YGR060W_NFR/NDR,ERG25,609751.0,610501.0,750.0,fragile,TATA_like
CHR12,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YLR220W_NFR/NDR,CCC1,576339.0,576722.0,383.0,fragile,TATA_box
CHR2,+,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YBR085W_NFR/NDR,AAC3,415419.0,415913.0,494.0,fragile,TATA_like
CHR1,+,02_STM,02a_RSTM_NFR/NDR,TFIID-dominated,YAL003W_NFR/NDR,EFB1,141452.0,142202.0,750.0,fragile,TATA_like
CHR11,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YKL216W_NFR/NDR,URA1,24843.0,25204.0,361.0,fragile,TATA_box
CHR14,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YNL006W_NFR/NDR,LST8,619716.0,620080.0,364.0,fragile,TATA_like
CHR4,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YDR044W_NFR/NDR,HEM13,545707.0,546457.0,750.0,fragile,TATA_box
CHR15,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YOR184W_NFR/NDR,SER1,678981.0,679310.0,329.0,fragile, 
CHR12,+,02_STM,02a_RSTM_NFR/NDR,SAGA-dominated,YLR438W_NFR/NDR,CAR2,1011979.0,1012487.0,508.0,fragile,TATA_box
CHR13,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YMR017W_NFR/NDR,SPO20,307029.0,307391.0,362.0,stable, 
CHR4,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YDR265W_NFR/NDR,PEX10,998330.0,998685.0,355.0,stable,TATA_like
CHR14,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YNR034W_NFR/NDR,SOL1,689936.0,690246.0,310.0,fragile,TATA_like
CHR2,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YBL032W_NFR/NDR,HEK2,159665.0,160150.0,485.0,fragile,TATA_like
CHR4,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YDL129W_NFR/NDR,nan,230657.0,230945.0,288.0,fragile,TATA_like
CHR4,+,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YDL182W_NFR/NDR,LYS20,132657.0,133407.0,750.0,fragile,TATA_box
CHR9,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YIL050W_NFR/NDR,PCL7,258297.0,258636.0,339.0,fragile,TATA_box
CHR16,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YPR127W_NFR/NDR,nan,789547.0,789929.0,382.0,nan,TATA_box
CHR14,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YNL234W_NFR/NDR,nan,209825.0,210211.0,386.0,fragile,TATA_like
CHR15,+,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YOR303W_NFR/NDR,CPA1,881969.0,882943.0,974.0,fragile, 
CHR11,+,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YKL085W_NFR/NDR,MDH1,278789.0,279037.0,248.0,fragile,TATA_box
CHR4,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YDL168W_NFR/NDR,SFA1,159286.0,159557.0,271.0,stable,TATA_like
CHR3,+,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YCR012W_NFR/NDR,PGK1,136925.0,137675.0,750.0,fragile,TATA_box
CHR12,+,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YLR056W_NFR/NDR,ERG3,253452.0,253762.0,310.0,fragile,TATA_like
CHR4,+,02_STM,02a_RSTM_NFR/NDR,TFIID-dominated,YDR077W_NFR/NDR,SED1,599601.0,600765.0,1164.0,fragile,TATA_box
CHR1,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YAL012W_NFR/NDR,CYS3,130458.0,130769.0,311.0,fragile,TATA_like
CHR11,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YKL120W_NFR/NDR,OAC1,216911.0,217284.0,373.0,fragile,TATA_box
CHR15,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YOR183W_NFR/NDR,FYV12,678981.0,679310.0,329.0,nan,TATA_box
CHR16,+,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YPL014W_NFR/NDR,CIP1,527117.0,527512.0,395.0,stable,TATA_box
CHR8,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YHL004W_NFR/NDR,MRP4,98734.0,99175.0,441.0,fragile,TATA_like
CHR5,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YER034W_NFR/NDR,nan,221486.0,221847.0,361.0,nan, 
CHR8,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YHR179W_NFR/NDR,OYE2,462016.0,462431.0,415.0,fragile,TATA_box
CHR15,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YOR319W_NFR/NDR,HSH49,912312.0,912483.0,171.0,nan,TATA_like
CHR16,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YPL003W_NFR/NDR,ULA1,551671.0,552017.0,346.0,fragile,TATA_like
CHR7,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YGR142W_NFR/NDR,BTN2,771956.0,772320.0,364.0,fragile,TATA_box
CHR9,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YIL122W_NFR/NDR,POG1,129904.0,130300.0,396.0,fragile,TATA_like
CHR16,+,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YPL054W_NFR/NDR,LEE1,454863.0,455613.0,750.0,stable, 
CHR4,+,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YDR222W_NFR/NDR,nan,909380.0,910042.0,662.0,nan,TATA_box
CHR2,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YBR161W_NFR/NDR,CSH1,560975.0,561590.0,615.0,fragile,TATA_like
CHR5,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YER178W_NFR/NDR,PDA1,546563.0,546832.0,269.0,fragile,TATA_like
CHR16,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YPL048W_NFR/NDR,CAM1,464113.0,464360.0,247.0,fragile,TATA_like
CHR14,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YNL042W_NFR/NDR,BOP3,547626.0,547947.0,321.0,stable,TATA_like
CHR15,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YOR025W_NFR/NDR,HST3,377791.0,378245.0,454.0,nan,TATA_box
CHR4,+,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YDL022W_NFR/NDR,GPD1,411263.0,411716.0,453.0,fragile,TATA_box
CHR15,+,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YOL058W_NFR/NDR,ARG1,218679.0,219261.0,582.0,fragile,TATA_like
CHR8,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YHR068W_NFR/NDR,DYS1,231827.0,232111.0,284.0,stable,TATA_like
CHR4,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YDR527W_NFR/NDR,RBA50,1490758.0,1491111.0,353.0,fragile, 
CHR4,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YDR448W_NFR/NDR,ADA2,1355691.0,1356057.0,366.0,fragile,TATA_box
CHR14,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YNR017W_NFR/NDR,TIM23,661943.0,662390.0,447.0,fragile,TATA_like
CHR15,+,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YOR302W_NFR/NDR,nan,881969.0,882727.0,758.0,nan,TATA_like
CHR5,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YER095W_NFR/NDR,RAD51,349671.0,349930.0,259.0,stable, 
CHR4,+,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YDL131W_NFR/NDR,LYS21,226935.0,227256.0,321.0,fragile,TATA_box
CHR15,+,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YOR136W_NFR/NDR,IDH2,579890.0,580065.0,175.0,fragile,TATA_box
CHR5,+,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YER020W_NFR/NDR,GPA2,194863.0,195165.0,302.0,stable,TATA_box
CHR11,+,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YKR013W_NFR/NDR,PRY2,463452.0,463764.0,312.0,stable,TATA_box
CHR15,+,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YOR107W_NFR/NDR,RGS2,520425.0,521051.0,626.0,fragile,TATA_box
CHR13,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YMR009W_NFR/NDR,ADI1,282840.0,283095.0,255.0,stable,TATA_box
CHR11,+,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YKL043W_NFR/NDR,PHD1,355966.0,356474.0,508.0,fragile,TATA_box
CHR16,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YPL060W_NFR/NDR,MFM1,434070.0,434337.0,267.0,stable, 
CHR7,+,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YGR254W_NFR/NDR,ENO1,1000717.0,1001024.0,307.0,stable,TATA_box
CHR10,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YJR117W_NFR/NDR,STE24,641708.0,642033.0,325.0,fragile,TATA_like
CHR16,+,02_STM,02a_RSTM_NFR/NDR,SAGA-dominated,YPR065W_NFR/NDR,ROX1,678791.0,679541.0,750.0,stable,TATA_like
CHR11,+,02_STM,02a_RSTM_NFR/NDR,TFIID-dominated,YKR042W_NFR/NDR,UTH1,518591.0,519341.0,750.0,fragile,TATA_box
CHR4,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YDL147W_NFR/NDR,RPN5,190580.0,190915.0,335.0,fragile,TATA_like
CHR1,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YAL061W_NFR/NDR,BDH2,32899.0,33367.0,468.0,fragile, 
CHR1,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YAR071W_NFR/NDR,PHO11,224640.0,225390.0,750.0,stable, 
CHR8,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YHR215W_NFR/NDR,PHO12,551279.0,552029.0,750.0,stable, 
CHR12,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YLR180W_NFR/NDR,SAM1,514757.0,515184.0,427.0,fragile,TATA_like
CHR15,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YOR272W_NFR/NDR,YTM1,832433.0,832797.0,364.0,fragile,TATA_like
CHR5,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YER081W_NFR/NDR,SER3,321866.0,322616.0,750.0,nan,TATA_box
CHR5,+,02_STM,02a_RSTM_NFR/NDR,SAGA-dominated,YEL040W_NFR/NDR,UTR2,77622.0,78150.0,528.0,fragile,TATA_box
CHR4,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YDL133W_NFR/NDR,SRF1,222017.0,222316.0,299.0,fragile, 
CHR7,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YGL012W_NFR/NDR,ERG4,472397.0,472834.0,437.0,fragile,TATA_like
CHR12,+,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YLR142W_NFR/NDR,PUT1,424877.0,425265.0,388.0,fragile,TATA_box
CHR10,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YJR006W_NFR/NDR,POL31,448954.0,449224.0,270.0,fragile,TATA_like
CHR4,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YDR047W_NFR/NDR,HEM12,550678.0,551428.0,750.0,fragile,TATA_like
CHR13,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YMR043W_NFR/NDR,MCM1,353090.0,353534.0,444.0,stable,TATA_like
CHR15,+,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YOR230W_NFR/NDR,WTM1,769914.0,770664.0,750.0,stable,TATA_like
CHR15,+,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YOL059W_NFR/NDR,GPD2,216688.0,217156.0,468.0,stable,TATA_like
CHR8,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YHR033W_NFR/NDR,nan,175354.0,175549.0,195.0,stable, 
CHR2,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YBR207W_NFR/NDR,FTH1,634826.0,635122.0,296.0,fragile,TATA_like
CHR10,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YJR146W_NFR/NDR,nan,703628.0,704129.0,501.0,nan, 
CHR14,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YNL078W_NFR/NDR,NIS1,479134.0,479602.0,468.0,stable,TATA_like
CHR15,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YOR212W_NFR/NDR,STE4,742039.0,742789.0,750.0,fragile,TATA_like
CHR16,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YPR124W_NFR/NDR,CTR1,785796.0,786058.0,262.0,fragile,TATA_like
CHR16,+,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YPL061W_NFR/NDR,ALD6,432346.0,432630.0,284.0,stable,TATA_box
CHR14,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YNL071W_NFR/NDR,LAT1,491210.0,491483.0,273.0,stable,TATA_like
CHR12,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YLR113W_NFR/NDR,HOG1,370673.0,371423.0,750.0,nan,TATA_like
CHR10,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YJL213W_NFR/NDR,nan,31123.0,31906.0,783.0,stable,TATA_box
CHR4,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YDL047W_NFR/NDR,SIT4,368564.0,369314.0,750.0,fragile,TATA_like
CHR16,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YPR001W_NFR/NDR,CIT3,555512.0,556262.0,750.0,nan, 
CHR4,+,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YDR124W_NFR/NDR,nan,699496.0,699830.0,334.0,nan, 
CHR3,+,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YCL040W_NFR/NDR,GLK1,50433.0,50787.0,354.0,fragile,TATA_box
CHR4,+,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YDL170W_NFR/NDR,UGA3,155877.0,156343.0,466.0,fragile,TATA_like
