seq_id,source,type,start,end,score,strand,phase,attributes,locus_id
chrIV,Xu_2009_CUTs,transcript,57032,57336,.,+,.,ID=ST0365;Name=CUT049;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST4020;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT049
chrIV,Xu_2009_CUTs,transcript,65044,65948,.,-,.,ID=ST4024;Name=CUT470;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT470
chrIV,Xu_2009_CUTs,transcript,73600,74784,.,+,.,ID=ST0368;Name=CUT050;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT050
chrIV,Xu_2009_CUTs,transcript,89524,89844,.,-,.,ID=ST4032;Name=CUT471;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT471
chrIV,Xu_2009_CUTs,transcript,98860,99316,.,-,.,ID=ST4035;Name=CUT472;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST0377;initiates_from_3NFR_of_and_same_strand_to=NA,CUT472
chrIV,Xu_2009_CUTs,transcript,115164,116100,.,-,.,ID=ST4040;Name=CUT473;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST0382;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT473
chrIV,Xu_2009_CUTs,transcript,132316,132644,.,-,.,ID=ST4046;Name=CUT474;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT474
chrIV,Xu_2009_CUTs,transcript,134340,134732,.,-,.,ID=ST4047;Name=CUT475;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT475
chrIV,Xu_2009_CUTs,transcript,138364,139348,.,-,.,ID=ST4049;Name=CUT476;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT476
chrIV,Xu_2009_CUTs,transcript,163432,163752,.,+,.,ID=ST0395;Name=CUT051;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST4056;initiates_from_3NFR_of_and_same_strand_to=NA,CUT051
chrIV,Xu_2009_CUTs,transcript,187684,187852,.,-,.,ID=ST4062;Name=CUT477;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT477
chrIV,Xu_2009_CUTs,transcript,192400,192568,.,+,.,ID=ST0406;Name=CUT052;end_confidence=mappedNone;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT052
chrIV,Xu_2009_CUTs,transcript,194148,194396,.,-,.,ID=ST4064;Name=CUT478;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT478
chrIV,Xu_2009_CUTs,transcript,215380,215796,.,-,.,ID=ST4070;Name=CUT479;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST0411;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT479
chrIV,Xu_2009_CUTs,transcript,215796,216588,.,-,.,ID=ST4071;Name=CUT480;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT480
chrIV,Xu_2009_CUTs,transcript,247781,248021,.,-,.,ID=ST4080;Name=CUT481;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST0425;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT481
chrIV,Xu_2009_CUTs,transcript,292261,292573,.,-,.,ID=ST4093;Name=CUT482;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST0435;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT482
chrIV,Xu_2009_CUTs,transcript,300161,300545,.,+,.,ID=ST0437;Name=CUT053;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT053
chrIV,Xu_2009_CUTs,transcript,303837,304845,.,-,.,ID=ST4100;Name=CUT483;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST0440;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST0439;initiates_from_3NFR_of_and_same_strand_to=NA,CUT483
chrIV,Xu_2009_CUTs,transcript,309525,309717,.,-,.,ID=ST4102;Name=CUT484;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT484
chrIV,Xu_2009_CUTs,transcript,310457,311153,.,+,.,ID=ST0442;Name=CUT054;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST4103;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT054
chrIV,Xu_2009_CUTs,transcript,329585,329697,.,+,.,ID=ST0449;Name=CUT055;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT055
chrIV,Xu_2009_CUTs,transcript,340245,340405,.,-,.,ID=ST4116;Name=CUT485;end_confidence=mappedNone;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT485
chrIV,Xu_2009_CUTs,transcript,345077,345445,.,-,.,ID=ST4119;Name=CUT486;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST0455;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT486
chrIV,Xu_2009_CUTs,transcript,352269,352621,.,-,.,ID=ST4120;Name=CUT487;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST0457;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT487
chrIV,Xu_2009_CUTs,transcript,356909,357141,.,-,.,ID=ST4122;Name=CUT488;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT488
chrIV,Xu_2009_CUTs,transcript,368261,368429,.,-,.,ID=ST4128;Name=CUT489;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT489
chrIV,Xu_2009_CUTs,transcript,407408,407592,.,-,.,ID=ST4142;Name=CUT490;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST0466;shares_5NFR_in_tandem_with=ST4141;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT490
chrIV,Xu_2009_CUTs,transcript,413572,413948,.,+,.,ID=ST0468;Name=CUT056;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT056
chrIV,Xu_2009_CUTs,transcript,413840,414800,.,-,.,ID=ST4145;Name=CUT491;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST0469;initiates_from_3NFR_of_and_same_strand_to=ST4146,CUT491
chrIV,Xu_2009_CUTs,transcript,417276,417636,.,+,.,ID=ST0470;Name=CUT057;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST4146;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT057
chrIV,Xu_2009_CUTs,transcript,421940,422532,.,+,.,ID=ST0471;Name=CUT058;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST4147;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT058
chrIV,Xu_2009_CUTs,transcript,423724,424100,.,+,.,ID=ST0472;Name=CUT059;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT059
chrIV,Xu_2009_CUTs,transcript,428464,428728,.,-,.,ID=ST4150;Name=CUT492;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST0475;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT492
chrIV,Xu_2009_CUTs,transcript,442628,442844,.,+,.,ID=ST0480;Name=CUT060;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=ST0481;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT060
chrIV,Xu_2009_CUTs,transcript,453828,454068,.,+,.,ID=ST0485;Name=CUT061;end_confidence=mappedNone;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT061
chrIV,Xu_2009_CUTs,transcript,470536,470776,.,-,.,ID=ST4161;Name=CUT493;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT493
chrIV,Xu_2009_CUTs,transcript,482605,483813,.,+,.,ID=ST0496;Name=CUT062;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST4164;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST4165;initiates_from_3NFR_of_and_same_strand_to=NA,CUT062
chrIV,Xu_2009_CUTs,transcript,486117,486405,.,+,.,ID=ST0498;Name=CUT063;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT063
chrIV,Xu_2009_CUTs,transcript,501677,502365,.,+,.,ID=ST0503;Name=CUT064;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT064
chrIV,Xu_2009_CUTs,transcript,505378,506538,.,-,.,ID=ST4174;Name=CUT494;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT494
chrIV,Xu_2009_CUTs,transcript,542549,543245,.,+,.,ID=ST0512;Name=CUT065;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST4180;initiates_from_3NFR_of_and_same_strand_to=NA,CUT065
chrIV,Xu_2009_CUTs,transcript,547665,547801,.,-,.,ID=ST4182;Name=CUT495;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT495
chrIV,Xu_2009_CUTs,transcript,555409,555649,.,-,.,ID=ST4185;Name=CUT496;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT496
chrIV,Xu_2009_CUTs,transcript,556513,556673,.,-,.,ID=ST4187;Name=CUT497;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST0517;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT497
chrIV,Xu_2009_CUTs,transcript,562513,562857,.,-,.,ID=ST4191;Name=CUT498;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT498
chrIV,Xu_2009_CUTs,transcript,563197,563461,.,+,.,ID=ST0518;Name=CUT066;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT066
chrIV,Xu_2009_CUTs,transcript,578425,578985,.,-,.,ID=ST4196;Name=CUT499;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT499
chrIV,Xu_2009_CUTs,transcript,587973,588661,.,+,.,ID=ST0528;Name=CUT067;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST4199;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT067
chrIV,Xu_2009_CUTs,transcript,598426,598882,.,-,.,ID=ST4204;Name=CUT500;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT500
chrIV,Xu_2009_CUTs,transcript,602938,603242,.,-,.,ID=ST4207;Name=CUT501;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT501
chrIV,Xu_2009_CUTs,transcript,620811,621067,.,-,.,ID=ST4215;Name=CUT502;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT502
chrIV,Xu_2009_CUTs,transcript,629443,630691,.,-,.,ID=ST4219;Name=CUT503;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT503
chrIV,Xu_2009_CUTs,transcript,687251,687859,.,-,.,ID=ST4232;Name=CUT504;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST0551;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT504
chrIV,Xu_2009_CUTs,transcript,690227,690483,.,-,.,ID=ST4233;Name=CUT505;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT505
chrIV,Xu_2009_CUTs,transcript,703363,703835,.,-,.,ID=ST4237;Name=CUT506;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT506
chrIV,Xu_2009_CUTs,transcript,703835,704187,.,-,.,ID=ST4238;Name=CUT507;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST0556;initiates_from_3NFR_of_and_same_strand_to=NA,CUT507
chrIV,Xu_2009_CUTs,transcript,715647,716191,.,+,.,ID=ST0559;Name=CUT068;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST4239;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT068
chrIV,Xu_2009_CUTs,transcript,727863,728159,.,+,.,ID=ST0562;Name=CUT069;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT069
chrIV,Xu_2009_CUTs,transcript,750915,751347,.,-,.,ID=ST4251;Name=CUT508;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT508
chrIV,Xu_2009_CUTs,transcript,768107,768371,.,-,.,ID=ST4255;Name=CUT509;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT509
chrIV,Xu_2009_CUTs,transcript,769699,770203,.,-,.,ID=ST4257;Name=CUT510;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT510
chrIV,Xu_2009_CUTs,transcript,781235,781355,.,-,.,ID=ST4259;Name=CUT511;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST0575;shares_5NFR_in_tandem_with=ST4258;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT511
chrIV,Xu_2009_CUTs,transcript,784267,784435,.,-,.,ID=ST4261;Name=CUT512;end_confidence=mappedNone;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT512
chrIV,Xu_2009_CUTs,transcript,784435,784643,.,-,.,ID=ST4262;Name=CUT513;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST0576;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT513
chrIV,Xu_2009_CUTs,transcript,791959,792111,.,+,.,ID=ST0579;Name=CUT070;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT070
chrIV,Xu_2009_CUTs,transcript,794487,795255,.,+,.,ID=ST0580;Name=CUT071;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST4264;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT071
chrIV,Xu_2009_CUTs,transcript,795255,796071,.,+,.,ID=ST0581;Name=CUT072;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT072
chrIV,Xu_2009_CUTs,transcript,831564,831756,.,-,.,ID=ST4271;Name=CUT514;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST0592;shares_5NFR_in_tandem_with=ST4270;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT514
chrIV,Xu_2009_CUTs,transcript,892028,892444,.,-,.,ID=ST4282;Name=CUT515;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT515
