SNP,Chr,Pos,Effect,SE,FMP45_MID2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
97,1,130267,-0.0724613920192481,0.0898651167297667,0.420592577912155,YAL013W,DEP1,SGDID:S000000011,ORF,Verified ORF,"""Component of the Rpd3L histone deacetylase complex; required for diauxic shift-induced histone H2B deposition onto rDNA genes; transcriptional modulator involved in regulation of structural phospholipid biosynthesis genes and metabolically unrelated genes ; as well as maintenance of telomeres ; mating efficiency ; and sporulation""",Verified ORF
98,1,130271,-0.0717402232281738,0.0899736083350706,0.425785290136146,YAL013W,DEP1,SGDID:S000000011,ORF,Verified ORF,"""Component of the Rpd3L histone deacetylase complex; required for diauxic shift-induced histone H2B deposition onto rDNA genes; transcriptional modulator involved in regulation of structural phospholipid biosynthesis genes and metabolically unrelated genes ; as well as maintenance of telomeres ; mating efficiency ; and sporulation""",Verified ORF
99,1,130613,-0.0649548897787853,0.0908303793700097,0.475005760507829,YAL012W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
100,1,132012,-0.119147332466548,0.0904812546653691,0.188753914383421,YAL011W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
101,1,133231,-0.17501483084659,0.0895765476246515,0.0515140850380447,YAL011W,SWC3,SGDID:S000000009,ORF,Verified ORF,"""Protein of unknown function; component of the SWR1 complex ; which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A; required for formation of nuclear-associated array of smooth endoplasmic reticulum known as karmellae""",Verified ORF
102,1,137074,-0.220869341171844,0.0891598502258707,0.0137082491264165,YAL008W,FUN14,SGDID:S000000006,ORF,Verified ORF,"""Integral mitochondrial outer membrane (MOM) protein; dosage suppressor of an MDM10 null that reduces ERMES-related phenotypes ; such as alterations in mitochondrial morphology ; protein complex assembly ; and lipid profile; dosage suppressor of MDM12 ; MDM34 ; and MMM1 null mutant growth defects; novel mechanism of MOM import involving Tom70p ; the TOM complex ; and the TIM23 complex ; requiring mitochondrial membrane potential and processing by the IMP complex for correct biogenesis""",Verified ORF
103,1,137304,-0.192111320786037,0.0893797888837509,0.0322833931345309,YAL008W,FUN14,SGDID:S000000006,ORF,Verified ORF,"""Integral mitochondrial outer membrane (MOM) protein; dosage suppressor of an MDM10 null that reduces ERMES-related phenotypes ; such as alterations in mitochondrial morphology ; protein complex assembly ; and lipid profile; dosage suppressor of MDM12 ; MDM34 ; and MMM1 null mutant growth defects; novel mechanism of MOM import involving Tom70p ; the TOM complex ; and the TIM23 complex ; requiring mitochondrial membrane potential and processing by the IMP complex for correct biogenesis""",Verified ORF
104,1,139686,-0.171940542022803,0.0896149241071113,0.0558336343057754,YAL005C,SSA1,SGDID:S000000004,ORF,Verified ORF,"""ATPase involved in protein folding and NLS-directed nuclear transport; member of HSP70 family; required for ubiquitin-dependent degradation of short-lived proteins; forms chaperone complex with Ydj1p; localized to nucleus ; cytoplasm ; cell wall; 98% identical to paralog Ssa2p with different functional specificity in propagation of yeast [URE3] prions ; vacuolar-mediated degradations of gluconeogenesis enzymes; general targeting factor of Hsp104p to prion fibrils""",Verified ORF
105,1,149562,-0.140106520117292,0.0899780079347913,0.120338150830287,YAL001C,TFC3,SGDID:S000000001,ORF,Verified ORF,"""Subunit of RNA polymerase III transcription initiation factor complex; part of TauB domain of TFIIIC that binds DNA at BoxB promoter sites of tRNA and similar genes; cooperates with Tfc6p in DNA binding; largest of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); colocalizes with condensin at pol III genes and several ETC (extra TFIIIC) sites; may have a role in recruiting or stabilizing Scc2/4 and condensin on chromosomes""",Verified ORF
106,1,150447,-0.150211379588925,0.0909372022794099,0.0994616080344925,YAL001C,TFC3,SGDID:S000000001,ORF,Verified ORF,"""Subunit of RNA polymerase III transcription initiation factor complex; part of TauB domain of TFIIIC that binds DNA at BoxB promoter sites of tRNA and similar genes; cooperates with Tfc6p in DNA binding; largest of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); colocalizes with condensin at pol III genes and several ETC (extra TFIIIC) sites; may have a role in recruiting or stabilizing Scc2/4 and condensin on chromosomes""",Verified ORF
107,1,151446,-0.45811262253003,0.181765771661367,0.0121642552317614,YAL001C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
108,1,154084,-0.128437720139181,0.091314479588196,0.160442739371028,YAR002C-A,ERP1,SGDID:S000002129,ORF,Verified ORF,"""Member of the p24 family involved in ER to Golgi transport; role in misfolded protein quality control; forms heterotrimeric complex with Erp2p ; Emp24p ; and Erv25p; localized to COPII-coated vesicles; ERP1 has a paralog ; ERP6 ; that arose from the whole genome duplication""",Verified ORF
109,1,156633,-0.160923362833596,0.0924294173974861,0.0825477188347893,YAR003W,SWD1,SGDID:S000000064,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the COMPASS (Set1C) complex; COMPASS methylates histone H3 on lysine 4 and is required in transcriptional silencing near telomeres; WD40 beta propeller superfamily member with similarity to mammalian Rbbp7""",Verified ORF
110,1,157269,-0.144034260936507,0.0895806486740272,0.108757111228123,YAR007C,RFA1,SGDID:S000000065,ORF,Verified ORF,"""Subunit of heterotrimeric Replication Protein A (RPA); RPA is a highly conserved single-stranded DNA binding protein involved in DNA replication ; repair ; and recombination; RPA protects against inappropriate telomere recombination ; and upon telomere uncapping ; prevents cell proliferation by a checkpoint-independent pathway; role in DNA catenation/decatenation pathway of chromosome disentangling; relocalizes to the cytosol in response to hypoxia""",Verified ORF
111,1,160054,-0.131223859022925,0.0904931507417054,0.147919336920684,ARS109,ARS101,SGDID:S000077372,Other features,Replication,"""ARS containing multiple redundant ORC binding sites; ORC is the acronym for origin recognition complex""",ARS
112,1,166222,-0.122993738291701,0.0898528261120665,0.171921105504259,tA(UGC)A_NFR/NDR,,,Promoter,Promoter,,Promoter
113,1,166416,-0.117585500845741,0.0896899919262131,0.19070272188801,YAR010C,YAR010C,SGDID:S000000068,Close to 3'-UTR,Close to 3'-UTR,"""Retrotransposon TYA Gag gene co-transcribed with TYB Pol; Gag processing produces capsid proteins; in YARCTy1-1 TYB is mutant and probably non-functional""",transposable_element_gene
114,1,167326,-0.12636808301458,0.0901684833467477,0.161953292037192,YAR014C,BUD14,SGDID:S000000069,ORF,Verified ORF,"""Protein involved in bud-site selection; Bud14p-Glc7p complex is a cortical regulator of dynein; forms a complex with Kel1p and Kel2p that regulates Bnr1p (formin) to affect actin cable assembly ; cytokinesis ; and polarized growth; diploid mutants display a random budding pattern instead of the wild-type bipolar pattern; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
115,1,168836,-0.043992546934541,0.0899600279787257,0.625128918804214,YAR014C,BUD14,SGDID:S000000069,ORF,Verified ORF,"""Protein involved in bud-site selection; Bud14p-Glc7p complex is a cortical regulator of dynein; forms a complex with Kel1p and Kel2p that regulates Bnr1p (formin) to affect actin cable assembly ; cytokinesis ; and polarized growth; diploid mutants display a random budding pattern instead of the wild-type bipolar pattern; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
116,1,171200,-0.0749266601249056,0.0900369878242959,0.405871970305061,YAR018C,KIN3,SGDID:S000000071,ORF,Verified ORF,"""Nonessential serine/threonine protein kinase; possible role in DNA damage response; influences tolerance to high levels of ethanol""",Verified ORF
117,1,171431,-0.0860854715213609,0.0905720994404802,0.342527092814266,YAR018C,KIN3,SGDID:S000000071,ORF,Verified ORF,"""Nonessential serine/threonine protein kinase; possible role in DNA damage response; influences tolerance to high levels of ethanol""",Verified ORF
118,1,173339,-0.0812012585876764,0.0898788185796164,0.366901800791152,YAR019C,CDC15,SGDID:S000000072,ORF,Verified ORF,"""Hippo-like kinase of the Mitotic Exit Network; promotes exit by activating the Dbf2p kinase; component of a non-canonical Hippo pathway with Sps1p required for prospore membrane closure ; spindle disassembly and sustained release of Cdc14p during meiotic anaphase II; complexes with Sps1p and contributes to its phosphorylation; phosphorylates the RNAPII CTD during mitosis; localizes to the bud neck and SPB during anaphase and telophase; relocalizes to the cytoplasm upon DNA replication stress""",Verified ORF
119,1,173845,-0.085652147615633,0.0897924277974433,0.340791782941326,YAR019C,CDC15,SGDID:S000000072,ORF,Verified ORF,"""Hippo-like kinase of the Mitotic Exit Network; promotes exit by activating the Dbf2p kinase; component of a non-canonical Hippo pathway with Sps1p required for prospore membrane closure ; spindle disassembly and sustained release of Cdc14p during meiotic anaphase II; complexes with Sps1p and contributes to its phosphorylation; phosphorylates the RNAPII CTD during mitosis; localizes to the bud neck and SPB during anaphase and telophase; relocalizes to the cytoplasm upon DNA replication stress""",Verified ORF
120,1,175121,-0.0575723552094587,0.0896774791982427,0.521294106805372,YAR019C,CDC15,SGDID:S000000072,ORF,Verified ORF,"""Hippo-like kinase of the Mitotic Exit Network; promotes exit by activating the Dbf2p kinase; component of a non-canonical Hippo pathway with Sps1p required for prospore membrane closure ; spindle disassembly and sustained release of Cdc14p during meiotic anaphase II; complexes with Sps1p and contributes to its phosphorylation; phosphorylates the RNAPII CTD during mitosis; localizes to the bud neck and SPB during anaphase and telophase; relocalizes to the cytoplasm upon DNA replication stress""",Verified ORF
121,1,175281,-0.0614536551892829,0.0897465012557034,0.493952871846671,YAR019W-A,YAR019W-A,SGDID:S000028735,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps ORF CDC15/YAR019C""",Dubious ORF
122,1,175315,-0.0640916675103997,0.0897129834038289,0.475447107092125,YAR019W-A,YAR019W-A,SGDID:S000028735,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps ORF CDC15/YAR019C""",Dubious ORF
123,1,175523,-0.0741066261890702,0.0902002939612015,0.411871340718763,YAR019C,CDC15,SGDID:S000000072,Close to 3'-UTR,Close to 3'-UTR,"""Hippo-like kinase of the Mitotic Exit Network; promotes exit by activating the Dbf2p kinase; component of a non-canonical Hippo pathway with Sps1p required for prospore membrane closure ; spindle disassembly and sustained release of Cdc14p during meiotic anaphase II; complexes with Sps1p and contributes to its phosphorylation; phosphorylates the RNAPII CTD during mitosis; localizes to the bud neck and SPB during anaphase and telophase; relocalizes to the cytoplasm upon DNA replication stress""",Verified ORF
124,1,175541,-0.0629494667334912,0.0898555713328785,0.484037416830683,YAR019C,CDC15,SGDID:S000000072,Close to 3'-UTR,Close to 3'-UTR,"""Hippo-like kinase of the Mitotic Exit Network; promotes exit by activating the Dbf2p kinase; component of a non-canonical Hippo pathway with Sps1p required for prospore membrane closure ; spindle disassembly and sustained release of Cdc14p during meiotic anaphase II; complexes with Sps1p and contributes to its phosphorylation; phosphorylates the RNAPII CTD during mitosis; localizes to the bud neck and SPB during anaphase and telophase; relocalizes to the cytoplasm upon DNA replication stress""",Verified ORF
125,1,175653,-0.0588340248045179,0.0901481735985532,0.514415168953418,YAR019C,CDC15,SGDID:S000000072,Close to 3'-UTR,Close to 3'-UTR,"""Hippo-like kinase of the Mitotic Exit Network; promotes exit by activating the Dbf2p kinase; component of a non-canonical Hippo pathway with Sps1p required for prospore membrane closure ; spindle disassembly and sustained release of Cdc14p during meiotic anaphase II; complexes with Sps1p and contributes to its phosphorylation; phosphorylates the RNAPII CTD during mitosis; localizes to the bud neck and SPB during anaphase and telophase; relocalizes to the cytoplasm upon DNA replication stress""",Verified ORF
126,1,175805,-0.178658981295885,0.0948288291575226,0.0603844964589088,YAR019C,CDC15,SGDID:S000000072,Close to 3'-UTR,Close to 3'-UTR,"""Hippo-like kinase of the Mitotic Exit Network; promotes exit by activating the Dbf2p kinase; component of a non-canonical Hippo pathway with Sps1p required for prospore membrane closure ; spindle disassembly and sustained release of Cdc14p during meiotic anaphase II; complexes with Sps1p and contributes to its phosphorylation; phosphorylates the RNAPII CTD during mitosis; localizes to the bud neck and SPB during anaphase and telophase; relocalizes to the cytoplasm upon DNA replication stress""",Verified ORF
127,1,175818,-0.131861538671985,0.0928500234472469,0.156444784460628,YAR019C,CDC15,SGDID:S000000072,Close to 3'-UTR,Close to 3'-UTR,"""Hippo-like kinase of the Mitotic Exit Network; promotes exit by activating the Dbf2p kinase; component of a non-canonical Hippo pathway with Sps1p required for prospore membrane closure ; spindle disassembly and sustained release of Cdc14p during meiotic anaphase II; complexes with Sps1p and contributes to its phosphorylation; phosphorylates the RNAPII CTD during mitosis; localizes to the bud neck and SPB during anaphase and telophase; relocalizes to the cytoplasm upon DNA replication stress""",Verified ORF
128,1,175856,-0.0791166120879351,0.091594933197832,0.388302828574125,YAR019C,CDC15,SGDID:S000000072,Close to 3'-UTR,Close to 3'-UTR,"""Hippo-like kinase of the Mitotic Exit Network; promotes exit by activating the Dbf2p kinase; component of a non-canonical Hippo pathway with Sps1p required for prospore membrane closure ; spindle disassembly and sustained release of Cdc14p during meiotic anaphase II; complexes with Sps1p and contributes to its phosphorylation; phosphorylates the RNAPII CTD during mitosis; localizes to the bud neck and SPB during anaphase and telophase; relocalizes to the cytoplasm upon DNA replication stress""",Verified ORF
129,1,175876,-0.0641402101895013,0.0902219275955984,0.477605756199765,YAR019C,CDC15,SGDID:S000000072,Close to 3'-UTR,Close to 3'-UTR,"""Hippo-like kinase of the Mitotic Exit Network; promotes exit by activating the Dbf2p kinase; component of a non-canonical Hippo pathway with Sps1p required for prospore membrane closure ; spindle disassembly and sustained release of Cdc14p during meiotic anaphase II; complexes with Sps1p and contributes to its phosphorylation; phosphorylates the RNAPII CTD during mitosis; localizes to the bud neck and SPB during anaphase and telophase; relocalizes to the cytoplasm upon DNA replication stress""",Verified ORF
130,1,175989,-0.0818384035476013,0.0904392597821308,0.366136021539442,YAR019C,CDC15,SGDID:S000000072,Close to 3'-UTR,Close to 3'-UTR,"""Hippo-like kinase of the Mitotic Exit Network; promotes exit by activating the Dbf2p kinase; component of a non-canonical Hippo pathway with Sps1p required for prospore membrane closure ; spindle disassembly and sustained release of Cdc14p during meiotic anaphase II; complexes with Sps1p and contributes to its phosphorylation; phosphorylates the RNAPII CTD during mitosis; localizes to the bud neck and SPB during anaphase and telophase; relocalizes to the cytoplasm upon DNA replication stress""",Verified ORF
