SNP,Chr,Pos,Effect,SE,SNA4_GTR2_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
121,1,175281,-0.166352500672898,0.14324833106172,0.246309645245454,YAR019W-A,YAR019W-A,SGDID:S000028735,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps ORF CDC15/YAR019C""",Dubious ORF
122,1,175315,-0.175096032282233,0.143173532840471,0.222159233005428,YAR019W-A,YAR019W-A,SGDID:S000028735,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps ORF CDC15/YAR019C""",Dubious ORF
123,1,175523,-0.162425024378725,0.144030238542792,0.260206321907265,YAR019C,CDC15,SGDID:S000000072,Close to 3'-UTR,Close to 3'-UTR,"""Hippo-like kinase of the Mitotic Exit Network; promotes exit by activating the Dbf2p kinase; component of a non-canonical Hippo pathway with Sps1p required for prospore membrane closure ; spindle disassembly and sustained release of Cdc14p during meiotic anaphase II; complexes with Sps1p and contributes to its phosphorylation; phosphorylates the RNAPII CTD during mitosis; localizes to the bud neck and SPB during anaphase and telophase; relocalizes to the cytoplasm upon DNA replication stress""",Verified ORF
124,1,175541,-0.171205375856539,0.143411370802305,0.233355444998051,YAR019C,CDC15,SGDID:S000000072,Close to 3'-UTR,Close to 3'-UTR,"""Hippo-like kinase of the Mitotic Exit Network; promotes exit by activating the Dbf2p kinase; component of a non-canonical Hippo pathway with Sps1p required for prospore membrane closure ; spindle disassembly and sustained release of Cdc14p during meiotic anaphase II; complexes with Sps1p and contributes to its phosphorylation; phosphorylates the RNAPII CTD during mitosis; localizes to the bud neck and SPB during anaphase and telophase; relocalizes to the cytoplasm upon DNA replication stress""",Verified ORF
125,1,175653,-0.211121865635856,0.143716669392661,0.142719451845755,YAR019C,CDC15,SGDID:S000000072,Close to 3'-UTR,Close to 3'-UTR,"""Hippo-like kinase of the Mitotic Exit Network; promotes exit by activating the Dbf2p kinase; component of a non-canonical Hippo pathway with Sps1p required for prospore membrane closure ; spindle disassembly and sustained release of Cdc14p during meiotic anaphase II; complexes with Sps1p and contributes to its phosphorylation; phosphorylates the RNAPII CTD during mitosis; localizes to the bud neck and SPB during anaphase and telophase; relocalizes to the cytoplasm upon DNA replication stress""",Verified ORF
128,1,175856,-0.194515632765252,0.146168932618364,0.184127235924229,YAR019C,CDC15,SGDID:S000000072,Close to 3'-UTR,Close to 3'-UTR,"""Hippo-like kinase of the Mitotic Exit Network; promotes exit by activating the Dbf2p kinase; component of a non-canonical Hippo pathway with Sps1p required for prospore membrane closure ; spindle disassembly and sustained release of Cdc14p during meiotic anaphase II; complexes with Sps1p and contributes to its phosphorylation; phosphorylates the RNAPII CTD during mitosis; localizes to the bud neck and SPB during anaphase and telophase; relocalizes to the cytoplasm upon DNA replication stress""",Verified ORF
129,1,175876,-0.177876902071353,0.143978517738191,0.217488160511706,YAR019C,CDC15,SGDID:S000000072,Close to 3'-UTR,Close to 3'-UTR,"""Hippo-like kinase of the Mitotic Exit Network; promotes exit by activating the Dbf2p kinase; component of a non-canonical Hippo pathway with Sps1p required for prospore membrane closure ; spindle disassembly and sustained release of Cdc14p during meiotic anaphase II; complexes with Sps1p and contributes to its phosphorylation; phosphorylates the RNAPII CTD during mitosis; localizes to the bud neck and SPB during anaphase and telophase; relocalizes to the cytoplasm upon DNA replication stress""",Verified ORF
130,1,175989,-0.17836680407259,0.144389373698088,0.217533670370189,YAR019C,CDC15,SGDID:S000000072,Close to 3'-UTR,Close to 3'-UTR,"""Hippo-like kinase of the Mitotic Exit Network; promotes exit by activating the Dbf2p kinase; component of a non-canonical Hippo pathway with Sps1p required for prospore membrane closure ; spindle disassembly and sustained release of Cdc14p during meiotic anaphase II; complexes with Sps1p and contributes to its phosphorylation; phosphorylates the RNAPII CTD during mitosis; localizes to the bud neck and SPB during anaphase and telophase; relocalizes to the cytoplasm upon DNA replication stress""",Verified ORF
131,1,176001,-0.170008655691799,0.145173396830995,0.242359298415648,YAR019C,CDC15,SGDID:S000000072,Close to 3'-UTR,Close to 3'-UTR,"""Hippo-like kinase of the Mitotic Exit Network; promotes exit by activating the Dbf2p kinase; component of a non-canonical Hippo pathway with Sps1p required for prospore membrane closure ; spindle disassembly and sustained release of Cdc14p during meiotic anaphase II; complexes with Sps1p and contributes to its phosphorylation; phosphorylates the RNAPII CTD during mitosis; localizes to the bud neck and SPB during anaphase and telophase; relocalizes to the cytoplasm upon DNA replication stress""",Verified ORF
133,1,177692,-0.201082625680493,0.143076789113368,0.160776635424434,YAR020C,PAU7,SGDID:S000000073,Close to 3'-UTR,Close to 3'-UTR,"""Member of the seripauperin multigene family; active during alcoholic fermentation ; regulated by anaerobiosis ; inhibited by oxygen ; repressed by heme""",Verified ORF
134,1,178191,-0.219271373014905,0.143144011396406,0.12646164216646,A:177024-179280,,,Intergenic region,Intergenic region,between YAR020C and YAR023C,Intergenic region
135,1,178224,-0.201082625680493,0.143076789113368,0.160776635424434,A:177024-179280,,,Intergenic region,Intergenic region,between YAR020C and YAR023C,Intergenic region
136,1,178960,-0.194708879219238,0.144250662726181,0.177946549912878,YAR023C,YAR023C,SGDID:S000000074,Close to 3'-UTR,Close to 3'-UTR,"""Putative integral membrane protein; member of DUP240 gene family""",Uncharacterized ORF
140,1,183802,-0.147788509375223,0.143278829417465,0.303024375403051,YAR027W,UIP3,SGDID:S000000075,CDS,CDS,"""Putative integral membrane protein of unknown function; interacts with Ulp1p at the nuclear periphery; member of DUP240 gene family""",Verified ORF
141,1,183954,-0.125171873272641,0.144385647624744,0.38657068713603,YAR027W,UIP3,SGDID:S000000075,CDS,CDS,"""Putative integral membrane protein of unknown function; interacts with Ulp1p at the nuclear periphery; member of DUP240 gene family""",Verified ORF
142,1,184450,-0.0442851659727948,0.143254350261738,0.757399981632759,YAR027W,UIP3,SGDID:S000000075,CDS,CDS,"""Putative integral membrane protein of unknown function; interacts with Ulp1p at the nuclear periphery; member of DUP240 gene family""",Verified ORF
144,1,184718,-0.108841181915644,0.143971281528693,0.4501579918594,YAR028W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
145,1,185296,-0.076416915418017,0.143418860342331,0.594491134116456,YAR028W,YAR028W,SGDID:S000000076,CDS,CDS,"""Putative integral membrane protein; member of DUP240 gene family; GFP-fusion protein is induced in response to the DNA-damaging agent MMS""",Uncharacterized ORF
146,1,185438,-0.0450743279807109,0.143463237578725,0.753564383397721,YAR028W,YAR028W,SGDID:S000000076,CDS,CDS,"""Putative integral membrane protein; member of DUP240 gene family; GFP-fusion protein is induced in response to the DNA-damaging agent MMS""",Uncharacterized ORF
147,1,185469,-0.056502595237936,0.143658896638898,0.694327377458674,YAR028W,YAR028W,SGDID:S000000076,CDS,CDS,"""Putative integral membrane protein; member of DUP240 gene family; GFP-fusion protein is induced in response to the DNA-damaging agent MMS""",Uncharacterized ORF
148,1,185503,-0.0612546706240417,0.143281640815778,0.669266860775771,YAR028W,YAR028W,SGDID:S000000076,CDS,CDS,"""Putative integral membrane protein; member of DUP240 gene family; GFP-fusion protein is induced in response to the DNA-damaging agent MMS""",Uncharacterized ORF
149,1,185705,-0.0697937314275086,0.144872895808435,0.630276132033845,YAR029W_NFR/NDR,,,Promoter,Promoter,,Promoter
150,1,185749,-0.0872132469100516,0.144846153230495,0.547487781981897,YAR029W_NFR/NDR,,,Promoter,Promoter,,Promoter
151,1,185806,-0.110466076272725,0.144994864703351,0.446651085958725,YAR029W_NFR/NDR,,,Promoter,Promoter,,Promoter
152,1,185879,-0.122596244982366,0.145669159813503,0.400577513082819,YAR029W_NFR/NDR,,,Promoter,Promoter,,Promoter
153,1,185916,-0.0215293467302653,0.145744407888877,0.882648178396598,YAR029W_NFR/NDR,,,Promoter,Promoter,,Promoter
154,1,185941,-0.0426645183957058,0.14636620158524,0.77084657827833,YAR029W_NFR/NDR,,,Promoter,Promoter,,Promoter
155,1,185954,-0.0360122413678036,0.146798807340948,0.806353553779725,YAR029W_NFR/NDR,,,Promoter,Promoter,,Promoter
156,1,186055,-0.0322597749480731,0.143871018599349,0.822710355581778,YAR029W_NFR/NDR,,,Promoter,Promoter,,Promoter
157,1,186896,-0.0361419312428779,0.146227497263843,0.80492627051735,YAR031W,PRM9,SGDID:S000000078,CDS,CDS,"""Pheromone-regulated protein; contains 3 predicted transmembrane segments and an FF sequence ; a motif involved in COPII binding; member of DUP240 gene family; PRM9 has a paralog ; PRM8 ; that arose from a segmental duplication""",Verified ORF
161,1,190132,0.025078097989042,0.144057592778097,0.861899369227253,YAR035W,YAT1,SGDID:S000000080,Close to 3'-UTR,Close to 3'-UTR,"""Outer mitochondrial carnitine acetyltransferase; minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated""",Verified ORF
162,1,190148,0.0459838410539722,0.144086440122294,0.749808622339098,YAR035W,YAT1,SGDID:S000000080,Close to 3'-UTR,Close to 3'-UTR,"""Outer mitochondrial carnitine acetyltransferase; minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated""",Verified ORF
163,1,190165,0.0132898907150136,0.145212856459466,0.927131272286903,YAR035W,YAT1,SGDID:S000000080,Close to 3'-UTR,Close to 3'-UTR,"""Outer mitochondrial carnitine acetyltransferase; minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated""",Verified ORF
164,1,190169,0.0460055021929982,0.145012822183831,0.751240506497132,YAR035W,YAT1,SGDID:S000000080,Close to 3'-UTR,Close to 3'-UTR,"""Outer mitochondrial carnitine acetyltransferase; minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated""",Verified ORF
165,1,190933,-0.101840754169349,0.143755205481184,0.479144713360491,YAR035W,YAT1,SGDID:S000000080,CDS,CDS,"""Outer mitochondrial carnitine acetyltransferase; minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated""",Verified ORF
166,1,192149,0.123121079415609,0.144885373966847,0.396021896511321,YAR035W,YAT1,SGDID:S000000080,CDS,CDS,"""Outer mitochondrial carnitine acetyltransferase; minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated""",Verified ORF
168,1,192303,0.219855517306248,0.17250528473131,0.203329667481811,YAR035W,YAT1,SGDID:S000000080,Close to 3'-UTR,Close to 3'-UTR,"""Outer mitochondrial carnitine acetyltransferase; minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated""",Verified ORF
171,1,192795,0.207147194529117,0.143161101810339,0.148797868698908,YAR042W,SWH1,SGDID:S000000081,CDS,CDS,"""Protein similar to mammalian oxysterol-binding protein; contains ankyrin repeats and FFAT motif; interacts with ER anchor Scs2p at the nucleus-vacuole junction; regulated by sterol binding; SWH1 has a paralog ; OSH2 ; that arose from the whole genome duplication""",Verified ORF
173,1,194187,0.134362684834987,0.143525926180153,0.349832769963588,YAR042W,SWH1,SGDID:S000000081,CDS,CDS,"""Protein similar to mammalian oxysterol-binding protein; contains ankyrin repeats and FFAT motif; interacts with ER anchor Scs2p at the nucleus-vacuole junction; regulated by sterol binding; SWH1 has a paralog ; OSH2 ; that arose from the whole genome duplication""",Verified ORF
174,1,194867,0.0209451443029743,0.143621449177614,0.884134279597316,YAR042W,SWH1,SGDID:S000000081,CDS,CDS,"""Protein similar to mammalian oxysterol-binding protein; contains ankyrin repeats and FFAT motif; interacts with ER anchor Scs2p at the nucleus-vacuole junction; regulated by sterol binding; SWH1 has a paralog ; OSH2 ; that arose from the whole genome duplication""",Verified ORF
190,2,8314,0.199670740040594,0.145670440136937,0.171338835661279,YBL108W,YBL108W,SGDID:S000000204,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
194,2,8498,0.0873902999865974,0.145769490953796,0.549217284791671,YBL108C-A,PAU9,SGDID:S000007592,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively""",Verified ORF
195,2,8651,0.0841080397501025,0.145911578731624,0.564690871259464,YBL108C-A,PAU9,SGDID:S000007592,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively""",Verified ORF
197,2,9812,0.0597090023802718,0.146813227032424,0.684474494953165,YBL107W-A,YBL107W-A,SGDID:S000007229,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; completely overlaps the Ty2 LTR YBLWdelta2; YBL107W-A has a paralog ; YER138W-A ; that arose from a single-locus duplication""",Dubious ORF
198,2,9932,0.0435518309761238,0.146250480059774,0.766039149811608,XUT_2F-2_NFR/NDR,,,Promoter,Promoter,,Promoter
199,2,10135,0.0436470386463667,0.145690171624454,0.764667698918911,YBL107C,MIX23,SGDID:S000000203,CDS,CDS,"""Mitochondrial intermembrane space protein of unknown function; imported via the MIA import machinery; contains an unusual twin cysteine motif (CX13C CX14C)""",Verified ORF
200,2,11616,0.080788793795643,0.145490506458723,0.579050988293079,XUT_2F-2,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
