CHR	BP	SNP	N	P	P(R)	OR	OR(R)	I	snps_class_up	locus_id	name	description
1	156633	109	62	0.003409	0.003409	0.0409	0.0409	0.0	Close to 3'-UTR	YAR003W	SWD1	"""Subunit of the COMPASS (Set1C) complex; COMPASS methylates histone H3 on lysine 4 and is required in transcriptional silencing near telomeres; WD40 beta propeller superfamily member with similarity to mammalian Rbbp7"""
1	157269	110	62	6.263e-06	6.263e-06	0.0611	0.0611	0.0	ORF	YAR007C	RFA1	"""Subunit of heterotrimeric Replication Protein A (RPA); RPA is a highly conserved single-stranded DNA binding protein involved in DNA replication ; repair ; and recombination; RPA protects against inappropriate telomere recombination ; and upon telomere uncapping ; prevents cell proliferation by a checkpoint-independent pathway; role in DNA catenation/decatenation pathway of chromosome disentangling; relocalizes to the cytosol in response to hypoxia"""
1	160054	111	62	0.0003926	0.0003926	0.0485	0.0485	0.0	Other features	ARS109	ARS101	"""ARS containing multiple redundant ORC binding sites; ORC is the acronym for origin recognition complex"""
1	166222	112	62	0.0008715	0.0008715	0.0452	0.0452	0.0	Promoter	tA(UGC)A_NFR/NDR		
1	166416	113	62	0.006124	0.006124	0.0371	0.0371	0.0	Close to 3'-UTR	YAR010C	YAR010C	"""Retrotransposon TYA Gag gene co-transcribed with TYB Pol; Gag processing produces capsid proteins; in YARCTy1-1 TYB is mutant and probably non-functional"""
1	167326	114	62	2.019e-06	2.019e-06	0.0647	0.0647	0.0	ORF	YAR014C	BUD14	"""Protein involved in bud-site selection; Bud14p-Glc7p complex is a cortical regulator of dynein; forms a complex with Kel1p and Kel2p that regulates Bnr1p (formin) to affect actin cable assembly ; cytokinesis ; and polarized growth; diploid mutants display a random budding pattern instead of the wild-type bipolar pattern; relative distribution to the nucleus increases upon DNA replication stress"""
1	168836	115	62	2.191e-08	2.191e-08	0.0758	0.0758	0.0	ORF	YAR014C	BUD14	"""Protein involved in bud-site selection; Bud14p-Glc7p complex is a cortical regulator of dynein; forms a complex with Kel1p and Kel2p that regulates Bnr1p (formin) to affect actin cable assembly ; cytokinesis ; and polarized growth; diploid mutants display a random budding pattern instead of the wild-type bipolar pattern; relative distribution to the nucleus increases upon DNA replication stress"""
1	171200	116	62	1.854e-10	1.854e-10	0.0864	0.0864	0.0	ORF	YAR018C	KIN3	"""Nonessential serine/threonine protein kinase; possible role in DNA damage response; influences tolerance to high levels of ethanol"""
1	171431	117	62	1.3349999999999999e-22	1.3349999999999999e-22	0.1334	0.1334	0.0	ORF	YAR018C	KIN3	"""Nonessential serine/threonine protein kinase; possible role in DNA damage response; influences tolerance to high levels of ethanol"""
1	173339	118	62	6.795e-18	6.795e-18	0.1166	0.1166	0.0	ORF	YAR019C	CDC15	"""Hippo-like kinase of the Mitotic Exit Network; promotes exit by activating the Dbf2p kinase; component of a non-canonical Hippo pathway with Sps1p required for prospore membrane closure ; spindle disassembly and sustained release of Cdc14p during meiotic anaphase II; complexes with Sps1p and contributes to its phosphorylation; phosphorylates the RNAPII CTD during mitosis; localizes to the bud neck and SPB during anaphase and telophase; relocalizes to the cytoplasm upon DNA replication stress"""
1	173845	119	62	9.155e-17	9.155e-17	0.1124	0.1124	0.0	ORF	YAR019C	CDC15	"""Hippo-like kinase of the Mitotic Exit Network; promotes exit by activating the Dbf2p kinase; component of a non-canonical Hippo pathway with Sps1p required for prospore membrane closure ; spindle disassembly and sustained release of Cdc14p during meiotic anaphase II; complexes with Sps1p and contributes to its phosphorylation; phosphorylates the RNAPII CTD during mitosis; localizes to the bud neck and SPB during anaphase and telophase; relocalizes to the cytoplasm upon DNA replication stress"""
1	175121	120	62	5.506e-15	1.838e-14	0.1055	0.1079	7.09	ORF	YAR019C	CDC15	"""Hippo-like kinase of the Mitotic Exit Network; promotes exit by activating the Dbf2p kinase; component of a non-canonical Hippo pathway with Sps1p required for prospore membrane closure ; spindle disassembly and sustained release of Cdc14p during meiotic anaphase II; complexes with Sps1p and contributes to its phosphorylation; phosphorylates the RNAPII CTD during mitosis; localizes to the bud neck and SPB during anaphase and telophase; relocalizes to the cytoplasm upon DNA replication stress"""
1	175281	121	62	5.067e-15	5.067e-15	0.1057	0.1057	0.0	ORF	YAR019W-A	YAR019W-A	"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps ORF CDC15/YAR019C"""
1	175315	122	62	3.126e-15	3.126e-15	0.1065	0.1065	0.0	ORF	YAR019W-A	YAR019W-A	"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps ORF CDC15/YAR019C"""
1	175523	123	62	1.967e-13	1.967e-13	0.0999	0.0999	0.0	Close to 3'-UTR	YAR019C	CDC15	"""Hippo-like kinase of the Mitotic Exit Network; promotes exit by activating the Dbf2p kinase; component of a non-canonical Hippo pathway with Sps1p required for prospore membrane closure ; spindle disassembly and sustained release of Cdc14p during meiotic anaphase II; complexes with Sps1p and contributes to its phosphorylation; phosphorylates the RNAPII CTD during mitosis; localizes to the bud neck and SPB during anaphase and telophase; relocalizes to the cytoplasm upon DNA replication stress"""
1	175541	124	62	3.646e-15	3.646e-15	0.1064	0.1064	0.0	Close to 3'-UTR	YAR019C	CDC15	"""Hippo-like kinase of the Mitotic Exit Network; promotes exit by activating the Dbf2p kinase; component of a non-canonical Hippo pathway with Sps1p required for prospore membrane closure ; spindle disassembly and sustained release of Cdc14p during meiotic anaphase II; complexes with Sps1p and contributes to its phosphorylation; phosphorylates the RNAPII CTD during mitosis; localizes to the bud neck and SPB during anaphase and telophase; relocalizes to the cytoplasm upon DNA replication stress"""
1	175653	125	62	1.629e-19	1.629e-19	0.1225	0.1225	0.0	Close to 3'-UTR	YAR019C	CDC15	"""Hippo-like kinase of the Mitotic Exit Network; promotes exit by activating the Dbf2p kinase; component of a non-canonical Hippo pathway with Sps1p required for prospore membrane closure ; spindle disassembly and sustained release of Cdc14p during meiotic anaphase II; complexes with Sps1p and contributes to its phosphorylation; phosphorylates the RNAPII CTD during mitosis; localizes to the bud neck and SPB during anaphase and telophase; relocalizes to the cytoplasm upon DNA replication stress"""
1	175805	126	62	2.674e-13	2.674e-13	-0.1048	-0.1048	0.0	Close to 3'-UTR	YAR019C	CDC15	"""Hippo-like kinase of the Mitotic Exit Network; promotes exit by activating the Dbf2p kinase; component of a non-canonical Hippo pathway with Sps1p required for prospore membrane closure ; spindle disassembly and sustained release of Cdc14p during meiotic anaphase II; complexes with Sps1p and contributes to its phosphorylation; phosphorylates the RNAPII CTD during mitosis; localizes to the bud neck and SPB during anaphase and telophase; relocalizes to the cytoplasm upon DNA replication stress"""
1	175818	127	62	8.12e-19	8.12e-19	0.124	0.124	0.0	Close to 3'-UTR	YAR019C	CDC15	"""Hippo-like kinase of the Mitotic Exit Network; promotes exit by activating the Dbf2p kinase; component of a non-canonical Hippo pathway with Sps1p required for prospore membrane closure ; spindle disassembly and sustained release of Cdc14p during meiotic anaphase II; complexes with Sps1p and contributes to its phosphorylation; phosphorylates the RNAPII CTD during mitosis; localizes to the bud neck and SPB during anaphase and telophase; relocalizes to the cytoplasm upon DNA replication stress"""
1	175856	128	62	1.473e-17	1.473e-17	0.1176	0.1176	0.0	Close to 3'-UTR	YAR019C	CDC15	"""Hippo-like kinase of the Mitotic Exit Network; promotes exit by activating the Dbf2p kinase; component of a non-canonical Hippo pathway with Sps1p required for prospore membrane closure ; spindle disassembly and sustained release of Cdc14p during meiotic anaphase II; complexes with Sps1p and contributes to its phosphorylation; phosphorylates the RNAPII CTD during mitosis; localizes to the bud neck and SPB during anaphase and telophase; relocalizes to the cytoplasm upon DNA replication stress"""
1	175876	129	62	3.914e-14	3.914e-14	0.1027	0.1027	0.0	Close to 3'-UTR	YAR019C	CDC15	"""Hippo-like kinase of the Mitotic Exit Network; promotes exit by activating the Dbf2p kinase; component of a non-canonical Hippo pathway with Sps1p required for prospore membrane closure ; spindle disassembly and sustained release of Cdc14p during meiotic anaphase II; complexes with Sps1p and contributes to its phosphorylation; phosphorylates the RNAPII CTD during mitosis; localizes to the bud neck and SPB during anaphase and telophase; relocalizes to the cytoplasm upon DNA replication stress"""
1	175989	130	62	2.15e-15	2.15e-15	0.108	0.108	0.0	Close to 3'-UTR	YAR019C	CDC15	"""Hippo-like kinase of the Mitotic Exit Network; promotes exit by activating the Dbf2p kinase; component of a non-canonical Hippo pathway with Sps1p required for prospore membrane closure ; spindle disassembly and sustained release of Cdc14p during meiotic anaphase II; complexes with Sps1p and contributes to its phosphorylation; phosphorylates the RNAPII CTD during mitosis; localizes to the bud neck and SPB during anaphase and telophase; relocalizes to the cytoplasm upon DNA replication stress"""
1	176001	131	62	2.159e-15	2.159e-15	0.1086	0.1086	0.0	Close to 3'-UTR	YAR019C	CDC15	"""Hippo-like kinase of the Mitotic Exit Network; promotes exit by activating the Dbf2p kinase; component of a non-canonical Hippo pathway with Sps1p required for prospore membrane closure ; spindle disassembly and sustained release of Cdc14p during meiotic anaphase II; complexes with Sps1p and contributes to its phosphorylation; phosphorylates the RNAPII CTD during mitosis; localizes to the bud neck and SPB during anaphase and telophase; relocalizes to the cytoplasm upon DNA replication stress"""
1	176451	132	62	1.334e-13	1.334e-13	0.1026	0.1026	0.0	Close to 3'-UTR	YAR020C	PAU7	"""Member of the seripauperin multigene family; active during alcoholic fermentation ; regulated by anaerobiosis ; inhibited by oxygen ; repressed by heme"""
1	177692	133	62	1.502e-15	1.502e-15	0.1077	0.1077	0.0	Close to 3'-UTR	YAR020C	PAU7	"""Member of the seripauperin multigene family; active during alcoholic fermentation ; regulated by anaerobiosis ; inhibited by oxygen ; repressed by heme"""
1	178191	134	62	2.627e-16	2.627e-16	0.1107	0.1107	0.0	Intergenic region	A:177024-179280		between YAR020C and YAR023C
1	178224	135	62	1.502e-15	1.502e-15	0.1077	0.1077	0.0	Intergenic region	A:177024-179280		between YAR020C and YAR023C
1	178960	136	62	3.0319999999999996e-22	3.0319999999999996e-22	0.1319	0.1319	0.0	Close to 3'-UTR	YAR023C	YAR023C	"""Putative integral membrane protein; member of DUP240 gene family"""
1	179139	137	62	2.141e-05	2.141e-05	0.1148	0.1148	0.0	Close to 3'-UTR	YAR023C	YAR023C	"""Putative integral membrane protein; member of DUP240 gene family"""
1	179139	138	62	2.798e-05	2.798e-05	-0.2279	-0.2279	0.0	Close to 3'-UTR	YAR023C	YAR023C	"""Putative integral membrane protein; member of DUP240 gene family"""
1	180955	139	62	0.198	0.198	0.0202	0.0202	0.0	Intergenic region	A:179821-181140		between YAR023C and YNCA0005W
1	183802	140	62	4.874999999999999e-22	4.874999999999999e-22	0.1302	0.1302	0.0	ORF	YAR027W	UIP3	"""Putative integral membrane protein of unknown function; interacts with Ulp1p at the nuclear periphery; member of DUP240 gene family"""
1	183954	141	62	1.266e-18	1.266e-18	0.1198	0.1198	0.0	ORF	YAR027W	UIP3	"""Putative integral membrane protein of unknown function; interacts with Ulp1p at the nuclear periphery; member of DUP240 gene family"""
1	184450	142	62	2.14e-11	2.14e-11	-0.0903	-0.0903	0.0	ORF	YAR027W	UIP3	"""Putative integral membrane protein of unknown function; interacts with Ulp1p at the nuclear periphery; member of DUP240 gene family"""
1	184641	143	62	4.27e-10	4.27e-10	-0.0867	-0.0867	0.0	Close to 3'-UTR	YAR027W	UIP3	"""Putative integral membrane protein of unknown function; interacts with Ulp1p at the nuclear periphery; member of DUP240 gene family"""
1	184718	144	62	2.47e-16	2.47e-16	0.1111	0.1111	0.0	Promoter	YAR028W_NFR/NDR		stable
1	185296	145	62	5.685e-11	5.685e-11	0.0885	0.0885	0.0	ORF	YAR028W	YAR028W	"""Putative integral membrane protein; member of DUP240 gene family; GFP-fusion protein is induced in response to the DNA-damaging agent MMS"""
1	185438	146	62	2.469e-10	2.469e-10	0.0855	0.0855	0.0	ORF	YAR028W	YAR028W	"""Putative integral membrane protein; member of DUP240 gene family; GFP-fusion protein is induced in response to the DNA-damaging agent MMS"""
1	185469	147	62	2.757e-11	2.757e-11	0.0901	0.0901	0.0	ORF	YAR028W	YAR028W	"""Putative integral membrane protein; member of DUP240 gene family; GFP-fusion protein is induced in response to the DNA-damaging agent MMS"""
1	185503	148	62	1.574e-12	1.574e-12	0.0954	0.0954	0.0	ORF	YAR028W	YAR028W	"""Putative integral membrane protein; member of DUP240 gene family; GFP-fusion protein is induced in response to the DNA-damaging agent MMS"""
1	185705	149	62	3.717e-13	3.717e-13	0.0991	0.0991	0.0	Promoter	YAR029W_NFR/NDR		
1	185749	150	62	1.682e-12	1.682e-12	0.0963	0.0963	0.0	Promoter	YAR029W_NFR/NDR		
1	185806	151	62	4.32e-15	4.32e-15	0.1071	0.1071	0.0	Promoter	YAR029W_NFR/NDR		
1	185879	152	62	8.879e-15	8.879e-15	0.1064	0.1064	0.0	Promoter	YAR029W_NFR/NDR		
1	185916	153	62	5.603e-07	5.603e-07	0.0687	0.0687	0.0	Promoter	YAR029W_NFR/NDR		
1	185941	154	62	4.292e-08	4.292e-08	0.0755	0.0755	0.0	Promoter	YAR029W_NFR/NDR		
1	185954	155	62	2.362e-09	2.362e-09	0.0826	0.0826	0.0	Promoter	YAR029W_NFR/NDR		
1	186055	156	62	2.1e-10	2.1e-10	-0.0861	-0.0861	0.0	Promoter	YAR029W_NFR/NDR		
1	186896	157	62	4.085e-13	4.085e-13	-0.0998	-0.0998	0.0	ORF	YAR031W	PRM9	"""Pheromone-regulated protein; contains 3 predicted transmembrane segments and an FF sequence ; a motif involved in COPII binding; member of DUP240 gene family; PRM9 has a paralog ; PRM8 ; that arose from a segmental duplication"""
1	187697	158	62	1.551e-22	1.551e-22	-0.274	-0.274	0.0	ORF	YAR031W	PRM9	"""Pheromone-regulated protein; contains 3 predicted transmembrane segments and an FF sequence ; a motif involved in COPII binding; member of DUP240 gene family; PRM9 has a paralog ; PRM8 ; that arose from a segmental duplication"""
1	189392	159	62	5.389e-06	5.389e-06	-0.1285	-0.1285	0.0	Close to 3'-UTR	YAR033W	MST28	"""Putative integral membrane protein ; involved in vesicle formation; forms complex with Mst27p; member of DUP240 gene family; binds COPI and COPII vesicles; MST28 has a paralog ; MST27 ; that arose from a segmental duplication"""
1	189416	160	62	0.06457	0.0644	-0.0505	-0.0505	0.09	Promoter	YARWdelta7_NFR/NDR		
1	190132	161	62	0.1847	0.1847	0.018	0.018	0.0	Close to 3'-UTR	YAR035W	YAT1	"""Outer mitochondrial carnitine acetyltransferase; minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated"""
1	190148	162	62	0.1028	0.1028	0.0222	0.0222	0.0	Close to 3'-UTR	YAR035W	YAT1	"""Outer mitochondrial carnitine acetyltransferase; minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated"""
1	190165	163	62	0.4987	0.4987	0.0093	0.0093	0.0	Close to 3'-UTR	YAR035W	YAT1	"""Outer mitochondrial carnitine acetyltransferase; minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated"""
1	190169	164	62	0.09564	0.09564	0.0228	0.0228	0.0	Close to 3'-UTR	YAR035W	YAT1	"""Outer mitochondrial carnitine acetyltransferase; minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated"""
1	190933	165	62	3.851e-09	3.851e-09	-0.0798	-0.0798	0.0	ORF	YAR035W	YAT1	"""Outer mitochondrial carnitine acetyltransferase; minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated"""
1	192149	166	62	0.2684	0.2684	0.0151	0.0151	0.0	ORF	YAR035W	YAT1	"""Outer mitochondrial carnitine acetyltransferase; minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated"""
