SNP,LD
11392,1
11393,1
11394,1
11395,0
11396,0
11397,0
11398,0
11399,0
11400,0
11401,0
11402,0
11403,1
11404,1
11405,1
11406,1
11407,1
11408,0
11409,1
11410,1
11411,1
11412,1
11413,1
11414,1
11415,0
11416,0
11417,1
11418,0
11419,1
11420,1
11421,1
11422,1
11423,1
11424,1
11425,1
11426,1
11427,1
11428,1
11429,1
11430,1
11431,1
11432,0
11433,0
11434,1
11435,1
11436,1
11437,1
11438,0
11439,0
11440,1
11441,1
11442,1
11443,1
11444,0
11445,0
11446,0
11447,0
11448,1
11449,0
11450,1
11451,1
11452,1
11453,1
11454,1
11455,1
11456,1
11457,1
11458,1
11459,1
11460,1
11461,1
11462,1
11463,1
11464,1
11465,1
11466,1
11467,0
11468,0
11469,0
11470,0
11471,1
11472,1
11473,0
11474,1
11475,1
11476,1
11477,0
11478,1
11479,0
11480,1
11481,0
11482,1
11483,1
11484,1
11485,0
11486,1
11487,1
11488,1
11489,1
11490,1
11491,0
11492,0
11493,1
11494,1
11495,1
11496,1
11497,1
11498,1
11499,1
11500,1
11501,0
11502,0
11503,1
11504,1
11505,1
11506,1
11507,1
11508,1
11509,1
11510,1
11511,1
11512,1
11513,1
11514,1
11515,0
11516,0
11517,0
11518,1
11519,1
11520,1
11521,1
11522,0
11523,0
11524,0
11525,0
11526,0
11527,0
11528,1
11529,0
11530,1
11531,0
11532,0
11533,1
11534,0
11535,1
11536,1
11537,0
11538,0
11539,0
11540,0
11541,0
11542,0
11543,1
11544,1
11545,1
11546,1
11547,1
11548,1
11549,1
11550,1
11551,1
11552,1
11553,1
11554,0
11555,0
11556,1
11557,1
11558,1
11559,1
11560,0
11561,0
11562,1
11563,1
11564,0
11565,0
11566,0
11567,0
11568,1
11569,0
11570,1
11571,1
11572,0
11573,1
11574,1
11575,1
11576,0
11577,0
11578,1
11579,1
11580,0
11581,0
11582,1
11583,1
11584,0
11585,0
11586,0
11587,0
11588,0
11589,1
11590,1
11591,1
11592,0
11593,1
11594,1
11595,1
11596,1
11597,1
11598,1
11599,1
11600,1
11601,1
11602,0
11603,0
11604,0
11605,1
11606,1
11607,1
11608,1
11609,0
11610,0
11611,1
11612,1
11613,1
11614,1
11615,1
11616,1
11617,0
11618,0
11619,0
11620,1
11621,0
11622,0
11623,1
11624,0
11625,0
11626,0
11627,1
11628,1
11629,1
11630,1
11631,1
11632,0
11633,0
11634,0
11635,0
11636,0
11637,0
11638,0
11639,1
11640,1
11641,1
11642,1
11643,1
11644,1
11645,1
11646,1
11647,0
11648,0
11649,0
11650,1
11651,1
11652,1
11653,1
11654,0
11655,0
11656,1
11657,0
11658,0
11659,1
11660,1
11661,1
11662,1
11663,1
11664,1
11665,1
11666,1
11667,1
11668,1
11669,1
11670,1
11671,1
11672,1
11673,1
11674,1
11675,1
11676,0
11677,0
11678,1
11679,0
11680,0
11681,0
11682,1
11683,1
11684,1
11685,1
11686,1
11687,1
11688,1
11689,1
11690,1
11691,0
11692,1
11693,1
11694,1
11695,1
11696,1
11697,1
11698,1
11699,1
11700,1
11701,1
11702,1
11703,1
11704,1
11705,1
11706,1
11707,1
11708,1
11709,0
11710,0
11711,1
11712,1
11713,0
11714,1
11715,0
11716,0
11717,0
11718,1
11719,1
11720,1
11721,1
11722,1
11723,1
11724,1
11725,1
11726,1
11727,0
11728,0
11729,1
11730,1
11731,1
11732,1
11733,1
11734,1
11735,0
11736,1
11737,0
11738,1
11739,0
11740,0
11741,1
11742,1
11743,0
11744,0
11745,1
11746,0
11747,1
11748,1
11749,0
11750,1
11751,1
11752,0
11753,0
11754,1
11755,1
11756,1
11757,1
11758,0
11759,1
11760,1
11761,1
11762,0
11763,0
11764,0
11765,0
11766,1
11767,1
11768,0
11769,0
11770,0
11771,1
11772,1
11773,1
11774,1
11775,1
11776,0
11777,0
11778,1
11779,1
11780,1
11781,1
11782,1
11783,1
11784,1
11785,1
11786,1
11787,0
11788,0
11789,0
11790,0
11791,0
11792,0
11793,0
11794,0
11795,1
11796,0
11797,1
11798,1
11799,1
11800,0
11801,0
11802,0
11803,0
11804,0
11805,0
11806,0
11807,0
11808,0
11809,1
11810,1
11811,1
11812,1
11813,1
11814,0
11815,0
11816,0
11817,1
11818,1
11819,1
11820,1
11821,1
11822,1
11823,1
11824,1
11825,1
11826,0
11827,1
11828,1
11829,1
11830,0
11831,1
11832,1
11833,0
11834,1
11835,1
11836,1
11837,1
11838,1
11839,1
11840,1
11841,1
11842,1
11843,1
11844,1
11845,0
11846,0
11847,1
11848,1
11849,1
11850,1
11851,1
11852,1
11853,1
11854,0
11855,1
11856,1
11857,0
11858,0
11859,1
11860,1
11861,1
11862,1
11863,1
11864,0
11865,0
11866,0
11867,0
11868,1
11869,1
11870,1
11871,1
11872,0
11873,0
11874,0
11875,0
11876,1
11877,0
11878,1
11879,1
11880,1
11881,1
11882,1
11883,1
11884,1
11885,1
11886,1
11887,1
11888,1
11889,1
11890,0
11891,1
11892,1
11893,1
11894,1
11895,0
11896,0
11897,1
11898,1
11899,1
11900,1
11901,1
11902,1
11903,0
11904,1
11905,1
11906,1
11907,1
11908,1
11909,1
11910,1
11911,0
11912,0
11913,0
11914,1
11915,1
11916,1
11917,0
11918,0
11919,0
11920,1
11921,1
11922,1
11923,1
11924,1
11925,0
11926,0
11927,1
11928,1
11929,1
11930,1
11931,0
11932,0
11933,1
11934,1
11935,1
11936,1
11937,1
11938,1
11939,1
11940,1
11941,0
11942,0
11943,1
11944,1
11945,1
11946,1
11947,0
11948,0
11949,1
11950,1
11951,1
11952,1
11953,1
11954,0
11955,0
11956,0
11957,0
11958,1
11959,1
11960,1
11961,1
11962,1
11963,1
11964,0
11965,0
11966,0
11967,0
11968,1
11969,1
11970,0
11971,1
11972,1
11973,1
11974,0
11975,0
11976,0
11977,1
11978,0
11979,1
11980,0
11981,0
11982,0
11983,0
11984,1
11985,1
11986,1
11987,1
11988,1
11989,1
11990,1
11991,1
11992,1
11993,0
11994,1
11995,0
11996,1
11997,1
11998,1
11999,0
12000,0
12001,0
12002,0
12003,0
12004,0
12005,0
12006,0
12007,0
12008,0
12009,0
12010,0
12011,0
12012,0
12013,0
12014,0
12015,0
12016,0
12017,0
12018,0
12019,0
12020,0
12021,0
12022,0
12023,0
12024,0
12025,1
12026,0
12027,1
12028,1
12029,1
12030,1
12031,1
12032,0
12033,0
12034,1
12035,0
12036,1
12037,0
12038,1
12039,0
12040,0
12041,0
12042,0
12043,0
12044,0
12045,0
12046,0
12047,0
12048,0
12049,0
12050,0
12051,0
12052,0
12053,0
12054,1
